unit,fold,epoch,lr,train_loss,val_loss,train_auc,val_auc,grad_net,grad_head,move_net,move_head
h256_wd0.0001_s0,o0,1,0.0005,0.7269664155809503,0.6922121047973633,0.6631871505671718,0.5421232876712329,0.8684393594365322,0.3141762463247168,0.233722910284996,0.0413863137364387
h256_wd0.0001_s0,o0,2,0.0005,0.6911223875848871,0.6924460530281067,0.6920358939555527,0.5710616438356164,0.4482646834338972,0.1655274297841496,0.2767492234706878,0.0513850934803485
h256_wd0.0001_s0,o0,3,0.0005,0.6800103846349215,0.6865413188934326,0.7363000786392183,0.6089041095890411,0.5415458859422341,0.193530037473043,0.2910346686840057,0.0529414005577564
h256_wd0.0001_s0,o0,4,0.0005,0.6686484719577589,0.681816577911377,0.7513923450645812,0.626541095890411,0.4655411482313021,0.1659183504901459,0.3047056794166565,0.0491545870900154
h256_wd0.0001_s0,o0,5,0.0005,0.6591641557844061,0.7040621638298035,0.744325587908951,0.6152397260273973,0.6091869352383317,0.2006964014368173,0.3235812783241272,0.0470511727035045
h256_wd0.0001_s0,o0,6,0.0005,0.6542339826885023,0.6569516062736511,0.7866184058860917,0.6731164383561644,0.871496703925939,0.2777754566754528,0.3426735401153564,0.0474944561719894
h256_wd0.0001_s0,o0,7,0.0005,0.6187968316831087,0.6529943346977234,0.7979510713246938,0.6770547945205478,0.5883900933199608,0.1940681587945313,0.3635033071041107,0.0608316920697689
h256_wd0.0001_s0,o0,8,0.0005,0.6037722575037103,0.6521853804588318,0.8080664447532561,0.7035958904109589,0.832551185643742,0.2517050038068228,0.3844212591648102,0.0853411555290222
h256_wd0.0001_s0,o0,9,0.0005,0.5847336806749043,0.63417649269104,0.8262396449385428,0.6998287671232877,0.8298885576888116,0.2126331883497177,0.405066967010498,0.1122396737337112
h256_wd0.0001_s0,o0,10,0.0005,0.5925731768733576,0.6252440214157104,0.8451669198203148,0.7133561643835616,1.0223106091897212,0.281472013133336,0.4216765761375427,0.1250150054693222
h256_wd0.0001_s0,o0,11,0.0005,0.5744417482300809,0.6405103206634521,0.843529500479376,0.7032534246575343,1.054302477162149,0.2580786666595532,0.4395554959774017,0.1436161696910858
h256_wd0.0001_s0,o0,12,0.0005,0.5605990384754381,0.6027324199676514,0.8588695343050123,0.7352739726027397,1.0676615173269588,0.237467657916245,0.4556061625480652,0.1668184846639633
h256_wd0.0001_s0,o0,13,0.0005,0.5339221201444927,0.6022210121154785,0.8716780316495921,0.7342465753424657,1.0459563838490202,0.2285854784153056,0.4714228808879852,0.1948354840278625
h256_wd0.0001_s0,o0,14,0.0005,0.5184774712512368,0.5990626811981201,0.8841310366372579,0.7373287671232877,1.105209863509076,0.2185918343660373,0.4868631064891815,0.2327904254198074
h256_wd0.0001_s0,o0,15,0.0005,0.4833988610066865,0.6001938581466675,0.8940201876568745,0.7464041095890411,0.9444959748750136,0.1786908114571192,0.5007903575897217,0.2778071463108063
h256_wd0.0001_s0,o0,16,0.0005,0.4843353080122094,0.5879445672035217,0.9056221654870784,0.7508561643835616,1.19805086253413,0.2149090873988999,0.5144267678260803,0.3184682130813598
h256_wd0.0001_s0,o0,17,0.0005,0.4552471449500636,0.6012803912162781,0.9057837529220394,0.7433219178082192,1.191470717269418,0.2066340488980301,0.5272825360298157,0.3629926741123199
h256_wd0.0001_s0,o0,18,0.0005,0.4354720319572248,0.5968075394630432,0.9177412231091576,0.7575342465753423,1.1478837011523817,0.1724427370989777,0.5396221876144409,0.4055749177932739
h256_wd0.0001_s0,o0,19,0.0005,0.4470222294330597,0.7034110426902771,0.916577793577438,0.7445205479452055,1.5606540932920585,0.2362005150945194,0.5506356358528137,0.4399052262306213
h256_wd0.0001_s0,o0,20,0.0005,0.4765124791546872,0.5745851397514343,0.9313253401415506,0.760958904109589,1.790958829969573,0.2529173036733859,0.5621406435966492,0.444786936044693
h256_wd0.0001_s0,o0,21,0.0005,0.4129480405857688,0.6188861727714539,0.9330812569347942,0.7573630136986301,1.2235967051110803,0.1736260931637755,0.573428213596344,0.4735642075538635
h256_wd0.0001_s0,o0,22,0.0005,0.4094134741707852,0.5819007754325867,0.9432828103286688,0.760958904109589,1.2969986693298032,0.1608169231038126,0.5830724239349365,0.505949854850769
h256_wd0.0001_s0,o0,23,0.0005,0.3706883568512766,0.5763360261917114,0.9475594911073048,0.7693493150684931,1.1381331586655552,0.1458361198396456,0.5936404466629028,0.5591230988502502
h256_wd0.0001_s0,o0,24,0.0005,0.361511795144332,0.6123629212379456,0.9499078951620722,0.7710616438356165,1.4696181095138796,0.1597964859843925,0.602810263633728,0.6044600605964661
h256_wd0.0001_s0,o0,25,0.0005,0.3379673942139274,0.6233891248703003,0.9573947796486012,0.7642123287671233,1.3604539908017,0.1526510476979902,0.6123794317245483,0.6534311175346375
h256_wd0.0001_s0,o0,26,0.0005,0.3529032931516045,0.593058705329895,0.9643753568389188,0.765582191780822,1.7358533430670928,0.1459626798814381,0.6214346885681152,0.6868512034416199
h256_wd0.0001_s0,o0,27,0.0005,0.3291875814136706,0.6009257435798645,0.966055866162514,0.775513698630137,1.5647061693335858,0.1325132916436417,0.6302735805511475,0.7201160788536072
h256_wd0.0001_s0,o0,28,0.0005,0.3522326914887679,0.5971509218215942,0.9720238287604088,0.7734589041095891,2.2576077506322134,0.169538695076472,0.6398857235908508,0.7505189180374146
h256_wd0.0001_s0,o0,29,0.0005,0.3171825973611129,0.6094702482223511,0.9748462226243956,0.7614726027397261,1.5866344310558844,0.1452069894523462,0.6490671038627625,0.7890973687171936
