track,arm,seed,emb_dim,norm_type,message_relu,runtime_s,gpu_mem_mb,node,git_sha,normalize_nodes,stage,readout,dim,auc,auc_ci_lo,auc_ci_hi,auprc,acc,bal_acc,sens,spec,ppv,npv,f1,mcc,brier,calib_slope,calib_intercept,retention_ratio,fc_recon_r2,frac_edges_r2_gt_0p5,site_f1,age_r2,sex_r2,motion_r2,meanfc_r2,totalfc_r2,auc_loso,fold_auc_sd
T1,A,20260818,32,bn,True,109.0,2727.3,node10.cognition.gla.alces.network,3047cf7,False,S6,roi_flatten,2880,0.5695214605034244,0.5333049382971238,0.605638915601879,0.5415418162285419,0.5471698113207547,0.5440727609064282,0.47692307692307695,0.6112224448897795,0.5279805352798054,0.5616942909760589,0.5011547344110855,0.08890688586268446,0.2811364929875256,0.10403080979600961,-0.07975368839734676,0.2802471437321899,0.3622297347151849,0.008239700374531835,0.276078422200029,0.09206425348180358,-0.0016336970075754298,0.16062282481287693,0.7669355094786455,0.7568274224044835,0.5620163403730538,0.05857048171391711
T1,A,20260819,32,bn,True,14.1,,node10.cognition.gla.alces.network,3047cf7,True,S0,node_flat,270,0.6314519148186484,0.5975427251311678,0.6656452834367012,0.5906747956499525,0.6048218029350105,0.6004426435288159,0.5054945054945055,0.6953907815631263,0.6020942408376964,0.6066433566433567,0.5495818399044206,0.20477380738195428,0.23846807180124036,0.792319460186146,-0.02426467603423357,0.5298942714852595,0.1891655190364679,0.0,0.6579610093150046,0.30703655845684574,0.03171953002331784,0.24075191047376732,0.44864886385689384,0.44337432767732,0.6061926049902002,0.021033008757406116
T1,A,20260819,32,bn,True,30.8,,node10.cognition.gla.alces.network,3047cf7,True,S1,node_flat,270,0.6398158955273183,0.6022484422521226,0.6738332066750831,0.5960856232916432,0.6027253668763103,0.5990200180580942,0.5186813186813187,0.6793587174348698,0.5959595959595959,0.6075268817204301,0.554641598119859,0.200744786704184,0.23519952726019858,0.9927407927054861,0.006241432500873886,0.5636102159844466,0.5019832491368853,0.5380774032459426,0.40649125674805076,0.2404281056626234,0.029583269340249796,0.24265206150495688,0.8108345996738999,0.8091985754686482,0.6045321412054879,0.04513961613425377
T1,A,20260819,32,bn,True,111.8,2727.3,node10.cognition.gla.alces.network,3047cf7,True,S2,node_flat,2880,0.6123323570217358,0.5756945625521533,0.6463243939312262,0.5783468070521944,0.5649895178197065,0.5625602854059768,0.5098901098901099,0.6152304609218436,0.5471698113207547,0.5792452830188679,0.5278725824800911,0.12576616700456664,0.24954574536710628,0.40652427874042657,-0.04175045383835518,0.45282164638206085,0.4841116959943297,0.44993757802746565,0.33969459031308125,0.1900361047082092,-0.0574617295137394,0.19550560202259615,0.8189304971668214,0.8376588165285684,0.5936003875883635,0.04480870194832655
T1,A,20260819,32,bn,True,111.8,2727.3,node10.cognition.gla.alces.network,3047cf7,True,S3,node_flat,2880,0.6014490519500539,0.5661906150898721,0.6358654178600954,0.5538493647453324,0.5723270440251572,0.5703494901891695,0.5274725274725275,0.6132264529058116,0.5542725173210161,0.5873320537428023,0.5405405405405406,0.14115104946684356,0.2504475186729535,0.30929057712857194,-0.05416806295887296,0.4089500830026541,0.40090756302674446,0.10586766541822722,0.3058481034744836,0.09818253611984329,-0.0038468711246100185,0.16806428557815545,0.8383514341318745,0.8364374181026001,0.6026118170406748,0.04351590225555405
T1,A,20260819,32,bn,True,111.8,2727.3,node10.cognition.gla.alces.network,3047cf7,True,S4,node_flat,2880,0.595820211852276,0.5588311478495303,0.6316140902204593,0.558649441300253,0.5670859538784067,0.5644673963311237,0.5076923076923077,0.6212424849699398,0.55,0.5805243445692884,0.528,0.1297271340330039,0.25202217145836103,0.3556320882447639,-0.04683251977363547,0.38625973172831923,0.4216240412767771,0.1647940074906367,0.2802666148895182,0.10615554762312784,-0.01859290375443723,0.15504121901509094,0.8658955352249941,0.8771095683768747,0.5937941817701337,0.05347927565065593
T1,A,20260819,32,bn,True,111.8,2727.3,node10.cognition.gla.alces.network,3047cf7,True,S5,global_add_pool,32,0.49741240723204655,0.46084033434810073,0.5330656141220699,0.49870683407361716,0.5178197064989518,0.5103966174106455,0.34945054945054943,0.6713426853707415,0.49226006191950467,0.5309033280507132,0.4087403598971722,0.02194633925983725,0.2532783830477206,0.15918716467395874,-0.07701980966506808,-0.01043081484637835,0.27525352848343754,0.0022471910112359553,0.06117132843260735,-0.0008132542649592622,-0.003823834045776797,0.09689372487882342,0.8784715477169542,0.899779675508023,0.5014336365037768,0.026423794583007407
T1,A,20260819,32,bn,True,111.8,2727.3,node10.cognition.gla.alces.network,3047cf7,True,S6,roi_flatten,2880,0.595820211852276,0.5588311478495303,0.6316140902204593,0.558649441300253,0.5670859538784067,0.5644673963311237,0.5076923076923077,0.6212424849699398,0.55,0.5805243445692884,0.528,0.1297271340330039,0.25202217145836103,0.3556320882447639,-0.04683251977363547,0.38625973172831923,0.4216240412767771,0.1647940074906367,0.2802666148895182,0.10615554762312784,-0.01859290375443723,0.15504121901509094,0.8658955352249941,0.8771095683768747,0.5937941817701337,0.05347927565065593
T1,A,20260819,32,bn,True,14.1,,node10.cognition.gla.alces.network,3047cf7,False,S0,node_flat,270,0.6314519148186484,0.5975427251311678,0.6656452834367012,0.5906747956499525,0.6048218029350105,0.6004426435288159,0.5054945054945055,0.6953907815631263,0.6020942408376964,0.6066433566433567,0.5495818399044206,0.20477380738195428,0.23846807180124036,0.792319460186146,-0.02426467603423357,0.5298942714852595,0.1891655190364679,0.0,0.6579610093150046,0.30703655845684574,0.03171953002331784,0.24075191047376732,0.44864886385689384,0.44337432767732,0.6061926049902002,0.021033008757406116
T1,A,20260819,32,bn,True,30.8,,node10.cognition.gla.alces.network,3047cf7,False,S1,node_flat,270,0.6398158955273183,0.6022484422521226,0.6738332066750831,0.5960856232916432,0.6027253668763103,0.5990200180580942,0.5186813186813187,0.6793587174348698,0.5959595959595959,0.6075268817204301,0.554641598119859,0.200744786704184,0.23519952726019858,0.9927407927054861,0.006241432500873886,0.5636102159844466,0.5019832491368853,0.5380774032459426,0.40649125674805076,0.2404281056626234,0.029583269340249796,0.24265206150495688,0.8108345996738999,0.8091985754686482,0.6045321412054879,0.04513961613425377
T1,A,20260819,32,bn,True,111.8,2727.3,node10.cognition.gla.alces.network,3047cf7,False,S2,node_flat,2880,0.6123323570217358,0.5756945625521533,0.6463243939312262,0.5783468070521944,0.5649895178197065,0.5625602854059768,0.5098901098901099,0.6152304609218436,0.5471698113207547,0.5792452830188679,0.5278725824800911,0.12576616700456664,0.24954574536710628,0.40652427874042657,-0.04175045383835518,0.45282164638206085,0.4841116959943297,0.44993757802746565,0.33969459031308125,0.1900361047082092,-0.0574617295137394,0.19550560202259615,0.8189304971668214,0.8376588165285684,0.5936003875883635,0.04480870194832655
T1,A,20260819,32,bn,True,111.8,2727.3,node10.cognition.gla.alces.network,3047cf7,False,S3,node_flat,2880,0.6014490519500539,0.5661906150898721,0.6358654178600954,0.5538493647453324,0.5723270440251572,0.5703494901891695,0.5274725274725275,0.6132264529058116,0.5542725173210161,0.5873320537428023,0.5405405405405406,0.14115104946684356,0.2504475186729535,0.30929057712857194,-0.05416806295887296,0.4089500830026541,0.40090756302674446,0.10586766541822722,0.3058481034744836,0.09818253611984329,-0.0038468711246100185,0.16806428557815545,0.8383514341318745,0.8364374181026001,0.6026118170406748,0.04351590225555405
T1,A,20260819,32,bn,True,111.8,2727.3,node10.cognition.gla.alces.network,3047cf7,False,S5,global_add_pool,32,0.5122112356581294,0.4766339317188508,0.5485397268184039,0.4923397248436035,0.519916142557652,0.5133695963355283,0.37142857142857144,0.655310621242485,0.49560117302052786,0.533442088091354,0.42462311557788945,0.027867424614886976,0.25545387132689923,0.17173187674777282,-0.07488871174850116,0.049224568785675514,0.26664024933123803,0.0,0.04945515593574695,0.00025224991765360194,-0.005152322713183777,0.13043353578217187,0.8562044811477589,0.8569570916552759,0.503358365081812,0.03196274368575616
