unit,fold,epoch,lr,train_loss,val_loss,train_auc,val_auc,grad_net,grad_head,move_net,move_head
h64_wd0.001_s1,o0,1,0.0005,0.7014708769948859,0.6826053857803345,0.7366555709961327,0.6726027397260272,0.7469579025210894,0.32822065589113975,0.20160707831382751,0.01638404279947281
h64_wd0.001_s1,o0,2,0.0005,0.6791392941223947,0.6774780750274658,0.7379913604584774,0.6797945205479451,0.5251193787419335,0.26609150928601794,0.24483637511730194,0.02252190373837948
h64_wd0.001_s1,o0,3,0.0005,0.6694885962887814,0.6718645691871643,0.7471479817729373,0.6806506849315068,0.6077497471200501,0.2859263619259281,0.28076767921447754,0.029057195410132408
h64_wd0.001_s1,o0,4,0.0005,0.6606802846256056,0.6652735471725464,0.7749302480905751,0.6654109589041095,0.7666641903465625,0.3533992552656329,0.3146249055862427,0.04378587752580643
h64_wd0.001_s1,o0,5,0.0005,0.629201308677071,0.6554414629936218,0.7887405875319136,0.6741438356164382,0.6139946896046984,0.26844373554694206,0.35067710280418396,0.061755795031785965
h64_wd0.001_s1,o0,6,0.0005,0.603403157309482,0.6588910818099976,0.7925540509969944,0.7056506849315067,0.7232377119591092,0.30236524194472464,0.38674694299697876,0.0892581194639206
h64_wd0.001_s1,o0,7,0.0005,0.6208567148760745,0.6616000533103943,0.8065798403516145,0.6847602739726026,1.177937550500773,0.4861334707152178,0.4225137233734131,0.10513990372419357
h64_wd0.001_s1,o0,8,0.0005,0.5841478783833353,0.6313227415084839,0.8327246873283133,0.7207191780821918,0.8759265187214398,0.32930582134998526,0.4494416415691376,0.11569780111312866
h64_wd0.001_s1,o0,9,0.0005,0.5678225222386812,0.6270307898521423,0.8431740081224618,0.7155821917808219,1.034771385779255,0.3677334435688502,0.4796948730945587,0.13664433360099792
h64_wd0.001_s1,o0,10,0.0005,0.5580751927275407,0.6278835535049438,0.8501438128171154,0.7164383561643836,1.1945233854953718,0.3404695141858336,0.5090156197547913,0.16469216346740723
h64_wd0.001_s1,o0,11,0.0005,0.5476149477456745,0.6321637034416199,0.8656992965560332,0.7482876712328766,1.2359402475689278,0.3612702231828394,0.5352729558944702,0.18797439336776733
h64_wd0.001_s1,o0,12,0.0005,0.5378342239480269,0.5883451700210571,0.8830861045578429,0.7498287671232877,1.4066106013361006,0.3319577423597303,0.5609170198440552,0.20813080668449402
h64_wd0.001_s1,o0,13,0.0005,0.5006050655716344,0.5962803363800049,0.8896465544172618,0.7580479452054795,1.200030581616319,0.28075286190147475,0.5842438340187073,0.23082168400287628
