unit,fold,epoch,lr,train_loss,val_loss,train_auc,val_auc,grad_net,grad_head,move_net,move_head
h64_wd0.0001_s2,o0,1,0.0005,0.6998424969221416,0.7080734968185425,0.6617759536351786,0.5541095890410959,0.8101594740699024,0.30907821571058575,0.19840092957019806,0.015468105673789978
h64_wd0.0001_s2,o0,2,0.0005,0.6826713430254083,0.6859254240989685,0.7309676932855034,0.6277397260273974,0.7883436757679639,0.36704959659727143,0.24232035875320435,0.023305270820856094
h64_wd0.0001_s2,o0,3,0.0005,0.6668343575377214,0.6845665574073792,0.741298516627347,0.6342465753424659,0.7088388906554243,0.31803310872552315,0.27264639735221863,0.021935617551207542
h64_wd0.0001_s2,o0,4,0.0005,0.6665338497412833,0.7097961902618408,0.7327990175483955,0.6160958904109589,0.8703306685372595,0.3992461034284377,0.3037053346633911,0.029808826744556427
h64_wd0.0001_s2,o0,5,0.0005,0.6689727149511638,0.7022264003753662,0.7371618782923438,0.6217465753424657,0.8563610807013251,0.3727522983018925,0.3380350172519684,0.038629863411188126
h64_wd0.0001_s2,o0,6,0.0005,0.6463641743910941,0.6603145003318787,0.7799286860787038,0.6883561643835617,0.815707410136457,0.372947305034114,0.3662918210029602,0.04115883260965347
h64_wd0.0001_s2,o0,7,0.0005,0.6254391544743588,0.6471782326698303,0.799049865882429,0.6876712328767123,0.7937756998651306,0.3500829799096796,0.3986866772174835,0.04707536846399307
h64_wd0.0001_s2,o0,8,0.0005,0.6038924110563177,0.6514661908149719,0.7995884906656325,0.6844178082191781,0.8933571461148293,0.38139512092429695,0.4311929941177368,0.05304158851504326
h64_wd0.0001_s2,o0,9,0.0005,0.5993793575387252,0.630807101726532,0.822286139029829,0.6996575342465753,1.0436062886576352,0.415897722011941,0.4651585519313812,0.06548845767974854
h64_wd0.0001_s2,o0,10,0.0005,0.5689723334814373,0.6419020891189575,0.8300531084036238,0.7104452054794521,0.7620295011178457,0.2823356342283406,0.4975758194923401,0.08078261464834213
h64_wd0.0001_s2,o0,11,0.0005,0.5668682079566153,0.6151844263076782,0.8495620980512556,0.7268835616438356,1.032023471585303,0.33103853067434885,0.5293816924095154,0.09834577143192291
h64_wd0.0001_s2,o0,12,0.0005,0.5476098907621283,0.655987560749054,0.8509571362397528,0.710958904109589,1.0895067967568026,0.31505134712974264,0.5624228715896606,0.11247425526380539
h64_wd0.0001_s2,o0,13,0.0005,0.5258422886070452,0.5966276526451111,0.8725613762940461,0.7410958904109589,0.9445355997970525,0.24442260565263355,0.5929274559020996,0.13406342267990112
h64_wd0.0001_s2,o0,14,0.0005,0.527354823915582,0.5910636186599731,0.8863286257527281,0.7546232876712329,1.2514618484654185,0.32175958375847147,0.6227321028709412,0.15635070204734802
h64_wd0.0001_s2,o0,15,0.0005,0.5084063269590077,0.5892578959465027,0.8898835493218714,0.7570205479452056,1.1058574160836636,0.28311923222254975,0.6511386036872864,0.17800448834896088
h64_wd0.0001_s2,o0,16,0.0005,0.49082398414611816,0.5922289490699768,0.9009145848818796,0.7546232876712329,1.4265567759815896,0.3715324962374239,0.6750611662864685,0.19441279768943787
h64_wd0.0001_s2,o0,17,0.0005,0.49040496506189046,0.5943592190742493,0.9040170636331321,0.7626712328767122,1.5278875179600917,0.3666954113845054,0.7005401253700256,0.2137080878019333
h64_wd0.0001_s2,o0,18,0.0005,0.5180637334522448,0.603909969329834,0.9086815542556743,0.7710616438356164,1.6940639012268448,0.33691010591725323,0.7221709489822388,0.21711082756519318
h64_wd0.0001_s2,o0,19,0.0005,0.46969221924480636,0.5776441693305969,0.9178812655527906,0.7684931506849315,1.4009609382099675,0.27384317616754233,0.7434333562850952,0.2332034707069397
h64_wd0.0001_s2,o0,20,0.0005,0.4425811877376155,0.5739756226539612,0.9251850176130305,0.7666095890410959,1.1807516338837352,0.24331227030794547,0.7616557478904724,0.2535957396030426
h64_wd0.0001_s2,o0,21,0.0005,0.42967096598524795,0.5708721876144409,0.9293539734350257,0.7674657534246576,1.4146995332810406,0.22494677110112438,0.7825472950935364,0.27881333231925964
h64_wd0.0001_s2,o0,22,0.0005,0.4189414068272239,0.556966245174408,0.9379827424619462,0.7743150684931506,1.5258811257616895,0.26915355521739626,0.8037869334220886,0.30066588521003723
h64_wd0.0001_s2,o0,23,0.0005,0.41239832576952484,0.5669121742248535,0.9389630395673765,0.7741438356164384,1.576343589028926,0.25781854275027155,0.8245498538017273,0.3221263587474823
h64_wd0.0001_s2,o0,24,0.0005,0.39817938522288676,0.5824072957038879,0.9479473009512114,0.771404109589041,1.724104409775325,0.2675239064345685,0.8433918952941895,0.34083306789398193
h64_wd0.0001_s2,o0,25,0.0005,0.4167595348860088,0.5864114761352539,0.9502310700319943,0.7719178082191781,1.9905144098117666,0.26775900039951755,0.8628320693969727,0.3565889596939087
h64_wd0.0001_s2,o0,26,0.0005,0.371270300526368,0.6202082633972168,0.9467515539324994,0.7534246575342466,1.642133598707106,0.2140187625024432,0.8814252614974976,0.38050979375839233
h64_wd0.0001_s2,o0,27,0.0005,0.38192187014379,0.5806541442871094,0.9532689138092623,0.7664383561643836,1.6314383276692181,0.21309044109734512,0.8995808362960815,0.40197449922561646
h64_wd0.0001_s2,o0,28,0.0005,0.3470217742417988,0.6191883683204651,0.9617576403925497,0.7618150684931507,1.5061286730140282,0.19126769718591777,0.9157122373580933,0.4296257495880127
h64_wd0.0001_s2,o0,29,0.0005,0.3545038496193133,0.5918271541595459,0.969438429801032,0.7743150684931506,2.1206920043520836,0.24446880116887437,0.9312147498130798,0.4480646550655365
h64_wd0.0001_s2,o0,30,0.0005,0.351196361215491,0.6799691319465637,0.9657326912925918,0.7631849315068493,1.9287832373915437,0.22247759907688272,0.9483298063278198,0.46436551213264465
h64_wd0.0001_s2,o0,31,0.0005,0.35453115325225026,0.6235780119895935,0.9688674875308363,0.7712328767123288,2.2749010299719057,0.2710040185048006,0.9676980972290039,0.4796828031539917
