source,band,roi,cohen_d,hedges_g,mwu_p,fdr_q,fdr_sig,univar_auc,univar_auc_dev,mutual_info
M1,slow5,0,0.07555839161899391,0.07549884993923112,0.3409452073694317,0.5606927604268556,False,0.5178312669294634,0.017831266929463352,0.0
M1,slow5,1,0.0703915465425086,0.07033607645067054,0.47537932141569705,0.6734225133828339,False,0.5133651919223061,0.013365191922306119,0.02938794205622486
M1,slow5,2,0.08670886594494102,0.08664053744537842,0.4942014155164298,0.684278883022749,False,0.512801427029884,0.01280142702988396,0.0
M1,slow5,3,0.16772441144211467,0.16759224090512326,0.02926908393438751,0.16364965266392512,False,0.5408134951221124,0.04081349512211241,0.004195216401536861
M1,slow5,4,0.16470549061171955,0.16457569905095382,0.11267060850525419,0.3168860864210274,False,0.5297011605628841,0.029701160562884077,0.017598532973846837
M1,slow5,5,0.1561478582302637,0.15602481027263543,0.08994365261477269,0.28373070761093505,False,0.5317492127111365,0.03174921271113651,0.0
M1,slow5,6,0.22970197818472304,0.22952096795762714,0.0012656556203058363,0.028477251456881316,True,0.5603558765883415,0.06035587658834152,0.0
M1,slow5,7,0.2064733527784798,0.20631064722073475,0.011227283449652478,0.1010455510468723,False,0.5474729679138497,0.047472967913849695,0.03163336507083092
M1,slow5,8,0.229408663945904,0.22922788485690015,0.0065425065572064945,0.07360319876857306,False,0.5509128146402695,0.05091281464026953,0.02246734650481974
M1,slow5,9,0.3286378028483438,0.3283788290084318,1.4860198776544116e-05,0.0013374178898889705,True,0.5810830452113017,0.08108304521130172,0.006046599611108983
M1,slow5,10,0.10465603189437675,0.10457356063204863,0.03127979412600516,0.16364965266392512,False,0.5403202008412429,0.04032020084124288,0.0010448112759871009
M1,slow5,11,0.03636746008877292,0.036338801727788854,0.6798764959903387,0.794660839469227,False,0.5077275429980841,0.0077275429980840915,0.00030465927797385106
M1,slow5,12,0.11136880672925666,0.11128104565224385,0.05897679942426395,0.2211629978409898,False,0.5353564271399943,0.03535642713999432,0.009127251796922087
M1,slow5,13,0.11270019992759801,0.11261138968336823,0.09142433911907909,0.28373070761093505,False,0.5316038670748089,0.03160386707480889,0.024871115998518434
M1,slow5,14,0.12864722793301822,0.12854585107885508,0.04478183924429347,0.2015182765993206,False,0.5375718469906846,0.03757184699068461,0.0023797617114744707
M1,slow5,15,0.21062854681502208,0.21046256687269346,0.0016181814469096599,0.02912726604437388,True,0.5590257437952828,0.0590257437952828,0.0
M1,slow5,16,-0.008393950482935758,-0.008387335864745896,0.8154742684823744,0.895032733700167,False,0.5043713801228832,0.004371380122883184,0.005350627785836393
M1,slow5,17,0.005072467194790576,0.005068469978719031,0.9797301721455537,0.9907383763269644,False,0.5004778788345923,0.0004778788345922713,0.0
M1,slow5,18,0.03614937442546444,0.03612088792079504,0.5172125005850656,0.697568717541803,False,0.5121275518069105,0.012127551806910497,0.005819504292302602
M1,slow5,19,0.04313030013009838,0.04309631250194228,0.6024730115916102,0.7427749457978755,False,0.5097535730802264,0.009753573080226396,0.0
M1,slow5,20,0.12695436436105972,0.1268543215207437,0.08764968233052499,0.28373070761093505,False,0.5319782421986831,0.03197824219868306,0.0
M1,slow5,21,0.1668209486051516,0.16668949001681027,0.01979721342448464,0.13705763140027827,False,0.5436279151710013,0.043627915171001286,0.0
M1,slow5,22,-0.04256984590196818,-0.04253629992411005,0.2780341339367045,0.5200385495272402,False,0.4796890484265234,0.02031095157347662,0.014197357957799861
M1,slow5,23,0.0478735926283976,0.047835867181093894,0.8940727582164011,0.9466652734056011,False,0.5024951000902904,0.002495100090290414,0.004087849774392138
M1,slow5,24,-0.04094007270185492,-0.040907811021238805,0.13552288052554376,0.339886707428134,False,0.4720517958994913,0.02794820410050869,0.0
M1,slow5,25,0.05458260477583716,0.054539592478929484,0.6951102989065996,0.8020503448922303,False,0.49266004536545616,0.007339954634543844,0.011917487400235682
M1,slow5,26,0.0999077330732561,0.09982900357516843,0.3769090560438365,0.5951195621744787,False,0.5165451782686252,0.016545178268625227,0.0
M1,slow5,27,0.20959949794588376,0.20943432891676958,0.014279768159452323,0.11683446675915538,False,0.5458741659142461,0.04587416591424609,0.0
M1,slow5,28,0.002315883191153594,0.0023140582240998874,0.7642183057038838,0.8491314507820932,False,0.5056178290647229,0.005617829064722857,0.00557833012693143
M1,slow5,29,-0.07430381138044052,-0.07424525833758754,0.22821884046764684,0.4714720378273608,False,0.4774383932700566,0.022561606729943395,0.0
M1,slow5,30,-0.02357383399863919,-0.023555257297300625,0.5607164157730088,0.700895519716261,False,0.489105683895263,0.010894316104737012,0.0
M1,slow5,31,0.027969578813769824,0.027947538168526506,0.9598483517355852,0.9816630870023032,False,0.4990552533638706,0.0009447466361294232,0.0
M1,slow5,32,0.012253196916539116,0.012243541127006777,0.4788782317389041,0.6734225133828339,False,0.513259486004977,0.01325948600497695,0.005300702505781851
M1,slow5,33,-0.0007937567097925264,-0.0007931312119912714,0.9923042641860811,0.9923042641860811,False,0.500182783148715,0.00018278314871500445,0.01472710208091943
M1,slow5,34,-0.08849803400806723,-0.08842829560459357,0.14907700908606414,0.36261975183096684,False,0.47298553150256556,0.02701446849743444,0.010731394727921506
M1,slow5,35,-0.028891658321581377,-0.02886889105734057,0.3128642234514374,0.541495771358257,False,0.481102865070801,0.018897134929198978,0.0
M1,slow5,36,0.14516188896315638,0.1450474981917118,0.062899565258811,0.2264384349317196,False,0.5348234931401264,0.03482349314012645,0.005035483427036969
M1,slow5,37,0.17824083170810082,0.178100373999899,0.06766958709692114,0.23424087841241933,False,0.5342112797022617,0.03421127970226168,0.0039809233408449884
M1,slow5,38,0.14937868265792612,0.14926096896000812,0.024858376365528675,0.1598038480641129,False,0.5420070911052876,0.04200709110528755,0.03243538928082934
M1,slow5,39,0.11521455379276516,0.11512376218221136,0.17645310334342734,0.3970194825227115,False,0.5253099605805016,0.02530996058050161,0.019852234053535867
M1,slow5,40,0.09371165710464767,0.09363781025113731,0.1359546829712536,0.339886707428134,False,0.5279173732079544,0.0279173732079544,0.026035725186620118
M1,slow5,41,0.15151751528650848,0.15139811614128665,0.051710929852312196,0.21200797552110054,False,0.5364266995529521,0.03642669955295208,0.013478824967862568
M1,slow5,42,0.040527357811794076,0.04049542135961772,0.34887549537671014,0.5606927604268556,False,0.5175405756568081,0.01754057565680811,0.0
M1,slow5,43,0.05323688668620107,0.05319493484484079,0.45142525815735535,0.6734225133828339,False,0.5141007289303883,0.014100728930388273,0.016111708884821718
M1,slow5,44,0.1288010905880733,0.12869959248674306,0.03155788412712839,0.16364965266392512,False,0.5402541346429122,0.040254134642912165,0.0
M1,slow5,45,0.07770529683766515,0.0776440633492194,0.24384196687526827,0.48768393375053654,False,0.5218216653086393,0.02182166530863927,0.011921854975357915
M1,slow5,46,0.024809214745412297,0.024789664536787073,0.465398525864148,0.6734225133828339,False,0.5136690964346275,0.013669096434627548,0.022753222262515305
M1,slow5,47,0.05585764181229362,0.05581362475806802,0.3039261241286574,0.5363402190505718,False,0.5192494879869629,0.01924948798696291,0.01343286101142871
M1,slow5,48,0.08226428739949888,0.08219946132589802,0.2882689845655544,0.5200385495272402,False,0.5198837234909379,0.01988372349093792,0.011011616849526007
M1,slow5,49,0.03529024035197122,0.0352624308639082,0.5283839590538975,0.697568717541803,False,0.511806029641701,0.011806029641700966,0.006740149169345733
M1,slow5,50,0.068827783402186,0.06877354559020633,0.26967926548260135,0.5164071041156196,False,0.5206677090444626,0.02066770904446258,0.017834165402373037
M1,slow5,51,0.10761647919711158,0.10753167503698777,0.16918987511931016,0.3904381733522542,False,0.5257415930762623,0.025741593076262337,0.030431658999535705
M1,slow5,52,0.011443957812482652,0.01143493972121986,0.9594734240573368,0.9816630870023032,False,0.5009535554625735,0.0009535554625734743,0.0
M1,slow5,53,-0.03393857481586021,-0.03391183047006363,0.7511529788111345,0.8450471011625262,False,0.4940606487700676,0.005939351229932388,0.0
M1,slow5,54,0.04451158619672268,0.044476510084668526,0.4390826737454081,0.6734225133828339,False,0.5144883172939285,0.014488317293928521,0.0
M1,slow5,55,-0.011913611354625358,-0.011904223166008632,0.8821781151544914,0.9466652734056011,False,0.4972230174634984,0.0027769825365016043,0.030189187747408086
M1,slow5,56,-0.025644309645010424,-0.025624101363178265,0.5271537202617409,0.697568717541803,False,0.4881587350525226,0.011841264947477392,0.0
M1,slow5,57,-0.05458782744573675,-0.054544811033249964,0.2889103052929112,0.5200385495272402,False,0.48014270298839434,0.019857297011605657,0.0
M1,slow5,58,0.08141043527284911,0.08134628205356396,0.1338062573605696,0.339886707428134,False,0.528071527670726,0.02807152767072596,0.02780333838828808
M1,slow5,59,0.07256106965917178,0.07250388993524808,0.33820896128820765,0.5606927604268556,False,0.5179325684335704,0.017932568433570384,0.0
M1,slow5,60,0.0988246056575378,0.0987467296877525,0.19905813015441365,0.4316891956874486,False,0.5240458939857737,0.024045893985773725,0.0
M1,slow5,61,0.187238659186428,0.18709111099163966,0.00907600765779515,0.0907600765779515,False,0.5488515492523509,0.04885154925235091,0.007229172039081355
M1,slow5,62,0.05904330187064575,0.05899677444600379,0.6565901175226247,0.7775409286452135,False,0.5083265431962827,0.008326543196282676,0.014749768539028096
M1,slow5,63,0.07497509623311256,0.07491601420298402,0.536260955825135,0.697568717541803,False,0.5115814045673766,0.011581404567376552,0.01890831381392566
M1,slow5,64,-0.009552175471727131,-0.009544648146690309,0.5503042105052002,0.697568717541803,False,0.4888149926226079,0.011185007377392087,0.0
M1,slow5,65,0.21598047577075363,0.21581027839031963,0.0021880148381772896,0.03282022257265934,True,0.5573564711841265,0.057356471184126456,0.018800711618365495
M1,slow5,66,0.04274730170832672,0.04271361589137768,0.4592379950715946,0.6734225133828339,False,0.5138584862031756,0.013858486203175646,0.0
M1,slow5,67,0.00784788236727517,0.007841698062809233,0.8879364349992275,0.9466652734056011,False,0.502640445726618,0.0026404457266180348,0.0
M1,slow5,68,-0.0368270225183233,-0.036798002012004685,0.34453546597718476,0.5606927604268556,False,0.4823008654671982,0.017699134532801808,0.018669940938667917
M1,slow5,69,-0.046554418013071246,-0.04651773210447151,0.1547250892142931,0.366454158665431,False,0.47335550221321765,0.02664449778678235,0.004902579992246636
M1,slow5,70,0.022389057739058936,0.022371414667554556,0.7408227258947186,0.8439752573484136,False,0.5061948071968112,0.006194807196811203,0.0
M1,slow5,71,0.04692900484126194,0.04689202374997647,0.619625408534592,0.7535984698393687,False,0.5092955141051334,0.009295514105133407,0.004432781330623969
M1,slow5,72,0.11174936822758375,0.11166130725971331,0.1202230211923498,0.3278809668882267,False,0.5290933515382412,0.02909335153824122,0.04010086311182093
M1,slow5,73,0.08803521804705694,0.08796584435277242,0.09931693922838715,0.29795081768516146,False,0.5308595212402828,0.030859521240282795,0.0
M1,slow5,74,0.15824997580893968,0.158125271336277,0.05616229757914371,0.21976551226621452,False,0.5357572287432008,0.03575722874320075,0.0
M1,slow5,75,0.17166083753532949,0.17152556500772087,0.037023279849156016,0.17537343086442322,False,0.5390473254200709,0.039047325420070944,0.0035883532103375693
M1,slow5,76,0.06656538066504522,0.06651292567634148,0.448462166336679,0.6734225133828339,False,0.5141932216080513,0.014193221608051254,0.0
M1,slow5,77,0.06826413514434979,0.06821034149963398,0.5452903677957741,0.697568717541803,False,0.5113259486004977,0.011325948600497737,0.009428654604799247
M1,slow5,78,0.06677132964915537,0.06671871236810797,0.20145495798747604,0.4316891956874486,False,0.5239181660023343,0.023918166002334318,0.0
M1,slow5,79,-0.020983993059906603,-0.02096745721037161,0.9356874006170315,0.9792077448317772,False,0.4984870840582264,0.0015129159417736071,0.0
M1,slow5,80,0.04662280879447609,0.04658606899243159,0.6528536100476183,0.7775409286452135,False,0.5084234402871677,0.008423440287167683,0.0
M1,slow5,81,0.0653292382616551,0.06527775738044024,0.2658196631603478,0.5164071041156196,False,0.5208350767469004,0.02083507674690044,0.024053015327792915
M1,slow5,82,0.05048686987963094,0.05044708511219231,0.23049744071559863,0.4714720378273608,False,0.5224514963993923,0.022451496399392257,0.0
M1,slow5,83,0.10131991636181557,0.10124007403213724,0.1075381698577009,0.3122075899094542,False,0.5301327930586448,0.030132793058644802,0.0
M1,slow5,84,0.11839710441873844,0.11830380488806962,0.0518241717940468,0.21200797552110054,False,0.5364090819000639,0.03640908190006387,0.0058684056089231
M1,slow5,85,0.18682981464350037,0.18668258862723283,0.0005339068753604485,0.016017206260813457,True,0.5648395692483869,0.06483956924838685,0.013304357148648416
M1,slow5,86,0.15555902957446185,0.15543644562680664,0.019513145624512798,0.13705763140027827,False,0.5437292166751084,0.04372921667510843,0.0
M1,slow5,87,0.2459187018237274,0.24572491246058814,0.0003037786739492071,0.013670040327714319,True,0.5676275628179437,0.06762756281794369,0.0
M1,slow5,88,0.12081125572719072,0.1207160537920235,0.03272993053278502,0.16364965266392512,False,0.5399810610231452,0.03998106102314525,0.018932279910311323
M1,slow5,89,0.17076029189061168,0.1706257290128413,0.0046776569662807695,0.06014130385218132,False,0.5529564623753,0.05295646237530005,0.011549912764426074
M1,slow4,0,0.14690000981069795,0.14678424936167456,0.11081586840078961,0.2319401896760713,False,0.5298553150256557,0.02985531502565575,0.0
M1,slow4,1,0.12953748105070415,0.1294354026574412,0.21462300978044535,0.33641955932132217,False,0.5232354819529168,0.023235481952916803,0.010011641827631035
M1,slow4,2,0.1474599658948449,0.14734376418807196,0.1292316195225109,0.2528444729788257,False,0.5284062630756017,0.02840626307560168,0.0
M1,slow4,3,0.17300943618327616,0.17287310093017666,0.010652580154652211,0.04543854308648753,True,0.5478165121451695,0.047816512145169465,0.0
M1,slow4,4,0.23742424541583573,0.23723714987177283,0.0009885667874532551,0.009885667874532551,True,0.561668391728512,0.06166839172851202,0.023868294176723426
M1,slow4,5,0.21901310529767673,0.2188405181382617,0.0021657552646119843,0.01681458139604995,True,0.5574137285560131,0.05741372855601312,0.0009339813302515765
M1,slow4,6,0.2601045040307815,0.25989953594249876,0.00041085440965251893,0.007063574898559084,True,0.5661476799753353,0.06614767997533533,0.03968603272967819
M1,slow4,7,0.22906716873019609,0.22888665874695716,0.0017063791139402009,0.015357412025461809,True,0.5587350525226277,0.05873505252262767,0.0005750007224734066
M1,slow4,8,0.2577637108336967,0.25756058734210197,0.00011636523869222437,0.004845721494096933,True,0.5721508951969874,0.07215089519698736,0.003436592293369456
M1,slow4,9,0.2707282145367737,0.27051487473020414,0.0001258869459887663,0.004845721494096933,True,0.5717897333127794,0.07178973331277938,0.024354836211520903
M1,slow4,10,0.16874876040613337,0.16861578265955643,0.038388112346046444,0.11913552107393724,False,0.5387698473870818,0.03876984738708178,0.028008011012494283
M1,slow4,11,0.10941956027170989,0.109333335243915,0.20529988241727415,0.33641955932132217,False,0.52371556299412,0.023715562994120032,0.014898900213317079
M1,slow4,12,0.17604094266619758,0.17590221851910048,0.02866399051126196,0.09554663503753986,False,0.540967649584884,0.04096764958488397,0.0
M1,slow4,13,0.18607827477642597,0.18593164099015613,0.002634415825622263,0.01693553030757169,True,0.5563082208372789,0.05630822083727893,0.012059702528114835
M1,slow4,14,0.23105467829847834,0.23087260211384597,0.002485484898101773,0.01693553030757169,True,0.5566385518289325,0.056638551828932515,0.0
M1,slow4,15,0.2399549972009819,0.23976590736867223,0.0004709049932372723,0.007063574898559084,True,0.5654694003391398,0.06546940033913984,0.0
