source,band,norm,clf,pooled_auc,pooled_bacc,pooled_acc,pooled_sens,pooled_spec,pooled_f1,pooled_prec,pooled_tn,pooled_fp,pooled_fn,pooled_tp,auc_mean,auc_sd,bacc_mean,bacc_sd,acc_mean,sens_mean,spec_mean,f1_mean,prec_mean,per_fold_auc,best_C,secs,grouped_pooled_auc,grouped_auc_mean,grouped_auc_sd,grouped_bacc,loso_pooled_auc,loso_auc_mean,loso_auc_sd,loso_bacc,loso_per_site_auc,drop_grouped,drop_loso
M2,slow4,C_SUBJ_BAND_MINMAX,logreg,0.5994802792397983,0.5839921601444648,0.590146750524109,0.4505494505494505,0.717434869739479,0.5118601747815231,0.5924855491329479,358,141,250,205,0.604857364857365,0.033369187886921,0.5838908868908869,0.0352872017625757,0.5900799118214384,0.4505494505494505,0.7172323232323233,0.5123285144757538,0.595799036644107,"[0.600769, 0.621978, 0.616154, 0.635824, 0.549562]","[0.1, 0.1, 0.1, 0.1, 1]",0.5,0.5762249774273822,0.5965553397238199,0.0632520697328981,0.5492787773348895,0.5832412076901055,0.5919426807416261,0.0932397701009847,0.5648902200004404,"{""CALTECH"": 0.5781, ""CMU"": 0.6162, ""KKI"": 0.7688, ""LEUVEN_1"": 0.398, ""LEUVEN_2"": 0.6926, ""MAX_MUN"": 0.51, ""NYU"": 0.657, ""OLIN"": 0.4593, ""PITT"": 0.626, ""SBL"": 0.6286, ""SDSU"": 0.4773, ""STANFORD"": 0.6526, ""TRINITY"": 0.5794, ""UCLA_1"": 0.5443, ""UCLA_2"": 0.5, ""UM_1"": 0.657, ""UM_2"": 0.65, ""USM"": 0.5627, ""YALE"": 0.6892}",0.023255301812416085,0.01623907154969284
M2,all3,C_SUBJ_BAND_MINMAX,logreg,0.6239688167543879,0.5977273227774229,0.6016771488469602,0.512087912087912,0.6833667334669339,0.5508274231678487,0.5959079283887468,341,158,222,233,0.623036963036963,0.0229734317221274,0.5977308247308247,0.0282892266403375,0.6016368145494626,0.512087912087912,0.6833737373737374,0.5499505234162607,0.5953080352449966,"[0.621648, 0.63978, 0.64044, 0.628901, 0.584416]","[0.1, 1, 0.1, 1, 0.1]",3.1,0.5906626439692572,0.6056641770103612,0.0488011547171945,0.5622387632407673,0.5881345107798013,0.6065613479190728,0.0886080209841188,0.577656411724548,"{""CALTECH"": 0.599, ""CMU"": 0.7374, ""KKI"": 0.7387, ""LEUVEN_1"": 0.4592, ""LEUVEN_2"": 0.637, ""MAX_MUN"": 0.5452, ""NYU"": 0.6375, ""OLIN"": 0.4481, ""PITT"": 0.6804, ""SBL"": 0.6429, ""SDSU"": 0.5409, ""STANFORD"": 0.6842, ""TRINITY"": 0.6032, ""UCLA_1"": 0.5005, ""UCLA_2"": 0.5, ""UM_1"": 0.6474, ""UM_2"": 0.6846, ""USM"": 0.5627, ""YALE"": 0.6759}",0.033306172785130705,0.03583430597458659
OLD,slow4,C_SUBJ_BAND_MINMAX,logreg,0.5991895879671432,0.5802726331784448,0.5828092243186582,0.5252747252747253,0.6352705410821643,0.545662100456621,0.5676959619952494,317,182,216,239,0.6013257853257853,0.0288413356555956,0.5802333222333222,0.0287935518619713,0.582772113529898,0.5252747252747253,0.6351919191919192,0.5446154017201781,0.5688678239742555,"[0.583736, 0.646154, 0.588352, 0.613407, 0.574981]","[100, 1, 1, 1, 1]",0.5,0.587011385408179,0.5806478898944116,0.0262843886830818,0.5634984254222731,0.5871567310445065,0.5847044514802263,0.0835120976922848,0.567118853090797,"{""CALTECH"": 0.5729, ""CMU"": 0.6566, ""KKI"": 0.6372, ""LEUVEN_1"": 0.5102, ""LEUVEN_2"": 0.5481, ""MAX_MUN"": 0.5635, ""NYU"": 0.5535, ""OLIN"": 0.6222, ""PITT"": 0.6141, ""SBL"": 0.519, ""SDSU"": 0.5455, ""STANFORD"": 0.7579, ""TRINITY"": 0.4306, ""UCLA_1"": 0.575, ""UCLA_2"": 0.4154, ""UM_1"": 0.6419, ""UM_2"": 0.6308, ""USM"": 0.6218, ""YALE"": 0.6931}",0.01217820255896418,0.01203285692263667
OLD,all3,C_SUBJ_BAND_MINMAX,logreg,0.6166442775661213,0.5972428373229977,0.6016771488469602,0.5010989010989011,0.6933867735470942,0.5454545454545454,0.5984251968503937,346,153,227,228,0.6225241425241425,0.0265380782165633,0.5972565212565213,0.0276170741325635,0.6016698815100578,0.5010989010989011,0.6934141414141414,0.5439061214514445,0.5991046378166054,"[0.587912, 0.657473, 0.614835, 0.638681, 0.61372]","[1, 0.1, 0.1, 0.1, 0.1]",2.4,0.6033605672884229,0.6037634773018453,0.0284800325896605,0.5771697240635116,0.6067299434032902,0.6231718738175352,0.0971017975670629,0.5938162038362439,"{""CALTECH"": 0.5104, ""CMU"": 0.7273, ""KKI"": 0.7726, ""LEUVEN_1"": 0.6633, ""LEUVEN_2"": 0.5926, ""MAX_MUN"": 0.6137, ""NYU"": 0.5784, ""OLIN"": 0.6556, ""PITT"": 0.6459, ""SBL"": 0.6048, ""SDSU"": 0.5955, ""STANFORD"": 0.8421, ""TRINITY"": 0.4921, ""UCLA_1"": 0.5871, ""UCLA_2"": 0.4154, ""UM_1"": 0.6956, ""UM_2"": 0.6, ""USM"": 0.6, ""YALE"": 0.6481}",0.013283710277698368,0.009914334162831051
M1,slow4,D_SUBJ_BAND_Z,linsvm,0.6153405712523949,0.5788522099143342,0.5838574423480084,0.4703296703296703,0.687374749498998,0.5187878787878788,0.5783783783783784,343,156,241,214,0.6138175158175159,0.0267376928488649,0.5788315018315018,0.014362468738296,0.583841278589143,0.4703296703296703,0.6873333333333334,0.5175143688007122,0.5781780961981557,"[0.631209, 0.626374, 0.612088, 0.631319, 0.568099]","[0.001, 0.001, 0.001, 0.001, 0.001]",1.7,0.5937149023321369,0.5982320784315636,0.0468311987734084,0.5596864057785902,0.5976612565790922,0.59786268779909,0.0907020180243606,0.5639520799841441,"{""CALTECH"": 0.4323, ""CMU"": 0.6566, ""KKI"": 0.7105, ""LEUVEN_1"": 0.4898, ""LEUVEN_2"": 0.5926, ""MAX_MUN"": 0.4967, ""NYU"": 0.5898, ""OLIN"": 0.6148, ""PITT"": 0.6008, ""SBL"": 0.5857, ""SDSU"": 0.6636, ""STANFORD"": 0.6684, ""TRINITY"": 0.4841, ""UCLA_1"": 0.5797, ""UCLA_2"": 0.4615, ""UM_1"": 0.7036, ""UM_2"": 0.6077, ""USM"": 0.6645, ""YALE"": 0.7566}",0.02162566892025808,0.01767931467330275
M1,all3,D_SUBJ_BAND_Z,linsvm,0.6546543636723997,0.6162148472769715,0.6194968553459119,0.545054945054945,0.687374749498998,0.5774155995343423,0.6138613861386139,343,156,207,248,0.6548247308247308,0.0275375453573313,0.6162143412143413,0.0169977602175854,0.6194929732708735,0.5450549450549451,0.6873737373737374,0.576840701487923,0.6170482440360878,"[0.628901, 0.66978, 0.679121, 0.675165, 0.621157]","[0.001, 0.001, 0.001, 0.001, 0.001]",13.4,0.6273293840428109,0.6312537566987303,0.0478275337260678,0.5804355964676606,0.630438899777577,0.6345420029664687,0.0967608819858375,0.5943337223898346,"{""CALTECH"": 0.474, ""CMU"": 0.7576, ""KKI"": 0.7331, ""LEUVEN_1"": 0.6939, ""LEUVEN_2"": 0.7074, ""MAX_MUN"": 0.5351, ""NYU"": 0.6099, ""OLIN"": 0.637, ""PITT"": 0.6857, ""SBL"": 0.6286, ""SDSU"": 0.6818, ""STANFORD"": 0.7289, ""TRINITY"": 0.498, ""UCLA_1"": 0.5899, ""UCLA_2"": 0.5615, ""UM_1"": 0.7367, ""UM_2"": 0.4346, ""USM"": 0.6364, ""YALE"": 0.7262}",0.027324979629588797,0.024215463894822653
M2,slow4,D_SUBJ_BAND_Z,linsvm,0.6127816071703847,0.5862868594331521,0.5922431865828093,0.4571428571428571,0.7154308617234469,0.5167701863354037,0.5942857142857143,357,142,247,208,0.6123833943833944,0.030082725185186,0.5862683982683983,0.0201837519345157,0.5922072196197299,0.4571428571428571,0.7153939393939395,0.5162361902814154,0.5941216351970798,"[0.601648, 0.634725, 0.621099, 0.639121, 0.565324]","[0.001, 0.001, 0.001, 0.001, 0.001]",0.5,0.592556541654738,0.6042998566577173,0.0517193769620522,0.5679931291153736,0.5917108943161047,0.6011439473563969,0.0925691638751517,0.5723887335109781,"{""CALTECH"": 0.5417, ""CMU"": 0.6465, ""KKI"": 0.7575, ""LEUVEN_1"": 0.3929, ""LEUVEN_2"": 0.7185, ""MAX_MUN"": 0.5401, ""NYU"": 0.6559, ""OLIN"": 0.5296, ""PITT"": 0.6432, ""SBL"": 0.6286, ""SDSU"": 0.4955, ""STANFORD"": 0.6474, ""TRINITY"": 0.5516, ""UCLA_1"": 0.5424, ""UCLA_2"": 0.5, ""UM_1"": 0.6512, ""UM_2"": 0.7115, ""USM"": 0.5773, ""YALE"": 0.6905}",0.020225065515646623,0.02107071285427997
M2,all3,D_SUBJ_BAND_Z,linsvm,0.6271091633817085,0.5928472329273933,0.5974842767295597,0.4923076923076923,0.6933867735470942,0.5384615384615384,0.5941644562334217,346,153,231,224,0.6269728049728049,0.0330432018024335,0.5928104118104118,0.0318544525045267,0.59744833287407,0.4923076923076923,0.6933131313131312,0.5387463022336061,0.5966226073453097,"[0.616593, 0.658352, 0.643516, 0.642088, 0.574315]","[0.001, 0.001, 0.001, 0.001, 0.001]",13.1,0.603721729172631,0.6112879900472558,0.0413197043287846,0.5722588033209276,0.6011627650906208,0.6229926777804028,0.0843036893095431,0.5837653328635293,"{""CALTECH"": 0.6094, ""CMU"": 0.7576, ""KKI"": 0.7425, ""LEUVEN_1"": 0.4847, ""LEUVEN_2"": 0.6778, ""MAX_MUN"": 0.5903, ""NYU"": 0.6503, ""OLIN"": 0.5, ""PITT"": 0.7082, ""SBL"": 0.6429, ""SDSU"": 0.5955, ""STANFORD"": 0.7079, ""TRINITY"": 0.5575, ""UCLA_1"": 0.5349, ""UCLA_2"": 0.4923, ""UM_1"": 0.6432, ""UM_2"": 0.7, ""USM"": 0.57, ""YALE"": 0.672}",0.023387434209077518,0.02594639829108769
OLD,slow4,D_SUBJ_BAND_Z,linsvm,0.5915038868946685,0.577299654253562,0.5807127882599581,0.5032967032967033,0.6513026052104208,0.5337995337995338,0.5682382133995038,325,174,226,229,0.5925667665667665,0.0216518216476009,0.5773049173049173,0.0205161062216053,0.5806944061724992,0.5032967032967033,0.6513131313131313,0.5323943631289951,0.5684198604765249,"[0.579231, 0.625385, 0.60011, 0.589011, 0.569098]","[1000, 0.01, 0.01, 10, 0.01]",0.6,0.572657402717523,0.5672742512353516,0.0222225003819986,0.5555814926556409,0.5807967583518685,0.564160302229193,0.0933192116123337,0.5660199519918958,"{""CALTECH"": 0.375, ""CMU"": 0.6364, ""KKI"": 0.6147, ""LEUVEN_1"": 0.5612, ""LEUVEN_2"": 0.4667, ""MAX_MUN"": 0.5602, ""NYU"": 0.5419, ""OLIN"": 0.6, ""PITT"": 0.5836, ""SBL"": 0.4571, ""SDSU"": 0.5364, ""STANFORD"": 0.7447, ""TRINITY"": 0.4107, ""UCLA_1"": 0.5881, ""UCLA_2"": 0.4769, ""UM_1"": 0.6268, ""UM_2"": 0.6385, ""USM"": 0.6309, ""YALE"": 0.6693}",0.018846484177145517,0.010707128542799982
OLD,all3,D_SUBJ_BAND_Z,linsvm,0.6276685238609085,0.5989231209672092,0.6027253668763103,0.5164835164835165,0.6813627254509018,0.5535924617196702,0.5964467005076142,340,159,220,235,0.6268904428904429,0.0318529282202977,0.5989286269286269,0.0213766356847489,0.6027004684486085,0.5164835164835166,0.6813737373737374,0.5529028140059815,0.5980172373763302,"[0.602967, 0.663626, 0.627802, 0.651978, 0.588079]","[0.001, 0.001, 0.001, 0.001, 0.001]",8.9,0.6147283578145303,0.6123245073848972,0.0160428520491613,0.583926093946134,0.6152965271201745,0.613759819736008,0.1016996718199955,0.5902288092668855,"{""CALTECH"": 0.4479, ""CMU"": 0.6869, ""KKI"": 0.7444, ""LEUVEN_1"": 0.648, ""LEUVEN_2"": 0.6593, ""MAX_MUN"": 0.6221, ""NYU"": 0.589, ""OLIN"": 0.6259, ""PITT"": 0.6923, ""SBL"": 0.5286, ""SDSU"": 0.6273, ""STANFORD"": 0.7921, ""TRINITY"": 0.4504, ""UCLA_1"": 0.6048, ""UCLA_2"": 0.3846, ""UM_1"": 0.6709, ""UM_2"": 0.5808, ""USM"": 0.6582, ""YALE"": 0.6481}",0.012940166046378265,0.012371996740734081
M1,slow4,D_SUBJ_BAND_Z,logreg,0.6181329692351737,0.5840229910370192,0.5880503144654088,0.4967032967032967,0.6713426853707415,0.5349112426035503,0.5794871794871795,335,164,229,226,0.6176556776556776,0.0253447958991952,0.583998112998113,0.0211447214066452,0.5880132267842382,0.4967032967032967,0.6712929292929293,0.5340904491550991,0.5800231639705323,"[0.637033, 0.633956, 0.614286, 0.627912, 0.575092]","[0.01, 0.01, 0.01, 0.01, 0.01]",1.6,0.5843423109956176,0.5986381058213284,0.0439933684315996,0.5481160122442688,0.577572727873329,0.6032133695353814,0.0925927624705314,0.5553546653747055,"{""CALTECH"": 0.4219, ""CMU"": 0.6768, ""KKI"": 0.7086, ""LEUVEN_1"": 0.4745, ""LEUVEN_2"": 0.6667, ""MAX_MUN"": 0.4916, ""NYU"": 0.5915, ""OLIN"": 0.6333, ""PITT"": 0.5968, ""SBL"": 0.5667, ""SDSU"": 0.6818, ""STANFORD"": 0.6789, ""TRINITY"": 0.4881, ""UCLA_1"": 0.589, ""UCLA_2"": 0.4846, ""UM_1"": 0.6977, ""UM_2"": 0.6115, ""USM"": 0.6682, ""YALE"": 0.7328}",0.03379065823955607,0.04056024136184466
M1,all3,D_SUBJ_BAND_Z,logreg,0.6403972780726288,0.6077803959567486,0.6132075471698113,0.4901098901098901,0.7254509018036072,0.5472392638036809,0.6194444444444445,362,137,232,223,0.6476230436230436,0.0194111143260445,0.6077418137418137,0.0212398196785603,0.6132212730779829,0.4901098901098901,0.7253737373737372,0.5433187428844048,0.6226529299632658,"[0.633516, 0.664725, 0.645495, 0.66967, 0.624709]","[0.01, 0.001, 0.001, 0.001, 0.01]",3.1,0.6179523882930698,0.633484274935522,0.0504575303584289,0.5924266114646877,0.621986830804466,0.639425528411787,0.1037056263895131,0.582472637582858,"{""CALTECH"": 0.4948, ""CMU"": 0.8182, ""KKI"": 0.7538, ""LEUVEN_1"": 0.5867, ""LEUVEN_2"": 0.7148, ""MAX_MUN"": 0.5385, ""NYU"": 0.6152, ""OLIN"": 0.6444, ""PITT"": 0.6525, ""SBL"": 0.6381, ""SDSU"": 0.7364, ""STANFORD"": 0.7553, ""TRINITY"": 0.5278, ""UCLA_1"": 0.5937, ""UCLA_2"": 0.5231, ""UM_1"": 0.7283, ""UM_2"": 0.4385, ""USM"": 0.6564, ""YALE"": 0.7328}",0.022444889779559052,0.018410447268162766
M2,slow4,D_SUBJ_BAND_Z,logreg,0.6059459578497655,0.5826994648637935,0.589098532494759,0.4439560439560439,0.7214428857715431,0.507537688442211,0.592375366568915,360,139,253,202,0.6069759129759129,0.0281278710467989,0.5826446886446887,0.0298989928129693,0.5890438137227887,0.443956043956044,0.7213333333333334,0.5063103319365063,0.5932163431907678,"[0.605934, 0.632527, 0.598681, 0.632857, 0.56488]","[0.01, 0.01, 0.001, 0.01, 0.01]",0.5,0.5958994912902729,0.6030473340090109,0.0570995356810078,0.5617234468937875,0.5788720297738335,0.5981904624391868,0.0931120876810384,0.5717412847673369,"{""CALTECH"": 0.5677, ""CMU"": 0.5859, ""KKI"": 0.7707, ""LEUVEN_1"": 0.3929, ""LEUVEN_2"": 0.6963, ""MAX_MUN"": 0.5117, ""NYU"": 0.6521, ""OLIN"": 0.5296, ""PITT"": 0.6194, ""SBL"": 0.6381, ""SDSU"": 0.5091, ""STANFORD"": 0.6474, ""TRINITY"": 0.5575, ""UCLA_1"": 0.5545, ""UCLA_2"": 0.4846, ""UM_1"": 0.6428, ""UM_2"": 0.7385, ""USM"": 0.5818, ""YALE"": 0.6852}",0.010046466559492595,0.027073928075932008
M2,all3,D_SUBJ_BAND_Z,logreg,0.6197890286066638,0.5919421260102623,0.5964360587002097,0.4945054945054945,0.6893787575150301,0.5389221556886228,0.5921052631578947,344,155,230,225,0.621123321123321,0.0303497089715527,0.591889110889111,0.0382150192231256,0.5963901901350235,0.4945054945054945,0.6892727272727273,0.5387942809310268,0.5943078692774433,"[0.619011, 0.654176, 0.623407, 0.636374, 0.57265]","[0.01, 0.01, 0.001, 0.01, 0.01]",4.7,0.5970049990090069,0.6127177732746713,0.0481441424590494,0.5701578982140104,0.5938602479684644,0.6257394106608016,0.0881315558134176,0.5751679182540906,"{""CALTECH"": 0.6302, ""CMU"": 0.6768, ""KKI"": 0.8383, ""LEUVEN_1"": 0.4847, ""LEUVEN_2"": 0.6852, ""MAX_MUN"": 0.5719, ""NYU"": 0.6441, ""OLIN"": 0.5111, ""PITT"": 0.7109, ""SBL"": 0.6429, ""SDSU"": 0.5864, ""STANFORD"": 0.6921, ""TRINITY"": 0.5952, ""UCLA_1"": 0.5303, ""UCLA_2"": 0.4923, ""UM_1"": 0.6474, ""UM_2"": 0.6962, ""USM"": 0.5745, ""YALE"": 0.6786}",0.022784029597656907,0.025928780638199478
OLD,slow4,D_SUBJ_BAND_Z,logreg,0.5935519390429211,0.574390539320399,0.5775681341719078,0.5054945054945055,0.6432865731462926,0.5330243337195828,0.5637254901960784,321,178,225,230,0.5912210012210013,0.0340802887467689,0.5744038184038184,0.0312564494777927,0.5775254891154588,0.5054945054945055,0.6433131313131313,0.5312352760844958,0.5638434597006544,"[0.581099, 0.637912, 0.604505, 0.588022, 0.544567]","[1, 0.1, 0.1, 1, 0.01]",0.6,0.5735514986015988,0.5717690416052243,0.0188351263855475,0.5374837587262437,0.5790305886498271,0.5735460220716244,0.0881096593013562,0.5669250589090269,"{""CALTECH"": 0.4531, ""CMU"": 0.6465, ""KKI"": 0.6504, ""LEUVEN_1"": 0.5204, ""LEUVEN_2"": 0.4778, ""MAX_MUN"": 0.5268, ""NYU"": 0.5637, ""OLIN"": 0.6111, ""PITT"": 0.5849, ""SBL"": 0.4714, ""SDSU"": 0.5409, ""STANFORD"": 0.7368, ""TRINITY"": 0.4306, ""UCLA_1"": 0.5993, ""UCLA_2"": 0.4692, ""UM_1"": 0.6243, ""UM_2"": 0.6538, ""USM"": 0.6445, ""YALE"": 0.6918}",0.02000044044132232,0.01452135039309399
OLD,all3,D_SUBJ_BAND_Z,logreg,0.6339051729833294,0.5984056024136184,0.6016771488469602,0.5274725274725275,0.6693386773547094,0.5581395348837209,0.5925925925925926,334,165,215,240,0.6332749472749473,0.0295489740005839,0.5984130314130314,0.0197842788042796,0.6016809038302562,0.5274725274725276,0.6693535353535354,0.5580026665469549,0.5953132992327366,"[0.605824, 0.675055, 0.634945, 0.646044, 0.604507]","[0.01, 0.01, 0.01, 0.01, 0.01]",3.9,0.6195688079455615,0.6147853834972554,0.0154205546447015,0.5884185954326235,0.6162170494835826,0.6222220990112157,0.0959262469433519,0.5928141998282279,"{""CALTECH"": 0.5, ""CMU"": 0.6768, ""KKI"": 0.7538, ""LEUVEN_1"": 0.6582, ""LEUVEN_2"": 0.6444, ""MAX_MUN"": 0.5786, ""NYU"": 0.6011, ""OLIN"": 0.6481, ""PITT"": 0.6777, ""SBL"": 0.5619, ""SDSU"": 0.6455, ""STANFORD"": 0.8, ""TRINITY"": 0.4683, ""UCLA_1"": 0.6058, ""UCLA_2"": 0.3846, ""UM_1"": 0.6776, ""UM_2"": 0.6154, ""USM"": 0.6618, ""YALE"": 0.6627}",0.014336365037767917,0.0176881234997468
M1,slow4,F_TRAINFOLD_BAND_Z,linsvm,0.6171639983263231,0.5695456847761456,0.5775681341719078,0.3956043956043956,0.7434869739478958,0.4718217562254259,0.5844155844155844,371,128,275,180,0.6174394494394495,0.0178839628864552,0.5695294705294706,0.0460135989157374,0.5774924221548636,0.3956043956043956,0.7434545454545454,0.4686494352896564,0.581410596362474,"[0.636593, 0.621758, 0.620549, 0.62044, 0.587857]","[0.001, 0.001, 0.001, 0.001, 0.001]",1.7,0.5896980774736286,0.6068432800186474,0.051715620533386,0.5465326256909424,0.5984848818516153,0.6056104365708919,0.1065444310071411,0.54414102931137,"{""CALTECH"": 0.474, ""CMU"": 0.7576, ""KKI"": 0.7162, ""LEUVEN_1"": 0.4082, ""LEUVEN_2"": 0.7, ""MAX_MUN"": 0.4682, ""NYU"": 0.5966, ""OLIN"": 0.5889, ""PITT"": 0.6353, ""SBL"": 0.5238, ""SDSU"": 0.7273, ""STANFORD"": 0.6289, ""TRINITY"": 0.4524, ""UCLA_1"": 0.5946, ""UCLA_2"": 0.5231, ""UM_1"": 0.6969, ""UM_2"": 0.6115, ""USM"": 0.6545, ""YALE"": 0.7487}",0.027465920852694503,0.01867911647470777
M1,all3,F_TRAINFOLD_BAND_Z,linsvm,0.6484617586821996,0.6001519522561607,0.6048218029350105,0.4989010989010989,0.7014028056112225,0.54632972322503,0.6037234042553191,350,149,228,227,0.6487299367299368,0.0191357033429369,0.6001576201576201,0.0301959754653429,0.6047891981262055,0.4989010989010988,0.7014141414141414,0.5456825384531967,0.6070535682486622,"[0.628242, 0.654725, 0.663516, 0.668462, 0.628705]","[0.001, 0.001, 0.001, 0.001, 0.001]",14.3,0.6230526988042019,0.6301508460090494,0.0484964434247962,0.5840890572353499,0.6280032592657844,0.6327230728800363,0.1102345148886799,0.5901649452751657,"{""CALTECH"": 0.4375, ""CMU"": 0.8283, ""KKI"": 0.7763, ""LEUVEN_1"": 0.5918, ""LEUVEN_2"": 0.7741, ""MAX_MUN"": 0.5117, ""NYU"": 0.6209, ""OLIN"": 0.6037, ""PITT"": 0.6976, ""SBL"": 0.5762, ""SDSU"": 0.6864, ""STANFORD"": 0.7132, ""TRINITY"": 0.4663, ""UCLA_1"": 0.6151, ""UCLA_2"": 0.5462, ""UM_1"": 0.727, ""UM_2"": 0.5, ""USM"": 0.6418, ""YALE"": 0.7077}",0.025409059877997686,0.0204584994164152
M2,slow4,F_TRAINFOLD_BAND_Z,linsvm,0.6035675747098592,0.5873218965403334,0.5943396226415094,0.4351648351648352,0.7394789579158316,0.5057471264367817,0.6036585365853658,369,130,257,198,0.6054421134421135,0.0384443327945399,0.5872490842490843,0.0450644317568384,0.594262882336732,0.4351648351648351,0.7393333333333334,0.5057614312744898,0.6066404145040982,"[0.591209, 0.619231, 0.630549, 0.640989, 0.545233]","[0.001, 0.01, 0.001, 0.01, 0.01]",0.6,0.5724415864696426,0.6049705798689781,0.0659948642659657,0.5610429650509811,0.5723931379242,0.5846532485555812,0.1096512666151129,0.561948071968112,"{""CALTECH"": 0.5625, ""CMU"": 0.6667, ""KKI"": 0.8233, ""LEUVEN_1"": 0.3265, ""LEUVEN_2"": 0.6296, ""MAX_MUN"": 0.3997, ""NYU"": 0.6492, ""OLIN"": 0.4778, ""PITT"": 0.5782, ""SBL"": 0.5762, ""SDSU"": 0.5, ""STANFORD"": 0.6921, ""TRINITY"": 0.5933, ""UCLA_1"": 0.5582, ""UCLA_2"": 0.5769, ""UM_1"": 0.6507, ""UM_2"": 0.5731, ""USM"": 0.5918, ""YALE"": 0.6825}",0.031125988240216618,0.031174436785659232
M2,all3,F_TRAINFOLD_BAND_Z,linsvm,0.6307692307692307,0.6021581624788037,0.610062893081761,0.4307692307692308,0.7735470941883767,0.5130890052356021,0.6343042071197411,386,113,259,196,0.6311166611166612,0.0271410694638091,0.6021219891219891,0.0385049791553698,0.6100192890603472,0.4307692307692307,0.7734747474747474,0.5124486175049897,0.6356607013362242,"[0.614505, 0.646264, 0.65044, 0.653077, 0.591298]","[0.001, 0.001, 0.001, 0.001, 0.001]",20.5,0.588381157920236,0.6141858362370756,0.0571000663745596,0.567118853090797,0.5962562487612588,0.6160262445326147,0.0952359187057597,0.5688652029333392,"{""CALTECH"": 0.6146, ""CMU"": 0.6768, ""KKI"": 0.8327, ""LEUVEN_1"": 0.4541, ""LEUVEN_2"": 0.6444, ""MAX_MUN"": 0.4866, ""NYU"": 0.6532, ""OLIN"": 0.4667, ""PITT"": 0.7149, ""SBL"": 0.6143, ""SDSU"": 0.6545, ""STANFORD"": 0.7053, ""TRINITY"": 0.5714, ""UCLA_1"": 0.575, ""UCLA_2"": 0.5, ""UM_1"": 0.6549, ""UM_2"": 0.6615, ""USM"": 0.5609, ""YALE"": 0.6627}",0.04238807284899471,0.034512982007971926
OLD,slow4,F_TRAINFOLD_BAND_Z,linsvm,0.5964368297033628,0.5660882203968376,0.5754716981132075,0.3626373626373626,0.7695390781563126,0.4489795918367347,0.5892857142857143,384,115,290,165,0.5974889554889555,0.0356225699107472,0.5660560550560552,0.0444987916845546,0.5753926701570681,0.3626373626373627,0.7694747474747475,0.4465068528206801,0.5853537794152517,"[0.603187, 0.625385, 0.606703, 0.616484, 0.535687]","[0.001, 0.001, 0.01, 0.001, 0.001]",0.5,0.569939879759519,0.5750316420887557,0.0316812037783329,0.5636305578189346,0.5719791230813275,0.5671365650005915,0.0961558916562999,0.5567134268537075,"{""CALTECH"": 0.4219, ""CMU"": 0.7071, ""KKI"": 0.547, ""LEUVEN_1"": 0.5459, ""LEUVEN_2"": 0.5815, ""MAX_MUN"": 0.5418, ""NYU"": 0.5695, ""OLIN"": 0.5222, ""PITT"": 0.5292, ""SBL"": 0.4667, ""SDSU"": 0.5455, ""STANFORD"": 0.7342, ""TRINITY"": 0.4028, ""UCLA_1"": 0.5843, ""UCLA_2"": 0.4385, ""UM_1"": 0.66, ""UM_2"": 0.7115, ""USM"": 0.6273, ""YALE"": 0.6389}",0.026496949943843773,0.02445770662203528
OLD,all3,F_TRAINFOLD_BAND_Z,linsvm,0.613173599947147,0.5875795547138233,0.5932914046121593,0.4637362637362637,0.7114228456913828,0.5209876543209877,0.5943661971830986,355,144,244,211,0.614934176934177,0.0499237645185898,0.5876055056055056,0.0369494949971791,0.5932763846789749,0.4637362637362637,0.7114747474747475,0.5203557284286662,0.5993536402053377,"[0.561868, 0.657692, 0.62033, 0.668791, 0.56599]","[0.01, 0.001, 0.001, 0.001, 0.001]",10.2,0.609354973683631,0.6141744422011017,0.0174171638743895,0.5636944218106543,0.6102006210222642,0.6154033992052962,0.108421003486741,0.5762668193529917,"{""CALTECH"": 0.4219, ""CMU"": 0.7273, ""KKI"": 0.7594, ""LEUVEN_1"": 0.6071, ""LEUVEN_2"": 0.7185, ""MAX_MUN"": 0.592, ""NYU"": 0.5946, ""OLIN"": 0.5889, ""PITT"": 0.7122, ""SBL"": 0.5, ""SDSU"": 0.6364, ""STANFORD"": 0.7789, ""TRINITY"": 0.4286, ""UCLA_1"": 0.6272, ""UCLA_2"": 0.4231, ""UM_1"": 0.6885, ""UM_2"": 0.6231, ""USM"": 0.65, ""YALE"": 0.6151}",0.003818626263516034,0.0029729789248827965
