source,band,norm,clf,pooled_auc,pooled_bacc,pooled_acc,pooled_sens,pooled_spec,pooled_f1,pooled_prec,pooled_tn,pooled_fp,pooled_fn,pooled_tp,auc_mean,auc_sd,bacc_mean,bacc_sd,acc_mean,sens_mean,spec_mean,f1_mean,prec_mean,per_fold_auc,best_C,secs,grouped_pooled_auc,grouped_auc_mean,grouped_auc_sd,grouped_bacc,loso_pooled_auc,loso_auc_mean,loso_auc_sd,loso_bacc,loso_per_site_auc,drop_grouped,drop_loso
M1,slow5,F_TRAINFOLD_BAND_Z,linsvm,0.6442159043361447,0.5925895747539034,0.5985324947589099,0.4637362637362637,0.7214428857715431,0.5242236024844721,0.6028571428571429,360,139,244,211,0.6506568986568986,0.0281564925382312,0.5926055056055056,0.0275758711721382,0.598517497933315,0.4637362637362637,0.7214747474747475,0.5224105264351998,0.6122250719490083,"[0.610549, 0.652088, 0.653626, 0.68989, 0.647131]","[0.01, 0.001, 0.001, 0.001, 0.001]",1.7,0.6152216520953996,0.6333751792094656,0.0499752702258973,0.5862538263339867,0.6278182739104583,0.6412410790711254,0.1087202936993089,0.5767843379065825,"{""CALTECH"": 0.4635, ""CMU"": 0.8182, ""KKI"": 0.8271, ""LEUVEN_1"": 0.6684, ""LEUVEN_2"": 0.7296, ""MAX_MUN"": 0.5619, ""NYU"": 0.6361, ""OLIN"": 0.6037, ""PITT"": 0.7082, ""SBL"": 0.6048, ""SDSU"": 0.7273, ""STANFORD"": 0.7211, ""TRINITY"": 0.5556, ""UCLA_1"": 0.5899, ""UCLA_2"": 0.5462, ""UM_1"": 0.7358, ""UM_2"": 0.4269, ""USM"": 0.5782, ""YALE"": 0.6812}",0.028994252240745144,0.016397630425686427
M1,classical,F_TRAINFOLD_BAND_Z,linsvm,0.641049131229492,0.605001211213636,0.6111111111111112,0.4725274725274725,0.7374749498997996,0.5368289637952559,0.6213872832369942,368,131,240,215,0.6456743256743256,0.0088269610626509,0.6050314130314131,0.0191602629741796,0.6110884541195921,0.4725274725274725,0.7375353535353536,0.5335263789807888,0.6272689337204779,"[0.632637, 0.654725, 0.64967, 0.640989, 0.65035]","[0.01, 0.001, 0.001, 0.01, 0.001]",0.5,0.6236472945891784,0.6387650500769593,0.0492893000561425,0.5715166596930124,0.631244907397212,0.637471093997237,0.1011779976751746,0.5950780682243608,"{""CALTECH"": 0.5, ""CMU"": 0.7677, ""KKI"": 0.7594, ""LEUVEN_1"": 0.5663, ""LEUVEN_2"": 0.7815, ""MAX_MUN"": 0.5084, ""NYU"": 0.6267, ""OLIN"": 0.6259, ""PITT"": 0.7082, ""SBL"": 0.5143, ""SDSU"": 0.7409, ""STANFORD"": 0.7079, ""TRINITY"": 0.496, ""UCLA_1"": 0.616, ""UCLA_2"": 0.5462, ""UM_1"": 0.7153, ""UM_2"": 0.5462, ""USM"": 0.6391, ""YALE"": 0.746}",0.017401836640313584,0.009804223832280079
M2,slow5,F_TRAINFOLD_BAND_Z,linsvm,0.6454931841705389,0.600184985355326,0.6058700209643606,0.4769230769230769,0.7234468937875751,0.5358024691358024,0.6112676056338028,361,138,238,217,0.6464171384171384,0.0277590950487703,0.6001585081585082,0.0158413604908937,0.605841829705153,0.476923076923077,0.7233939393939395,0.5356934563150733,0.6118691581226792,"[0.64044, 0.676923, 0.664615, 0.645934, 0.604174]","[0.01, 0.01, 0.01, 0.01, 0.01]",0.5,0.6147768063599728,0.6296611315716568,0.0369458668083397,0.5780109669889228,0.6164636966240172,0.6378400141307058,0.090229314661259,0.5740359840560241,"{""CALTECH"": 0.651, ""CMU"": 0.7071, ""KKI"": 0.8195, ""LEUVEN_1"": 0.5714, ""LEUVEN_2"": 0.6296, ""MAX_MUN"": 0.5652, ""NYU"": 0.6527, ""OLIN"": 0.4778, ""PITT"": 0.7732, ""SBL"": 0.6333, ""SDSU"": 0.6273, ""STANFORD"": 0.7789, ""TRINITY"": 0.5952, ""UCLA_1"": 0.603, ""UCLA_2"": 0.4769, ""UM_1"": 0.634, ""UM_2"": 0.6654, ""USM"": 0.58, ""YALE"": 0.6772}",0.03071637781056613,0.02902948754652168
M2,classical,F_TRAINFOLD_BAND_Z,linsvm,0.6190667048382479,0.5946266158691008,0.6016771488469602,0.4417582417582417,0.7474949899799599,0.5140664961636828,0.6146788990825688,373,126,254,201,0.6226651126651126,0.0298912026614453,0.5945558885558885,0.0449898302431534,0.6016037475888674,0.4417582417582418,0.7473535353535354,0.5128131678660308,0.6173714725967211,"[0.612857, 0.64, 0.641319, 0.644835, 0.574315]","[0.01, 0.01, 0.001, 0.01, 0.01]",0.6,0.5808672289634214,0.6128866974442528,0.0625427502761269,0.5652447752648153,0.583562729855315,0.5983555174671441,0.100492459501971,0.5664075403554362,"{""CALTECH"": 0.6458, ""CMU"": 0.6869, ""KKI"": 0.7914, ""LEUVEN_1"": 0.3469, ""LEUVEN_2"": 0.6444, ""MAX_MUN"": 0.4783, ""NYU"": 0.6482, ""OLIN"": 0.463, ""PITT"": 0.6472, ""SBL"": 0.6, ""SDSU"": 0.55, ""STANFORD"": 0.7105, ""TRINITY"": 0.5417, ""UCLA_1"": 0.5843, ""UCLA_2"": 0.5231, ""UM_1"": 0.6461, ""UM_2"": 0.6308, ""USM"": 0.5727, ""YALE"": 0.6574}",0.03819947587482653,0.035503974982932895
OLD,slow5,F_TRAINFOLD_BAND_Z,linsvm,0.6215640071351494,0.5886784558127244,0.5943396226415094,0.4659340659340659,0.7114228456913828,0.5228113440197287,0.5955056179775281,355,144,243,212,0.6229084249084249,0.0523084336246091,0.5887246087246087,0.0468589714378927,0.5942904381372278,0.4659340659340659,0.7115151515151515,0.5195559473255393,0.5950175358225529,"[0.56022, 0.659121, 0.62033, 0.688791, 0.586081]","[0.01, 0.001, 0.01, 0.01, 0.001]",0.6,0.618890528309366,0.6251937109585971,0.0176351064656195,0.5885154925235085,0.6092756942456341,0.6227067087629848,0.1127379400065489,0.5830540201281684,"{""CALTECH"": 0.4479, ""CMU"": 0.7879, ""KKI"": 0.8045, ""LEUVEN_1"": 0.7092, ""LEUVEN_2"": 0.7444, ""MAX_MUN"": 0.6003, ""NYU"": 0.6092, ""OLIN"": 0.5519, ""PITT"": 0.7427, ""SBL"": 0.5524, ""SDSU"": 0.5273, ""STANFORD"": 0.7658, ""TRINITY"": 0.5119, ""UCLA_1"": 0.6514, ""UCLA_2"": 0.4462, ""UM_1"": 0.6839, ""UM_2"": 0.5231, ""USM"": 0.5736, ""YALE"": 0.5979}",0.002673478825783393,0.012288312889515263
OLD,classical,F_TRAINFOLD_BAND_Z,linsvm,0.6104869078816975,0.5759430949811711,0.5807127882599581,0.4725274725274725,0.6793587174348698,0.5180722891566265,0.5733333333333334,339,160,240,215,0.6099555999555999,0.0364552653920832,0.576031413031413,0.0433241635226446,0.5806503168917058,0.4725274725274725,0.6795353535353535,0.5105434305563782,0.5706288448393713,"[0.572527, 0.652308, 0.621978, 0.631758, 0.571207]","[10, 0.01, 0.01, 1, 0.001]",0.6,0.5995507498513509,0.6070150189268934,0.027897533837743,0.5694487876852606,0.597273668215552,0.5970865217468077,0.0998761557010714,0.5584575744896386,"{""CALTECH"": 0.526, ""CMU"": 0.7374, ""KKI"": 0.6147, ""LEUVEN_1"": 0.5765, ""LEUVEN_2"": 0.7444, ""MAX_MUN"": 0.5786, ""NYU"": 0.5758, ""OLIN"": 0.537, ""PITT"": 0.5889, ""SBL"": 0.4381, ""SDSU"": 0.5318, ""STANFORD"": 0.7737, ""TRINITY"": 0.4246, ""UCLA_1"": 0.6356, ""UCLA_2"": 0.4462, ""UM_1"": 0.6658, ""UM_2"": 0.6577, ""USM"": 0.6464, ""YALE"": 0.6455}",0.010936158030346532,0.013213239666145515
M1,slow5,F_TRAINFOLD_BAND_Z,logreg,0.65287057631747,0.6066814948578475,0.6121593291404612,0.4879120879120879,0.7254509018036072,0.5454545454545454,0.6183844011142061,362,137,233,222,0.6543127983127983,0.024310709267793,0.6066732156732157,0.0241803062511243,0.6121576191788372,0.4879120879120878,0.7254343434343433,0.5445906083723651,0.6199147573026961,"[0.621429, 0.657253, 0.652198, 0.68978, 0.650905]","[0.01, 0.01, 0.01, 0.01, 0.01]",1.7,0.6136096368561299,0.6342517332900166,0.0426236710410268,0.5837983659626946,0.6316280913475303,0.644516620752178,0.1089799211027908,0.5906494307295911,"{""CALTECH"": 0.4583, ""CMU"": 0.8081, ""KKI"": 0.8402, ""LEUVEN_1"": 0.6633, ""LEUVEN_2"": 0.7259, ""MAX_MUN"": 0.6237, ""NYU"": 0.6338, ""OLIN"": 0.6111, ""PITT"": 0.7029, ""SBL"": 0.5905, ""SDSU"": 0.7182, ""STANFORD"": 0.7395, ""TRINITY"": 0.5873, ""UCLA_1"": 0.603, ""UCLA_2"": 0.5154, ""UM_1"": 0.7375, ""UM_2"": 0.4308, ""USM"": 0.5645, ""YALE"": 0.6918}",0.03926093946134013,0.021242484969939746
M1,classical,F_TRAINFOLD_BAND_Z,logreg,0.6456649562861988,0.6113677905261072,0.6163522012578616,0.5032967032967033,0.7194388777555111,0.5558252427184466,0.6205962059620597,359,140,226,229,0.6503933843933843,0.0094231624511558,0.6113958263958263,0.0182493714513238,0.6163405896941305,0.5032967032967034,0.7194949494949495,0.5542779940477588,0.6271069505017179,"[0.641758, 0.662637, 0.646044, 0.643297, 0.658231]","[0.1, 0.01, 0.01, 0.1, 0.01]",0.6,0.6275584135303574,0.646644528867136,0.050623845097884,0.5923627474729679,0.6337201876280033,0.6369412907885711,0.1130280080750973,0.5912638463740668,"{""CALTECH"": 0.4531, ""CMU"": 0.8182, ""KKI"": 0.7556, ""LEUVEN_1"": 0.449, ""LEUVEN_2"": 0.7741, ""MAX_MUN"": 0.5117, ""NYU"": 0.6585, ""OLIN"": 0.6185, ""PITT"": 0.6897, ""SBL"": 0.5571, ""SDSU"": 0.7364, ""STANFORD"": 0.7263, ""TRINITY"": 0.5198, ""UCLA_1"": 0.6123, ""UCLA_2"": 0.5769, ""UM_1"": 0.722, ""UM_2"": 0.5269, ""USM"": 0.6391, ""YALE"": 0.7566}",0.018106542755841448,0.011944768658195493
M2,slow5,F_TRAINFOLD_BAND_Z,logreg,0.6440969851791496,0.603351758461979,0.6079664570230608,0.5032967032967033,0.7034068136272545,0.5504807692307693,0.6074270557029178,351,148,226,229,0.6453033633033632,0.0259250705857576,0.6033352203352204,0.0170094095438515,0.6079360705428493,0.5032967032967033,0.7033737373737374,0.5501866630277024,0.6078605099002838,"[0.64022, 0.676374, 0.661538, 0.640659, 0.607726]","[0.1, 0.1, 0.1, 0.1, 0.1]",0.6,0.6063203329736396,0.6225541295799953,0.0353995940706998,0.5708670087427603,0.6045805897509304,0.6330336454360407,0.0932625276850777,0.5671827170825167,"{""CALTECH"": 0.6615, ""CMU"": 0.7071, ""KKI"": 0.8252, ""LEUVEN_1"": 0.5357, ""LEUVEN_2"": 0.6259, ""MAX_MUN"": 0.5619, ""NYU"": 0.6179, ""OLIN"": 0.4852, ""PITT"": 0.7573, ""SBL"": 0.6381, ""SDSU"": 0.65, ""STANFORD"": 0.7789, ""TRINITY"": 0.6012, ""UCLA_1"": 0.6058, ""UCLA_2"": 0.4615, ""UM_1"": 0.6604, ""UM_2"": 0.5962, ""USM"": 0.5727, ""YALE"": 0.6852}",0.037776652205509964,0.039516395428219164
M2,classical,F_TRAINFOLD_BAND_Z,logreg,0.6175295646237531,0.591103085291462,0.5974842767295597,0.4527472527472527,0.7294589178356713,0.5175879396984925,0.6041055718475073,364,135,249,206,0.6215642135642135,0.0296913838214604,0.59100999000999,0.0436447362134166,0.5974097547533755,0.4527472527472527,0.7292727272727272,0.5164286418267185,0.6091151495898675,"[0.612198, 0.639231, 0.642088, 0.640989, 0.573316]","[0.1, 0.1, 0.01, 0.1, 0.1]",0.6,0.5782377942698584,0.6113204911669425,0.0646945408123201,0.5668281618181418,0.5851835539210288,0.6036858118389079,0.1109326395222226,0.5659230549010108,"{""CALTECH"": 0.651, ""CMU"": 0.697, ""KKI"": 0.797, ""LEUVEN_1"": 0.3163, ""LEUVEN_2"": 0.6519, ""MAX_MUN"": 0.4381, ""NYU"": 0.6517, ""OLIN"": 0.4667, ""PITT"": 0.7042, ""SBL"": 0.6143, ""SDSU"": 0.55, ""STANFORD"": 0.7158, ""TRINITY"": 0.6052, ""UCLA_1"": 0.5834, ""UCLA_2"": 0.5154, ""UM_1"": 0.6478, ""UM_2"": 0.6269, ""USM"": 0.58, ""YALE"": 0.6574}",0.03929177035389464,0.03234601070272425
OLD,slow5,F_TRAINFOLD_BAND_Z,logreg,0.6290206787200776,0.5994406395207998,0.6037735849056604,0.5054945054945055,0.6933867735470942,0.548926014319809,0.6005221932114883,346,153,225,230,0.6305794205794205,0.0487317453945433,0.5994846264846265,0.0348458626674316,0.6037365665472583,0.5054945054945056,0.6934747474747475,0.5469213749855009,0.6022393331793658,"[0.572198, 0.669011, 0.624725, 0.68956, 0.597403]","[0.1, 0.01, 0.1, 0.1, 0.01]",0.6,0.6208372789535114,0.6272938746086123,0.0179423677305654,0.5997951947851747,0.6137858133850119,0.6329780675117018,0.105373210528362,0.5942368252989496,"{""CALTECH"": 0.4583, ""CMU"": 0.7576, ""KKI"": 0.8045, ""LEUVEN_1"": 0.7092, ""LEUVEN_2"": 0.7296, ""MAX_MUN"": 0.6355, ""NYU"": 0.623, ""OLIN"": 0.6, ""PITT"": 0.6936, ""SBL"": 0.5476, ""SDSU"": 0.5136, ""STANFORD"": 0.8158, ""TRINITY"": 0.5258, ""UCLA_1"": 0.6412, ""UCLA_2"": 0.4615, ""UM_1"": 0.6985, ""UM_2"": 0.6269, ""USM"": 0.5718, ""YALE"": 0.6124}",0.008183399766566235,0.015234865335065684
OLD,classical,F_TRAINFOLD_BAND_Z,logreg,0.6220264705234645,0.5924266114646877,0.5964360587002097,0.5054945054945055,0.6793587174348698,0.5443786982248521,0.5897435897435898,339,160,225,230,0.6229381729381729,0.039264254185369,0.5924947274947275,0.0347421109185865,0.5963957012951226,0.5054945054945056,0.6794949494949495,0.540932181044383,0.5915771947350895,"[0.573187, 0.663626, 0.638242, 0.64967, 0.589966]","[1, 0.1, 0.1, 0.1, 0.01]",0.7,0.6114074302451056,0.609862494151191,0.0208154539110059,0.58955052963069,0.6104780990552533,0.6113244321831693,0.1018203065314835,0.5817613248474972,"{""CALTECH"": 0.5417, ""CMU"": 0.7475, ""KKI"": 0.6805, ""LEUVEN_1"": 0.5816, ""LEUVEN_2"": 0.7111, ""MAX_MUN"": 0.5736, ""NYU"": 0.5924, ""OLIN"": 0.5704, ""PITT"": 0.5915, ""SBL"": 0.4286, ""SDSU"": 0.5409, ""STANFORD"": 0.8263, ""TRINITY"": 0.4544, ""UCLA_1"": 0.6421, ""UCLA_2"": 0.4692, ""UM_1"": 0.6658, ""UM_2"": 0.6962, ""USM"": 0.6427, ""YALE"": 0.6587}",0.010619040278358916,0.011548371468211194
M1,slow4,A_RAW,linsvm,0.6260344865555286,0.6012178202558964,0.6048218029350105,0.5230769230769231,0.6793587174348698,0.5580304806565064,0.5979899497487438,339,160,217,238,0.6243911643911644,0.0147229833393663,0.6012051282051283,0.0172132596412657,0.6048112427666024,0.523076923076923,0.6793333333333333,0.5570388134187877,0.6007149411309023,"[0.641319, 0.633187, 0.621319, 0.623956, 0.602176]","[0.001, 0.001, 0.001, 0.001, 0.001]",1.7,0.5995243233720188,0.6022354219443258,0.0447527422064079,0.5648571869012751,0.6029641700984387,0.6094798292130982,0.0966032989733577,0.5705124534783853,"{""CALTECH"": 0.526, ""CMU"": 0.7172, ""KKI"": 0.7218, ""LEUVEN_1"": 0.4184, ""LEUVEN_2"": 0.6778, ""MAX_MUN"": 0.4833, ""NYU"": 0.5752, ""OLIN"": 0.6519, ""PITT"": 0.6074, ""SBL"": 0.5333, ""SDSU"": 0.7273, ""STANFORD"": 0.6605, ""TRINITY"": 0.4762, ""UCLA_1"": 0.5843, ""UCLA_2"": 0.5692, ""UM_1"": 0.6935, ""UM_2"": 0.5577, ""USM"": 0.6345, ""YALE"": 0.7646}",0.02651016318350985,0.0230703164570899
M1,all3,A_RAW,linsvm,0.6413089916095929,0.6061948071968112,0.6090146750524109,0.545054945054945,0.6673346693386774,0.570771001150748,0.5990338164251208,333,166,207,248,0.6410993450993451,0.0260801335986165,0.6061638361638362,0.0214360518602882,0.6089942132818958,0.5450549450549451,0.6672727272727272,0.5708317014221931,0.6024930378086764,"[0.615934, 0.638901, 0.663297, 0.671758, 0.615607]","[0.001, 0.001, 0.001, 0.001, 0.001]",32.7,0.6049769869409148,0.6093799893705432,0.0517812617119028,0.5667312647272567,0.6107996212204629,0.6187548694855296,0.12075302313869,0.5808231848312009,"{""CALTECH"": 0.375, ""CMU"": 0.798, ""KKI"": 0.75, ""LEUVEN_1"": 0.6071, ""LEUVEN_2"": 0.7741, ""MAX_MUN"": 0.5184, ""NYU"": 0.5768, ""OLIN"": 0.6815, ""PITT"": 0.6897, ""SBL"": 0.5476, ""SDSU"": 0.6636, ""STANFORD"": 0.7158, ""TRINITY"": 0.504, ""UCLA_1"": 0.5881, ""UCLA_2"": 0.5154, ""UM_1"": 0.7325, ""UM_2"": 0.4115, ""USM"": 0.5864, ""YALE"": 0.7209}",0.03633200466867803,0.03050937038912993
M2,slow4,A_RAW,linsvm,0.5944063952079984,0.5575524675725076,0.5628930817610063,0.4417582417582417,0.6733466933867736,0.4908424908424908,0.5521978021978022,336,163,254,201,0.5934474414474414,0.0359367837996207,0.5575255855255856,0.0356192492986688,0.5628602920914854,0.4417582417582418,0.6732929292929293,0.490946517770049,0.5532791391323255,"[0.589451, 0.613187, 0.594725, 0.632967, 0.536908]","[0.001, 0.001, 0.001, 0.001, 0.001]",0.6,0.5748552049153252,0.5810591664024368,0.0491886506060798,0.5459160078398555,0.5758021537580655,0.5847678517948885,0.0976113114244583,0.5562267391926711,"{""CALTECH"": 0.6615, ""CMU"": 0.7172, ""KKI"": 0.7632, ""LEUVEN_1"": 0.3827, ""LEUVEN_2"": 0.6296, ""MAX_MUN"": 0.4515, ""NYU"": 0.617, ""OLIN"": 0.4815, ""PITT"": 0.5438, ""SBL"": 0.5905, ""SDSU"": 0.5045, ""STANFORD"": 0.6816, ""TRINITY"": 0.5198, ""UCLA_1"": 0.5359, ""UCLA_2"": 0.5231, ""UM_1"": 0.6453, ""UM_2"": 0.6192, ""USM"": 0.5564, ""YALE"": 0.6865}",0.01955119029267327,0.01860424144993289
M2,all3,A_RAW,linsvm,0.6100464665594926,0.5880948710608029,0.5911949685534591,0.5208791208791209,0.655310621242485,0.5486111111111112,0.5794621026894865,327,172,218,237,0.6103387723387723,0.0338538786371528,0.588025419025419,0.0278064932083566,0.5911600992008818,0.5208791208791208,0.6551717171717172,0.5485649200458094,0.5803862793746586,"[0.611099, 0.627473, 0.615824, 0.643297, 0.554002]","[0.001, 0.001, 0.001, 0.001, 0.001]",77.6,0.5927811667290626,0.6026156747475173,0.0380016883027423,0.5727741196679073,0.5960272192737123,0.6087316120295622,0.0982296400865304,0.5678609967187122,"{""CALTECH"": 0.6562, ""CMU"": 0.7374, ""KKI"": 0.7744, ""LEUVEN_1"": 0.5255, ""LEUVEN_2"": 0.6481, ""MAX_MUN"": 0.5585, ""NYU"": 0.6283, ""OLIN"": 0.4556, ""PITT"": 0.6393, ""SBL"": 0.6571, ""SDSU"": 0.5818, ""STANFORD"": 0.7632, ""TRINITY"": 0.5456, ""UCLA_1"": 0.4716, ""UCLA_2"": 0.4615, ""UM_1"": 0.6495, ""UM_2"": 0.5615, ""USM"": 0.5364, ""YALE"": 0.7143}",0.017265299830430014,0.0140192472857803
OLD,slow4,A_RAW,linsvm,0.6153493800788391,0.5827302957563478,0.5870020964360587,0.4901098901098901,0.6753507014028056,0.530952380952381,0.5792207792207792,337,162,232,223,0.6139269619269621,0.0297286577149728,0.5827418137418138,0.0195409560025471,0.5869771286855883,0.49010989010989,0.6753737373737374,0.5295064569864936,0.5805874011046426,"[0.607802, 0.648022, 0.617912, 0.628022, 0.567877]","[0.001, 0.001, 0.001, 0.001, 0.001]",0.5,0.5920764606135347,0.5865176812500973,0.0302234263485759,0.5687352727432888,0.5906318130767029,0.5894713032534128,0.1026651350317168,0.5575194344733423,"{""CALTECH"": 0.5625, ""CMU"": 0.7273, ""KKI"": 0.6898, ""LEUVEN_1"": 0.4745, ""LEUVEN_2"": 0.6111, ""MAX_MUN"": 0.5753, ""NYU"": 0.5581, ""OLIN"": 0.5407, ""PITT"": 0.5358, ""SBL"": 0.4667, ""SDSU"": 0.5955, ""STANFORD"": 0.7474, ""TRINITY"": 0.4345, ""UCLA_1"": 0.5983, ""UCLA_2"": 0.3923, ""UM_1"": 0.6256, ""UM_2"": 0.7462, ""USM"": 0.6345, ""YALE"": 0.6839}",0.02327291946530441,0.02471756700213623
OLD,all3,A_RAW,linsvm,0.6356228941399282,0.6012816842476161,0.6037735849056604,0.5472527472527473,0.655310621242485,0.5684931506849316,0.5914489311163895,327,172,206,249,0.6346231546231547,0.0400746647602417,0.6012425352425351,0.0445238363032026,0.6037475888674566,0.5472527472527473,0.6552323232323232,0.5679435160755162,0.5930747953298832,"[0.581648, 0.659341, 0.641648, 0.682198, 0.608281]","[0.001, 0.001, 0.001, 0.001, 0.001]",16.0,0.6199475874826575,0.6155533275380655,0.0186331717004869,0.5964015943975864,0.6225550001101103,0.6245263578147596,0.0942879846330505,0.5896782576141293,"{""CALTECH"": 0.4219, ""CMU"": 0.7071, ""KKI"": 0.6823, ""LEUVEN_1"": 0.7041, ""LEUVEN_2"": 0.6889, ""MAX_MUN"": 0.5953, ""NYU"": 0.5947, ""OLIN"": 0.6222, ""PITT"": 0.6605, ""SBL"": 0.5048, ""SDSU"": 0.6136, ""STANFORD"": 0.8, ""TRINITY"": 0.504, ""UCLA_1"": 0.644, ""UCLA_2"": 0.4615, ""UM_1"": 0.6948, ""UM_2"": 0.6731, ""USM"": 0.6345, ""YALE"": 0.6587}",0.015675306657270682,0.013067894029817895
M1,slow4,A_RAW,logreg,0.6200929331189853,0.5915237067541677,0.5985324947589099,0.4395604395604395,0.7434869739478958,0.5108556832694764,0.6097560975609756,371,128,255,200,0.6221500721500721,0.0118184962465479,0.5914468864468864,0.0127677288599098,0.5985230090934142,0.4395604395604396,0.7433333333333333,0.5087381106575645,0.6113342907677222,"[0.634066, 0.627363, 0.622857, 0.623956, 0.602509]","[0.001, 0.001, 0.001, 0.001, 0.01]",2.0,0.5973705653064371,0.6196170972585489,0.0545693977131937,0.5584267435970842,0.6020128168424762,0.6163493649963019,0.1164941112846846,0.5698033429496355,"{""CALTECH"": 0.5, ""CMU"": 0.798, ""KKI"": 0.7237, ""LEUVEN_1"": 0.3418, ""LEUVEN_2"": 0.7259, ""MAX_MUN"": 0.4866, ""NYU"": 0.6147, ""OLIN"": 0.5852, ""PITT"": 0.6366, ""SBL"": 0.5381, ""SDSU"": 0.7364, ""STANFORD"": 0.6684, ""TRINITY"": 0.4782, ""UCLA_1"": 0.5815, ""UCLA_2"": 0.5615, ""UM_1"": 0.7036, ""UM_2"": 0.6154, ""USM"": 0.6373, ""YALE"": 0.7778}",0.022722367812548216,0.018080116276509073
M1,all3,A_RAW,logreg,0.6534651721024467,0.601638441718602,0.6058700209643606,0.5098901098901099,0.6933867735470942,0.5523809523809524,0.6025974025974026,346,153,223,232,0.6534749694749695,0.0176520835269232,0.6016319236319237,0.0319877533906614,0.6058418297051529,0.50989010989011,0.6933737373737373,0.5514752196322104,0.6062722697045795,"[0.635165, 0.661538, 0.653626, 0.678462, 0.638584]","[0.001, 0.001, 0.001, 0.001, 0.001]",13.6,0.6306899513312338,0.6370071533091594,0.0494183896208132,0.5986654627937193,0.6324385033803871,0.637321763054549,0.114643552992048,0.5784315884516286,"{""CALTECH"": 0.4271, ""CMU"": 0.8485, ""KKI"": 0.7951, ""LEUVEN_1"": 0.5714, ""LEUVEN_2"": 0.763, ""MAX_MUN"": 0.5502, ""NYU"": 0.6327, ""OLIN"": 0.6296, ""PITT"": 0.691, ""SBL"": 0.5905, ""SDSU"": 0.6864, ""STANFORD"": 0.7474, ""TRINITY"": 0.5099, ""UCLA_1"": 0.6132, ""UCLA_2"": 0.5308, ""UM_1"": 0.7384, ""UM_2"": 0.4615, ""USM"": 0.6109, ""YALE"": 0.7116}",0.022775220771212856,0.021026668722059605
M2,slow4,A_RAW,logreg,0.6139443722610056,0.58383139906186,0.5911949685534591,0.4241758241758241,0.7434869739478958,0.4974226804123711,0.6012461059190031,371,128,262,193,0.6141187701187701,0.0319666432667408,0.5838050838050837,0.0403668337320301,0.5911325434003858,0.4241758241758241,0.7434343434343434,0.4965664884224047,0.6006414249460736,"[0.599341, 0.632637, 0.631099, 0.642637, 0.56488]","[0.001, 0.001, 0.001, 0.001, 0.001]",2.1,0.5686714087515691,0.6010433502803959,0.0689562555380048,0.5592327512167191,0.5767975511462486,0.5913733582454125,0.1148183409900712,0.5597502697703098,"{""CALTECH"": 0.5833, ""CMU"": 0.6667, ""KKI"": 0.8271, ""LEUVEN_1"": 0.2857, ""LEUVEN_2"": 0.637, ""MAX_MUN"": 0.4114, ""NYU"": 0.6507, ""OLIN"": 0.4852, ""PITT"": 0.6326, ""SBL"": 0.6143, ""SDSU"": 0.5136, ""STANFORD"": 0.6868, ""TRINITY"": 0.5913, ""UCLA_1"": 0.5676, ""UCLA_2"": 0.5692, ""UM_1"": 0.6507, ""UM_2"": 0.5962, ""USM"": 0.5709, ""YALE"": 0.6958}",0.04527296350943655,0.03714682111475698
M2,all3,A_RAW,logreg,0.6298707304719329,0.5927833689356736,0.5985324947589099,0.4681318681318681,0.717434869739479,0.5265760197775031,0.6016949152542372,358,141,242,213,0.6295164835164836,0.0298741068989804,0.5927629037629037,0.0360480877116792,0.5984954532929182,0.4681318681318681,0.7173939393939394,0.5256901092570891,0.6003993104830714,"[0.622527, 0.656923, 0.632967, 0.652747, 0.582418]","[0.001, 0.001, 0.001, 0.001, 0.001]",18.5,0.5920368208945364,0.6146446189792106,0.05351383069172,0.5737761236759232,0.5983659626946201,0.6142793019461276,0.1066412700384582,0.577105860071792,"{""CALTECH"": 0.651, ""CMU"": 0.7475, ""KKI"": 0.844, ""LEUVEN_1"": 0.4286, ""LEUVEN_2"": 0.6, ""MAX_MUN"": 0.5, ""NYU"": 0.6534, ""OLIN"": 0.4704, ""PITT"": 0.6737, ""SBL"": 0.619, ""SDSU"": 0.6273, ""STANFORD"": 0.7395, ""TRINITY"": 0.5496, ""UCLA_1"": 0.5508, ""UCLA_2"": 0.4538, ""UM_1"": 0.6507, ""UM_2"": 0.6615, ""USM"": 0.5718, ""YALE"": 0.6786}",0.03783390957739652,0.031504767777312814
