source,band,norm,clf,pooled_auc,pooled_bacc,pooled_acc,pooled_sens,pooled_spec,pooled_f1,pooled_prec,pooled_tn,pooled_fp,pooled_fn,pooled_tp,auc_mean,auc_sd,bacc_mean,bacc_sd,acc_mean,sens_mean,spec_mean,f1_mean,prec_mean,per_fold_auc,best_C,secs
M1,slow5,D_SUBJ_BAND_Z,logreg,0.6545486577550707,0.6029311369992734,0.6069182389937107,0.5164835164835165,0.6893787575150301,0.5562130177514792,0.6025641025641025,344,155,220,235,0.6566395826395827,0.0315131706431721,0.602918525918526,0.0346795841451266,0.6069054836042986,0.5164835164835165,0.6893535353535354,0.5562267519061623,0.6075227951872689,"[0.611099, 0.682967, 0.665934, 0.684725, 0.638473]","[0.01, 0.01, 0.01, 0.01, 0.01]",1.7
M1,classical,D_SUBJ_BAND_Z,logreg,0.6526415468299236,0.6260410931753617,0.629979035639413,0.5406593406593406,0.7114228456913828,0.5822485207100592,0.6307692307692307,355,144,209,246,0.6521860361860361,0.0143333443315628,0.626046842046842,0.005256727483772,0.6299807109396527,0.5406593406593407,0.7114343434343434,0.5811790354800156,0.6334724828166419,"[0.646044, 0.66978, 0.655604, 0.658022, 0.63148]","[0.01, 0.01, 0.01, 0.01, 0.01]",0.5
M2,slow5,D_SUBJ_BAND_Z,logreg,0.6342134819088727,0.6099451650553855,0.6142557651991615,0.5164835164835165,0.7034068136272545,0.5608591885441527,0.6135770234986945,351,148,220,235,0.6376674436674437,0.033953365553184,0.6099387279387279,0.021701004966487,0.6142463488564343,0.5164835164835164,0.7033939393939395,0.5609861840989192,0.6158347360939662,"[0.623736, 0.69, 0.651099, 0.620549, 0.602953]","[0.01, 0.01, 0.01, 0.1, 0.01]",0.5
M2,classical,D_SUBJ_BAND_Z,logreg,0.6199740139619899,0.5853487194168557,0.590146750524109,0.4813186813186813,0.6893787575150301,0.5283474065138721,0.5855614973262032,344,155,236,219,0.6216141636141636,0.0244059657334042,0.5853361083361083,0.0315285716453988,0.5900964453017361,0.4813186813186813,0.6893535353535354,0.5273768380149572,0.585511986952477,"[0.615495, 0.653077, 0.634396, 0.617802, 0.587302]","[0.01, 0.01, 0.01, 0.1, 0.01]",0.5
OLD,slow5,D_SUBJ_BAND_Z,logreg,0.6114955185095466,0.5908101918121957,0.5943396226415094,0.5142857142857142,0.6673346693386774,0.5473684210526316,0.585,333,166,221,234,0.6176465756465757,0.0450169361608097,0.5908297258297258,0.0221705193466352,0.5943235050978232,0.5142857142857142,0.6673737373737374,0.5468656798533102,0.5857908426965639,"[0.551319, 0.669121, 0.617363, 0.646923, 0.603508]","[0.1, 0.01, 0.1, 0.1, 0.01]",0.6
OLD,classical,D_SUBJ_BAND_Z,logreg,0.6169657997313307,0.5928780638199476,0.5953878406708596,0.5384615384615384,0.6472945891783567,0.5593607305936074,0.5819477434679335,323,176,210,245,0.6207579087579087,0.0393573163024464,0.592927738927739,0.0251777926451601,0.595420225957564,0.5384615384615385,0.6473939393939394,0.5594816461140442,0.5833498864357546,"[0.559341, 0.667802, 0.620659, 0.635275, 0.620713]","[10, 0.1, 0.1, 0.1, 0.1]",0.6
M1,slow5,F_TRAINFOLD_BAND_Z,linsvm,0.6442159043361447,0.5925895747539034,0.5985324947589099,0.4637362637362637,0.7214428857715431,0.5242236024844721,0.6028571428571429,360,139,244,211,0.6506568986568986,0.0281564925382312,0.5926055056055056,0.0275758711721382,0.598517497933315,0.4637362637362637,0.7214747474747475,0.5224105264351998,0.6122250719490083,"[0.610549, 0.652088, 0.653626, 0.68989, 0.647131]","[0.01, 0.001, 0.001, 0.001, 0.001]",1.7
M1,classical,F_TRAINFOLD_BAND_Z,linsvm,0.641049131229492,0.605001211213636,0.6111111111111112,0.4725274725274725,0.7374749498997996,0.5368289637952559,0.6213872832369942,368,131,240,215,0.6456743256743256,0.0088269610626509,0.6050314130314131,0.0191602629741796,0.6110884541195921,0.4725274725274725,0.7375353535353536,0.5335263789807888,0.6272689337204779,"[0.632637, 0.654725, 0.64967, 0.640989, 0.65035]","[0.01, 0.001, 0.001, 0.01, 0.001]",0.5
M2,slow5,F_TRAINFOLD_BAND_Z,linsvm,0.6454931841705389,0.600184985355326,0.6058700209643606,0.4769230769230769,0.7234468937875751,0.5358024691358024,0.6112676056338028,361,138,238,217,0.6464171384171384,0.0277590950487703,0.6001585081585082,0.0158413604908937,0.605841829705153,0.476923076923077,0.7233939393939395,0.5356934563150733,0.6118691581226792,"[0.64044, 0.676923, 0.664615, 0.645934, 0.604174]","[0.01, 0.01, 0.01, 0.01, 0.01]",0.5
M2,classical,F_TRAINFOLD_BAND_Z,linsvm,0.6190667048382479,0.5946266158691008,0.6016771488469602,0.4417582417582417,0.7474949899799599,0.5140664961636828,0.6146788990825688,373,126,254,201,0.6226651126651126,0.0298912026614453,0.5945558885558885,0.0449898302431534,0.6016037475888674,0.4417582417582418,0.7473535353535354,0.5128131678660308,0.6173714725967211,"[0.612857, 0.64, 0.641319, 0.644835, 0.574315]","[0.01, 0.01, 0.001, 0.01, 0.01]",0.6
OLD,slow5,F_TRAINFOLD_BAND_Z,linsvm,0.6215640071351494,0.5886784558127244,0.5943396226415094,0.4659340659340659,0.7114228456913828,0.5228113440197287,0.5955056179775281,355,144,243,212,0.6229084249084249,0.0523084336246091,0.5887246087246087,0.0468589714378927,0.5942904381372278,0.4659340659340659,0.7115151515151515,0.5195559473255393,0.5950175358225529,"[0.56022, 0.659121, 0.62033, 0.688791, 0.586081]","[0.01, 0.001, 0.01, 0.01, 0.001]",0.6
OLD,classical,F_TRAINFOLD_BAND_Z,linsvm,0.6104869078816975,0.5759430949811711,0.5807127882599581,0.4725274725274725,0.6793587174348698,0.5180722891566265,0.5733333333333334,339,160,240,215,0.6099555999555999,0.0364552653920832,0.576031413031413,0.0433241635226446,0.5806503168917058,0.4725274725274725,0.6795353535353535,0.5105434305563782,0.5706288448393713,"[0.572527, 0.652308, 0.621978, 0.631758, 0.571207]","[10, 0.01, 0.01, 1, 0.001]",0.6
M1,slow5,F_TRAINFOLD_BAND_Z,logreg,0.65287057631747,0.6066814948578475,0.6121593291404612,0.4879120879120879,0.7254509018036072,0.5454545454545454,0.6183844011142061,362,137,233,222,0.6543127983127983,0.024310709267793,0.6066732156732157,0.0241803062511243,0.6121576191788372,0.4879120879120878,0.7254343434343433,0.5445906083723651,0.6199147573026961,"[0.621429, 0.657253, 0.652198, 0.68978, 0.650905]","[0.01, 0.01, 0.01, 0.01, 0.01]",1.7
M1,classical,F_TRAINFOLD_BAND_Z,logreg,0.6456649562861988,0.6113677905261072,0.6163522012578616,0.5032967032967033,0.7194388777555111,0.5558252427184466,0.6205962059620597,359,140,226,229,0.6503933843933843,0.0094231624511558,0.6113958263958263,0.0182493714513238,0.6163405896941305,0.5032967032967034,0.7194949494949495,0.5542779940477588,0.6271069505017179,"[0.641758, 0.662637, 0.646044, 0.643297, 0.658231]","[0.1, 0.01, 0.01, 0.1, 0.01]",0.6
M2,slow5,F_TRAINFOLD_BAND_Z,logreg,0.6440969851791496,0.603351758461979,0.6079664570230608,0.5032967032967033,0.7034068136272545,0.5504807692307693,0.6074270557029178,351,148,226,229,0.6453033633033632,0.0259250705857576,0.6033352203352204,0.0170094095438515,0.6079360705428493,0.5032967032967033,0.7033737373737374,0.5501866630277024,0.6078605099002838,"[0.64022, 0.676374, 0.661538, 0.640659, 0.607726]","[0.1, 0.1, 0.1, 0.1, 0.1]",0.6
M2,classical,F_TRAINFOLD_BAND_Z,logreg,0.6175295646237531,0.591103085291462,0.5974842767295597,0.4527472527472527,0.7294589178356713,0.5175879396984925,0.6041055718475073,364,135,249,206,0.6215642135642135,0.0296913838214604,0.59100999000999,0.0436447362134166,0.5974097547533755,0.4527472527472527,0.7292727272727272,0.5164286418267185,0.6091151495898675,"[0.612198, 0.639231, 0.642088, 0.640989, 0.573316]","[0.1, 0.1, 0.01, 0.1, 0.1]",0.6
OLD,slow5,F_TRAINFOLD_BAND_Z,logreg,0.6290206787200776,0.5994406395207998,0.6037735849056604,0.5054945054945055,0.6933867735470942,0.548926014319809,0.6005221932114883,346,153,225,230,0.6305794205794205,0.0487317453945433,0.5994846264846265,0.0348458626674316,0.6037365665472583,0.5054945054945056,0.6934747474747475,0.5469213749855009,0.6022393331793658,"[0.572198, 0.669011, 0.624725, 0.68956, 0.597403]","[0.1, 0.01, 0.1, 0.1, 0.01]",0.6
OLD,classical,F_TRAINFOLD_BAND_Z,logreg,0.6220264705234645,0.5924266114646877,0.5964360587002097,0.5054945054945055,0.6793587174348698,0.5443786982248521,0.5897435897435898,339,160,225,230,0.6229381729381729,0.039264254185369,0.5924947274947275,0.0347421109185865,0.5963957012951226,0.5054945054945056,0.6794949494949495,0.540932181044383,0.5915771947350895,"[0.573187, 0.663626, 0.638242, 0.64967, 0.589966]","[1, 0.1, 0.1, 0.1, 0.01]",0.7
M1,slow4,A_RAW,linsvm,0.6260344865555286,0.6012178202558964,0.6048218029350105,0.5230769230769231,0.6793587174348698,0.5580304806565064,0.5979899497487438,339,160,217,238,0.6243911643911644,0.0147229833393663,0.6012051282051283,0.0172132596412657,0.6048112427666024,0.523076923076923,0.6793333333333333,0.5570388134187877,0.6007149411309023,"[0.641319, 0.633187, 0.621319, 0.623956, 0.602176]","[0.001, 0.001, 0.001, 0.001, 0.001]",1.7
M1,all3,A_RAW,linsvm,0.6413089916095929,0.6061948071968112,0.6090146750524109,0.545054945054945,0.6673346693386774,0.570771001150748,0.5990338164251208,333,166,207,248,0.6410993450993451,0.0260801335986165,0.6061638361638362,0.0214360518602882,0.6089942132818958,0.5450549450549451,0.6672727272727272,0.5708317014221931,0.6024930378086764,"[0.615934, 0.638901, 0.663297, 0.671758, 0.615607]","[0.001, 0.001, 0.001, 0.001, 0.001]",32.7
M2,slow4,A_RAW,linsvm,0.5944063952079984,0.5575524675725076,0.5628930817610063,0.4417582417582417,0.6733466933867736,0.4908424908424908,0.5521978021978022,336,163,254,201,0.5934474414474414,0.0359367837996207,0.5575255855255856,0.0356192492986688,0.5628602920914854,0.4417582417582418,0.6732929292929293,0.490946517770049,0.5532791391323255,"[0.589451, 0.613187, 0.594725, 0.632967, 0.536908]","[0.001, 0.001, 0.001, 0.001, 0.001]",0.6
M2,all3,A_RAW,linsvm,0.6100464665594926,0.5880948710608029,0.5911949685534591,0.5208791208791209,0.655310621242485,0.5486111111111112,0.5794621026894865,327,172,218,237,0.6103387723387723,0.0338538786371528,0.588025419025419,0.0278064932083566,0.5911600992008818,0.5208791208791208,0.6551717171717172,0.5485649200458094,0.5803862793746586,"[0.611099, 0.627473, 0.615824, 0.643297, 0.554002]","[0.001, 0.001, 0.001, 0.001, 0.001]",77.6
OLD,slow4,A_RAW,linsvm,0.6153493800788391,0.5827302957563478,0.5870020964360587,0.4901098901098901,0.6753507014028056,0.530952380952381,0.5792207792207792,337,162,232,223,0.6139269619269621,0.0297286577149728,0.5827418137418138,0.0195409560025471,0.5869771286855883,0.49010989010989,0.6753737373737374,0.5295064569864936,0.5805874011046426,"[0.607802, 0.648022, 0.617912, 0.628022, 0.567877]","[0.001, 0.001, 0.001, 0.001, 0.001]",0.5
OLD,all3,A_RAW,linsvm,0.6356228941399282,0.6012816842476161,0.6037735849056604,0.5472527472527473,0.655310621242485,0.5684931506849316,0.5914489311163895,327,172,206,249,0.6346231546231547,0.0400746647602417,0.6012425352425351,0.0445238363032026,0.6037475888674566,0.5472527472527473,0.6552323232323232,0.5679435160755162,0.5930747953298832,"[0.581648, 0.659341, 0.641648, 0.682198, 0.608281]","[0.001, 0.001, 0.001, 0.001, 0.001]",16.0
M1,slow4,A_RAW,logreg,0.6200929331189853,0.5915237067541677,0.5985324947589099,0.4395604395604395,0.7434869739478958,0.5108556832694764,0.6097560975609756,371,128,255,200,0.6221500721500721,0.0118184962465479,0.5914468864468864,0.0127677288599098,0.5985230090934142,0.4395604395604396,0.7433333333333333,0.5087381106575645,0.6113342907677222,"[0.634066, 0.627363, 0.622857, 0.623956, 0.602509]","[0.001, 0.001, 0.001, 0.001, 0.01]",2.0
M1,all3,A_RAW,logreg,0.6534651721024467,0.601638441718602,0.6058700209643606,0.5098901098901099,0.6933867735470942,0.5523809523809524,0.6025974025974026,346,153,223,232,0.6534749694749695,0.0176520835269232,0.6016319236319237,0.0319877533906614,0.6058418297051529,0.50989010989011,0.6933737373737373,0.5514752196322104,0.6062722697045795,"[0.635165, 0.661538, 0.653626, 0.678462, 0.638584]","[0.001, 0.001, 0.001, 0.001, 0.001]",13.6
M2,slow4,A_RAW,logreg,0.6139443722610056,0.58383139906186,0.5911949685534591,0.4241758241758241,0.7434869739478958,0.4974226804123711,0.6012461059190031,371,128,262,193,0.6141187701187701,0.0319666432667408,0.5838050838050837,0.0403668337320301,0.5911325434003858,0.4241758241758241,0.7434343434343434,0.4965664884224047,0.6006414249460736,"[0.599341, 0.632637, 0.631099, 0.642637, 0.56488]","[0.001, 0.001, 0.001, 0.001, 0.001]",2.1
M2,all3,A_RAW,logreg,0.6298707304719329,0.5927833689356736,0.5985324947589099,0.4681318681318681,0.717434869739479,0.5265760197775031,0.6016949152542372,358,141,242,213,0.6295164835164836,0.0298741068989804,0.5927629037629037,0.0360480877116792,0.5984954532929182,0.4681318681318681,0.7173939393939394,0.5256901092570891,0.6003993104830714,"[0.622527, 0.656923, 0.632967, 0.652747, 0.582418]","[0.001, 0.001, 0.001, 0.001, 0.001]",18.5
OLD,slow4,A_RAW,logreg,0.6134863132859125,0.5802418022858905,0.5849056603773585,0.4791208791208791,0.6813627254509018,0.5240384615384616,0.5782493368700266,340,159,237,218,0.6128169608169609,0.0313082391096427,0.5802473082473082,0.0281605711095715,0.5848608432074952,0.4791208791208791,0.6813737373737373,0.522063899599872,0.5781659475960954,"[0.608132, 0.645604, 0.620549, 0.627473, 0.562327]","[0.01, 0.01, 0.01, 0.01, 0.01]",0.9
OLD,all3,A_RAW,logreg,0.6251007509524544,0.5850580281442005,0.590146750524109,0.4747252747252747,0.6953907815631263,0.5249088699878494,0.5869565217391305,347,152,239,216,0.6307441447441446,0.0458587136506641,0.5851000111000111,0.027702582932798,0.5901240011022321,0.4747252747252747,0.6954747474747476,0.5231588812744761,0.5905286561948326,"[0.578462, 0.677363, 0.630659, 0.675385, 0.591853]","[0.01, 0.001, 0.001, 0.001, 0.001]",12.8
M1,slow4,B_SUBJ_JOINT_MINMAX,linsvm,0.6039243321808452,0.5725825276927481,0.5786163522012578,0.4417582417582417,0.7034068136272545,0.5,0.5759312320916905,351,148,254,201,0.6094296814296815,0.0175227764910545,0.5725255855255856,0.0234255251989108,0.5786111876550013,0.4417582417582418,0.7032929292929293,0.4967302309371216,0.5788237034684489,"[0.60989, 0.630989, 0.616813, 0.606484, 0.582973]","[0.01, 0.01, 0.1, 0.1, 0.1]",1.5
M1,all3,B_SUBJ_JOINT_MINMAX,linsvm,0.6463432359223942,0.5982448413310137,0.6027253668763103,0.5010989010989011,0.6953907815631263,0.5461077844311377,0.6,347,152,227,228,0.6475870795870795,0.0182420470768359,0.5982666222666222,0.031599504672239,0.6027445577294019,0.5010989010989011,0.6954343434343434,0.544320245512564,0.6023492990936319,"[0.625055, 0.662088, 0.640989, 0.67011, 0.639694]","[0.01, 0.01, 0.01, 0.01, 0.01]",4.3
M2,slow4,B_SUBJ_JOINT_MINMAX,linsvm,0.5949393292078663,0.5841859543262349,0.590146750524109,0.4549450549450549,0.7134268537074149,0.5142857142857142,0.5914285714285714,356,143,248,207,0.5996161616161616,0.0333259054542994,0.5841189921189922,0.0322911671797572,0.5900909341416367,0.4549450549450549,0.7132929292929293,0.513983289123679,0.5939985718306872,"[0.592418, 0.623626, 0.615714, 0.621978, 0.544345]","[0.1, 0.01, 0.01, 0.1, 0.1]",0.4
M2,all3,B_SUBJ_JOINT_MINMAX,linsvm,0.6220000440441322,0.5857693408795613,0.5911949685534591,0.4681318681318681,0.7034068136272545,0.5220588235294118,0.590027700831025,351,148,242,213,0.6241638361638362,0.0255676174129812,0.5857629037629037,0.0302342043012378,0.5911435657205841,0.4681318681318681,0.7033939393939393,0.5206533614029937,0.589330254224191,"[0.615824, 0.655824, 0.638022, 0.623736, 0.587413]","[0.01, 0.01, 0.01, 0.1, 0.01]",6.7
OLD,slow4,B_SUBJ_JOINT_MINMAX,linsvm,0.5858221938382259,0.5681847210905326,0.5712788259958071,0.5010989010989011,0.6352705410821643,0.5271676300578034,0.5560975609756098,317,182,227,228,0.5877580197580197,0.0297954354051325,0.5681959151959152,0.0320935628473173,0.571248277762469,0.5010989010989011,0.6352929292929292,0.5255118215118215,0.557942282942283,"[0.577582, 0.631978, 0.591758, 0.588132, 0.54934]","[1000, 0.1, 1, 10, 0.1]",0.4
OLD,all3,B_SUBJ_JOINT_MINMAX,linsvm,0.6242595080270431,0.6075205355766478,0.6111111111111112,0.5296703296703297,0.685370741482966,0.5650644783118406,0.6055276381909548,342,157,214,241,0.6275255855255855,0.0276535712843136,0.6075018315018315,0.015699734760947,0.611110498759989,0.5296703296703296,0.6853333333333332,0.5646577508398632,0.6083840174428248,"[0.58956, 0.662527, 0.620989, 0.644615, 0.619936]","[0.1, 0.01, 0.1, 0.1, 0.1]",4.4
M1,slow4,B_SUBJ_JOINT_MINMAX,logreg,0.6122222466911846,0.5857032746812305,0.589098532494759,0.512087912087912,0.6593186372745491,0.5431235431235432,0.5781637717121588,329,170,222,233,0.6103498723498724,0.0186655703644853,0.5856904206904208,0.0203049712140232,0.589082391843483,0.5120879120879122,0.6592929292929293,0.5425017048808229,0.5800934107133885,"[0.62011, 0.628901, 0.618462, 0.602747, 0.58153]","[1, 1, 1, 1, 1]",1.7
M1,all3,B_SUBJ_JOINT_MINMAX,logreg,0.6444317205840252,0.6018322359003722,0.6058700209643606,0.5142857142857142,0.6893787575150301,0.5545023696682464,0.6015424164524421,344,155,221,234,0.6453255633255633,0.0163270366710834,0.6018499278499279,0.0187003898130971,0.6058914301460457,0.5142857142857142,0.6894141414141415,0.5528480290708406,0.6039929507562752,"[0.621538, 0.663297, 0.643297, 0.657692, 0.640804]","[0.1, 0.1, 0.1, 0.1, 0.1]",2.3
M2,slow4,B_SUBJ_JOINT_MINMAX,logreg,0.5940496377370126,0.585187958334251,0.5911949685534591,0.4549450549450549,0.7154308617234469,0.5149253731343284,0.5931232091690545,357,142,248,207,0.5985729825729826,0.0360868831234909,0.585088689088689,0.0335277848338846,0.5911325434003858,0.4549450549450549,0.7152323232323232,0.514862547234342,0.5966803285654609,"[0.588901, 0.623297, 0.619451, 0.621978, 0.539239]","[0.1, 0.1, 0.1, 1, 1]",0.5
M2,all3,B_SUBJ_JOINT_MINMAX,logreg,0.6199696095487679,0.5809531150212512,0.5859538784067087,0.4725274725274725,0.6893787575150301,0.5212121212121212,0.581081081081081,344,155,240,215,0.6216239316239316,0.0266425474142226,0.580940503940504,0.0256993024390335,0.5859079636263435,0.4725274725274725,0.6893535353535354,0.5198558454695318,0.5806114672675841,"[0.617033, 0.652857, 0.636044, 0.620989, 0.581197]","[0.1, 0.1, 0.1, 1, 0.1]",2.9
OLD,slow4,B_SUBJ_JOINT_MINMAX,logreg,0.5806910524345393,0.5598779977537492,0.5628930817610063,0.4945054945054945,0.625250501002004,0.5190311418685121,0.5461165048543689,312,187,230,225,0.5843068043068043,0.0296907111956792,0.559889110889111,0.0292742250114278,0.5628713144116837,0.4945054945054945,0.6252727272727273,0.5167863864019017,0.5472811526557557,"[0.577143, 0.631319, 0.58, 0.584066, 0.549007]","[1000, 1, 1, 1000, 1]",0.6
OLD,all3,B_SUBJ_JOINT_MINMAX,logreg,0.6228192649034332,0.6034156224536986,0.6069182389937107,0.5274725274725275,0.6793587174348698,0.5614035087719298,0.6,339,160,215,240,0.6265592185592186,0.0304152597701038,0.6033928293928293,0.0201040022711133,0.6069165059244971,0.5274725274725274,0.6793131313131313,0.5610476735005037,0.6023078323342699,"[0.584945, 0.666923, 0.618681, 0.641978, 0.620269]","[1, 0.1, 1, 1, 1]",2.6
M1,slow4,C_SUBJ_BAND_MINMAX,linsvm,0.6138518795833425,0.5848003699707106,0.5911949685534591,0.4461538461538462,0.7234468937875751,0.5100502512562815,0.5953079178885631,361,138,252,203,0.6135546675546675,0.0154963800456777,0.5847839937839938,0.0249791375062746,0.5911656103609809,0.4461538461538462,0.7234141414141414,0.5080635278235738,0.5939559030976534,"[0.624286, 0.615714, 0.607253, 0.63, 0.590521]","[0.01, 0.01, 0.01, 0.01, 0.01]",1.8
M1,all3,C_SUBJ_BAND_MINMAX,linsvm,0.6467264198727124,0.6129181439802682,0.6163522012578616,0.5384615384615384,0.687374749498998,0.572429906542056,0.6109725685785536,343,156,210,245,0.6471466311466312,0.0142682641607677,0.612897435897436,0.0228377203922659,0.6163405896941306,0.5384615384615385,0.6873333333333332,0.572070048009991,0.6136646137977799,"[0.635604, 0.654066, 0.659231, 0.658571, 0.628261]","[0.01, 0.01, 0.01, 0.01, 0.01]",4.0
M2,slow4,C_SUBJ_BAND_MINMAX,linsvm,0.5997841837521196,0.5837983659626946,0.590146750524109,0.4461538461538462,0.7214428857715431,0.5094102885821832,0.5935672514619883,360,139,252,203,0.604904428904429,0.0330495695159729,0.5837031857031857,0.0322793651398568,0.5900854229815375,0.4461538461538462,0.7212525252525251,0.5098077039432181,0.5966001213847887,"[0.599121, 0.623297, 0.614176, 0.636813, 0.551116]","[0.01, 0.01, 0.01, 0.01, 0.1]",0.5
M2,all3,C_SUBJ_BAND_MINMAX,linsvm,0.6251139641921206,0.6001519522561607,0.6048218029350105,0.4989010989010989,0.7014028056112225,0.54632972322503,0.6037234042553191,350,149,228,227,0.6264300144300143,0.0244830523396098,0.6001475191475192,0.0233867845743788,0.6047836869661064,0.4989010989010988,0.7013939393939393,0.5454901557663393,0.6041008285712979,"[0.61978, 0.652637, 0.641538, 0.62956, 0.588634]","[0.01, 0.01, 0.01, 0.1, 0.01]",6.8
OLD,slow4,C_SUBJ_BAND_MINMAX,linsvm,0.5999823823471118,0.584377546301394,0.5870020964360587,0.5274725274725275,0.6412825651302605,0.5491990846681922,0.5727923627684964,320,179,215,240,0.6021114441114441,0.0289234605688622,0.5843322233322232,0.0291331369057916,0.5869605952052906,0.5274725274725275,0.6411919191919192,0.5482567090635312,0.5743606801695037,"[0.589451, 0.646593, 0.588681, 0.613626, 0.572206]","[1, 0.1, 0.1, 0.1, 0.1]",0.5
OLD,all3,C_SUBJ_BAND_MINMAX,linsvm,0.6213702129533792,0.6047413508335352,0.6090146750524109,0.512087912087912,0.6973947895791583,0.5554231227651967,0.6067708333333334,348,151,222,233,0.6260839160839161,0.0251098796767165,0.6047106227106227,0.0261559828187044,0.6090327914025903,0.5120879120879122,0.6973333333333332,0.5539601267430132,0.6084199888590426,"[0.59011, 0.649451, 0.616264, 0.65022, 0.624376]","[0.1, 0.01, 0.01, 0.01, 0.1]",4.3
M1,slow4,C_SUBJ_BAND_MINMAX,logreg,0.6127243497984982,0.5855755466977912,0.5911949685534591,0.4637362637362637,0.7074148296593187,0.5197044334975369,0.5910364145658263,353,146,244,211,0.6127570207570207,0.0165784751795234,0.5855651015651017,0.0252218720641144,0.5911656103609809,0.4637362637362637,0.7073939393939395,0.5178793310088102,0.5904313725490196,"[0.627143, 0.613846, 0.607912, 0.627582, 0.587302]","[0.1, 0.1, 0.1, 0.1, 0.1]",1.6
M1,all3,C_SUBJ_BAND_MINMAX,logreg,0.6446211103525733,0.6099121319562202,0.6132075471698113,0.5384615384615384,0.6813627254509018,0.570430733410943,0.6064356435643564,340,159,210,245,0.6451830391830391,0.0152255769035078,0.6098974358974358,0.0211165592761184,0.6131992284375861,0.5384615384615385,0.6813333333333333,0.5699119246788349,0.6090035202035029,"[0.633846, 0.654945, 0.66, 0.652637, 0.624487]","[0.1, 0.1, 0.1, 0.1, 0.1]",2.3
M2,slow4,C_SUBJ_BAND_MINMAX,logreg,0.5994802792397983,0.5839921601444648,0.590146750524109,0.4505494505494505,0.717434869739479,0.5118601747815231,0.5924855491329479,358,141,250,205,0.604857364857365,0.033369187886921,0.5838908868908869,0.0352872017625757,0.5900799118214384,0.4505494505494505,0.7172323232323233,0.5123285144757538,0.595799036644107,"[0.600769, 0.621978, 0.616154, 0.635824, 0.549562]","[0.1, 0.1, 0.1, 0.1, 1]",0.5
M2,all3,C_SUBJ_BAND_MINMAX,logreg,0.6239688167543879,0.5977273227774229,0.6016771488469602,0.512087912087912,0.6833667334669339,0.5508274231678487,0.5959079283887468,341,158,222,233,0.623036963036963,0.0229734317221274,0.5977308247308247,0.0282892266403375,0.6016368145494626,0.512087912087912,0.6833737373737374,0.5499505234162607,0.5953080352449966,"[0.621648, 0.63978, 0.64044, 0.628901, 0.584416]","[0.1, 1, 0.1, 1, 0.1]",3.1
OLD,slow4,C_SUBJ_BAND_MINMAX,logreg,0.5991895879671432,0.5802726331784448,0.5828092243186582,0.5252747252747253,0.6352705410821643,0.545662100456621,0.5676959619952494,317,182,216,239,0.6013257853257853,0.0288413356555956,0.5802333222333222,0.0287935518619713,0.582772113529898,0.5252747252747253,0.6351919191919192,0.5446154017201781,0.5688678239742555,"[0.583736, 0.646154, 0.588352, 0.613407, 0.574981]","[100, 1, 1, 1, 1]",0.5
OLD,all3,C_SUBJ_BAND_MINMAX,logreg,0.6166442775661213,0.5972428373229977,0.6016771488469602,0.5010989010989011,0.6933867735470942,0.5454545454545454,0.5984251968503937,346,153,227,228,0.6225241425241425,0.0265380782165633,0.5972565212565213,0.0276170741325635,0.6016698815100578,0.5010989010989011,0.6934141414141414,0.5439061214514445,0.5991046378166054,"[0.587912, 0.657473, 0.614835, 0.638681, 0.61372]","[1, 0.1, 0.1, 0.1, 0.1]",2.4
M1,slow4,D_SUBJ_BAND_Z,linsvm,0.6153405712523949,0.5788522099143342,0.5838574423480084,0.4703296703296703,0.687374749498998,0.5187878787878788,0.5783783783783784,343,156,241,214,0.6138175158175159,0.0267376928488649,0.5788315018315018,0.014362468738296,0.583841278589143,0.4703296703296703,0.6873333333333334,0.5175143688007122,0.5781780961981557,"[0.631209, 0.626374, 0.612088, 0.631319, 0.568099]","[0.001, 0.001, 0.001, 0.001, 0.001]",1.7
M1,all3,D_SUBJ_BAND_Z,linsvm,0.6546543636723997,0.6162148472769715,0.6194968553459119,0.545054945054945,0.687374749498998,0.5774155995343423,0.6138613861386139,343,156,207,248,0.6548247308247308,0.0275375453573313,0.6162143412143413,0.0169977602175854,0.6194929732708735,0.5450549450549451,0.6873737373737374,0.576840701487923,0.6170482440360878,"[0.628901, 0.66978, 0.679121, 0.675165, 0.621157]","[0.001, 0.001, 0.001, 0.001, 0.001]",13.4
M2,slow4,D_SUBJ_BAND_Z,linsvm,0.6127816071703847,0.5862868594331521,0.5922431865828093,0.4571428571428571,0.7154308617234469,0.5167701863354037,0.5942857142857143,357,142,247,208,0.6123833943833944,0.030082725185186,0.5862683982683983,0.0201837519345157,0.5922072196197299,0.4571428571428571,0.7153939393939395,0.5162361902814154,0.5941216351970798,"[0.601648, 0.634725, 0.621099, 0.639121, 0.565324]","[0.001, 0.001, 0.001, 0.001, 0.001]",0.5
M2,all3,D_SUBJ_BAND_Z,linsvm,0.6271091633817085,0.5928472329273933,0.5974842767295597,0.4923076923076923,0.6933867735470942,0.5384615384615384,0.5941644562334217,346,153,231,224,0.6269728049728049,0.0330432018024335,0.5928104118104118,0.0318544525045267,0.59744833287407,0.4923076923076923,0.6933131313131312,0.5387463022336061,0.5966226073453097,"[0.616593, 0.658352, 0.643516, 0.642088, 0.574315]","[0.001, 0.001, 0.001, 0.001, 0.001]",13.1
