host=node11.cognition.gla.alces.network job=1870621 git=1ece8166421fe83c97c0500573216704be0a88fc date=2026-08-22T01:35:22+01:00
fold done C=0.01 auc=0.4583
fold done C=0.001 auc=0.9192
fold done C=0.001 auc=0.7180
fold done C=0.01 auc=0.6276
fold done C=0.001 auc=0.6407
fold done C=0.001 auc=0.6003
fold done C=0.001 auc=0.6028
fold done C=0.001 auc=0.6000
fold done C=0.001 auc=0.6313
fold done C=0.01 auc=0.6048
fold done C=0.001 auc=0.6636
fold done C=0.01 auc=0.6974
fold done C=0.001 auc=0.5099
fold done C=0.01 auc=0.5704
fold done C=0.001 auc=0.4923
fold done C=0.001 auc=0.7644
fold done C=0.01 auc=0.4846
fold done C=0.001 auc=0.6136
fold done C=0.01 auc=0.6640
donor_H1_BN_s1_loso: AUC=0.6031
