host=node12.cognition.gla.alces.network job=1870619 git=1ece8166421fe83c97c0500573216704be0a88fc date=2026-08-22T01:35:22+01:00
fold done C=0.01 auc=0.4792
fold done C=0.01 auc=0.7980
fold done C=0.01 auc=0.7293
fold done C=0.01 auc=0.6786
fold done C=0.01 auc=0.6667
fold done C=0.01 auc=0.5569
fold done C=0.01 auc=0.6001
fold done C=0.01 auc=0.6111
fold done C=0.01 auc=0.5836
fold done C=0.01 auc=0.5524
fold done C=0.01 auc=0.6818
fold done C=0.01 auc=0.6921
fold done C=0.01 auc=0.5377
fold done C=0.01 auc=0.5909
fold done C=0.01 auc=0.5385
fold done C=0.001 auc=0.7296
fold done C=0.01 auc=0.5615
fold done C=0.01 auc=0.5982
fold done C=0.01 auc=0.6799
donor_H1_BN_s2_loso: AUC=0.6082
