unit,fold,fold_protocol,arm,arch,E,mode,spec,seed,D_in,status,verdict,head,probe_honest,svm_tr_enc,svm_tr_full,fused_auc,alpha_selected,delta_vs_svm_tr_enc,delta_vs_svm_tr_full,movement_max,clip_rate,best_epoch,total_steps,n_params,repr_dim_used,n_tr_enc,n_tr_probe,n_te,policy_hash,wall_s,node
s17_R1p_signed_fused_s1,site0,site,R1p,ROWMLP,signed,fused,fcrow_split,20260819,180,OK,OVERFIT,0.7124175824175825,0.6027472527472527,0.8221978021978023,0.8201098901098901,0.8221978021978023,1.0,0.0,0.002087912087912147,0.30439671874046326,0.045588235294117645,35,1360,19009,2880,610,153,191,798ed7790c1ddabc,41.1,node03.cognition.gla.alces.network
s17_R1p_signed_fused_s1,site1,site,R1p,ROWMLP,signed,fused,fcrow_split,20260819,180,OK,OVERFIT,0.6181379007465965,0.6027667984189724,0.708498023715415,0.6982872200263504,0.708498023715415,1.0,0.0,0.010210803689064685,0.3723149001598358,0.05570652173913043,42,1472,19009,2880,610,153,191,798ed7790c1ddabc,46.8,node03.cognition.gla.alces.network
s17_R1p_signed_fused_s1,site2,site,R1p,ROWMLP,signed,fused,fcrow_split,20260819,180,OK,OVERFIT,0.6458058849363197,0.5958498023715415,0.7154150197628458,0.7221124286341678,0.7171717171717172,0.95,0.0017566974088714105,-0.004940711462450564,0.5262975096702576,0.06140350877192982,64,1824,19009,2880,610,153,191,798ed7790c1ddabc,48.4,node05.cognition.gla.alces.network
s17_R1p_signed_fused_s2,lab0,lab,R1p,ROWMLP,signed,fused,fcrow_split,20260820,180,OK,OVERFIT,0.65989010989011,0.5996703296703297,0.7318681318681318,0.749010989010989,0.7147252747252748,0.4,-0.017142857142857015,-0.03428571428571414,0.22468960285186768,0.0546875,26,1280,19009,2880,610,153,191,798ed7790c1ddabc,45.5,node01.cognition.gla.alces.network
s17_R1p_signed_fused_s2,lab1,lab,R1p,ROWMLP,signed,fused,fcrow_split,20260820,180,OK,OVERFIT,0.7238461538461539,0.6868131868131868,0.794065934065934,0.7860439560439563,0.784945054945055,0.8,-0.009120879120879,-0.001098901098901317,0.5195118188858032,0.05773809523809524,55,1680,19009,2880,610,153,191,798ed7790c1ddabc,41.9,node05.cognition.gla.alces.network
s17_R1p_signed_fused_s2,lab2,lab,R1p,ROWMLP,signed,fused,fcrow_split,20260820,180,OK,OVERFIT,0.6909890109890111,0.625934065934066,0.7156043956043956,0.7224175824175824,0.7156043956043956,1.0,0.0,-0.006813186813186767,0.5310587882995605,0.060141509433962265,56,1696,19009,2880,610,153,191,798ed7790c1ddabc,45.7,node05.cognition.gla.alces.network
s17_R1p_signed_fused_s2,loso0,loso,R1p,ROWMLP,signed,fused,fcrow_split,20260820,180,OK,OVERFIT,0.7083333333333333,0.359375,0.546875,0.5885416666666667,0.546875,1.0,0.0,-0.04166666666666674,0.4868214428424835,0.0592797783933518,45,1805,19009,2880,740,186,28,798ed7790c1ddabc,60.1,node06.cognition.gla.alces.network
s17_R1p_signed_fused_s2,loso1,loso,R1p,ROWMLP,signed,fused,fcrow_split,20260820,180,OK,OVERFIT,0.8787878787878787,0.6666666666666666,0.8080808080808081,0.8181818181818181,0.8181818181818181,0.35,0.010101010101010055,0.0,0.49027419090270996,0.043859649122807015,46,1824,19009,2880,747,187,20,798ed7790c1ddabc,59.4,node01.cognition.gla.alces.network
s17_R1p_signed_fused_s2,loso2,loso,R1p,ROWMLP,signed,fused,fcrow_split,20260820,180,OK,OVERFIT,0.5977443609022557,0.5977443609022557,0.6541353383458647,0.6936090225563909,0.6578947368421053,0.65,0.003759398496240629,-0.03571428571428559,0.4573625326156616,0.06281833616298811,43,1767,19009,2880,725,182,47,798ed7790c1ddabc,53.2,node05.cognition.gla.alces.network
s17_R1p_signed_fused_s2,site0,site,R1p,ROWMLP,signed,fused,fcrow_split,20260820,180,OK,OVERFIT,0.7668131868131869,0.6382417582417583,0.8221978021978023,0.8201098901098901,0.8221978021978023,1.0,0.0,0.002087912087912147,0.24807748198509216,0.05,28,1280,19009,2880,610,153,191,798ed7790c1ddabc,44.8,node01.cognition.gla.alces.network
s17_R1p_signed_fused_s2,site1,site,R1p,ROWMLP,signed,fused,fcrow_split,20260820,180,OK,OVERFIT,0.6819279754062362,0.5831137461572244,0.708498023715415,0.6982872200263504,0.7063021519543259,0.75,-0.002195871761089152,0.008014931927975533,0.6256861090660095,0.07136194029850747,84,2144,19009,2880,610,153,191,798ed7790c1ddabc,49.7,node05.cognition.gla.alces.network
s17_R1p_signed_fused_s2,site2,site,R1p,ROWMLP,signed,fused,fcrow_split,20260820,180,OK,OVERFIT,0.6492094861660079,0.6354852876592009,0.7154150197628458,0.7221124286341678,0.7154150197628458,1.0,0.0,-0.006697408871321975,0.5617392063140869,0.06085526315789474,64,1824,19009,2880,610,153,191,798ed7790c1ddabc,48.2,node05.cognition.gla.alces.network
s17_R1s_signed_fused_s0,lab0,lab,R1s,ROWMLP,signed,fused,fcrow_signed,20260818,90,OK,OVERFIT,0.6712087912087912,0.6793406593406593,0.7318681318681318,0.749010989010989,0.7318681318681318,1.0,0.0,-0.017142857142857126,0.27959614992141724,0.0625,30,1280,13249,2880,610,153,191,798ed7790c1ddabc,45.9,node08.cognition.gla.alces.network
s17_R1s_signed_fused_s0,lab1,lab,R1s,ROWMLP,signed,fused,fcrow_signed,20260818,90,OK,OVERFIT,0.7257142857142856,0.7193406593406594,0.794065934065934,0.7860439560439563,0.7949450549450549,0.95,0.0008791208791208982,0.00890109890109858,0.5258347392082214,0.06377551020408163,48,1568,13249,2880,610,153,191,798ed7790c1ddabc,39.6,node08.cognition.gla.alces.network
s17_R1s_signed_fused_s0,lab2,lab,R1s,ROWMLP,signed,fused,fcrow_signed,20260818,90,OK,OVERFIT,0.7143956043956043,0.7092307692307692,0.7156043956043956,0.7224175824175824,0.7156043956043956,1.0,0.0,-0.006813186813186767,0.3145290017127991,0.057926829268292686,32,1312,13249,2880,610,153,191,798ed7790c1ddabc,43.6,node01.cognition.gla.alces.network
s17_R1s_signed_fused_s0,loso0,loso,R1s,ROWMLP,signed,fused,fcrow_signed,20260818,90,OK,OVERFIT,0.7083333333333333,0.328125,0.546875,0.5885416666666667,0.5364583333333334,0.95,-0.01041666666666663,-0.05208333333333337,0.5963096618652344,0.05784262636789995,51,1919,13249,2880,740,186,28,798ed7790c1ddabc,57.4,node02.cognition.gla.alces.network
s17_R1s_signed_fused_s0,loso1,loso,R1s,ROWMLP,signed,fused,fcrow_signed,20260818,90,OK,OVERFIT,0.8585858585858586,0.6565656565656566,0.8080808080808081,0.8181818181818181,0.7878787878787878,0.8,-0.02020202020202022,-0.030303030303030276,0.2232368290424347,0.05789473684210526,23,1520,13249,2880,747,187,20,798ed7790c1ddabc,59.1,node02.cognition.gla.alces.network
s17_R1s_signed_fused_s0,loso2,loso,R1s,ROWMLP,signed,fused,fcrow_signed,20260818,90,OK,OVERFIT,0.5902255639097744,0.5545112781954887,0.6541353383458647,0.6936090225563909,0.6672932330827068,0.75,0.013157894736842146,-0.02631578947368407,0.39536252617836,0.07441016333938294,37,1653,13249,2880,725,182,47,798ed7790c1ddabc,53.5,node02.cognition.gla.alces.network
s17_R1s_signed_fused_s0,site0,site,R1s,ROWMLP,signed,fused,fcrow_signed,20260818,90,OK,OVERFIT,0.7757142857142858,0.6328571428571428,0.8221978021978023,0.8201098901098901,0.8221978021978023,1.0,0.0,0.002087912087912147,0.37317144870758057,0.053052325581395346,36,1376,13249,2880,610,153,191,798ed7790c1ddabc,41.8,node01.cognition.gla.alces.network
s17_R1s_signed_fused_s0,site1,site,R1s,ROWMLP,signed,fused,fcrow_signed,20260818,90,OK,OVERFIT,0.775691699604743,0.5774044795783926,0.708498023715415,0.6982872200263504,0.7104743083003953,0.8,0.0019762845849802257,0.01218708827404491,0.5160634517669678,0.06760204081632654,48,1568,13249,2880,610,153,191,798ed7790c1ddabc,46.9,node01.cognition.gla.alces.network
s17_R1s_signed_fused_s0,site2,site,R1s,ROWMLP,signed,fused,fcrow_signed,20260818,90,OK,OVERFIT,0.6784145805884937,0.6170399648660518,0.7154150197628458,0.7221124286341678,0.7153052261747915,0.95,-0.00010979358805429662,-0.0068072024593762714,0.4106093645095825,0.06388888888888888,40,1440,13249,2880,610,153,191,798ed7790c1ddabc,47.5,node01.cognition.gla.alces.network
s17_R1s_signed_fused_s1,lab0,lab,R1s,ROWMLP,signed,fused,fcrow_signed,20260819,90,OK,OVERFIT,0.6607692307692308,0.6979120879120879,0.7318681318681318,0.749010989010989,0.7318681318681318,1.0,0.0,-0.017142857142857126,0.2669966518878937,0.06015625,29,1280,13249,2880,610,153,191,798ed7790c1ddabc,46.1,node02.cognition.gla.alces.network
s17_R1s_signed_fused_s1,lab1,lab,R1s,ROWMLP,signed,fused,fcrow_signed,20260819,90,OK,OVERFIT,0.7251648351648352,0.6815384615384615,0.794065934065934,0.7860439560439563,0.794065934065934,1.0,0.0,0.008021978021977683,0.6616948843002319,0.06587837837837837,61,1776,13249,2880,610,153,191,798ed7790c1ddabc,42.2,node05.cognition.gla.alces.network
s17_R1s_signed_fused_s1,lab2,lab,R1s,ROWMLP,signed,fused,fcrow_signed,20260819,90,OK,OVERFIT,0.6604395604395604,0.6327472527472529,0.7156043956043956,0.7224175824175824,0.7145054945054945,0.75,-0.001098901098901095,-0.007912087912087862,0.42607706785202026,0.06458333333333334,40,1440,13249,2880,610,153,191,798ed7790c1ddabc,45.4,node05.cognition.gla.alces.network
s17_R1s_signed_fused_s1,loso0,loso,R1s,ROWMLP,signed,fused,fcrow_signed,20260819,90,OK,OVERFIT,0.5572916666666666,0.33854166666666663,0.546875,0.5885416666666667,0.5364583333333334,0.8,-0.01041666666666663,-0.05208333333333337,0.8131411075592041,0.062348178137651825,80,2470,13249,2880,740,186,28,798ed7790c1ddabc,56.9,node05.cognition.gla.alces.network
s17_R1s_signed_fused_s1,loso1,loso,R1s,ROWMLP,signed,fused,fcrow_signed,20260819,90,OK,OVERFIT,0.7777777777777778,0.6464646464646465,0.8080808080808081,0.8181818181818181,0.8080808080808081,1.0,0.0,-0.010101010101010055,0.37564241886138916,0.06015037593984962,34,1596,13249,2880,747,187,20,798ed7790c1ddabc,58.6,node05.cognition.gla.alces.network
s17_R1s_signed_fused_s1,loso2,loso,R1s,ROWMLP,signed,fused,fcrow_signed,20260819,90,OK,OVERFIT,0.5789473684210527,0.6146616541353384,0.6541353383458647,0.6936090225563909,0.6635338345864661,0.8,0.009398496240601406,-0.03007518796992481,0.31715571880340576,0.07342430149447693,31,1539,13249,2880,725,182,47,798ed7790c1ddabc,52.6,node06.cognition.gla.alces.network
s17_R1s_signed_fused_s1,site0,site,R1s,ROWMLP,signed,fused,fcrow_signed,20260819,90,OK,OVERFIT,0.7532967032967033,0.6335164835164835,0.8221978021978023,0.8201098901098901,0.8221978021978023,1.0,0.0,0.002087912087912147,0.35729968547821045,0.060294117647058824,35,1360,13249,2880,610,153,191,798ed7790c1ddabc,40.7,node05.cognition.gla.alces.network
s17_R1s_signed_fused_s1,site1,site,R1s,ROWMLP,signed,fused,fcrow_signed,20260819,90,OK,OVERFIT,0.692907334211682,0.5144927536231885,0.708498023715415,0.6982872200263504,0.6942248572683355,0.65,-0.014273166447079544,-0.004062362758014859,0.45264437794685364,0.06589673913043478,42,1472,13249,2880,610,153,191,798ed7790c1ddabc,45.4,node05.cognition.gla.alces.network
s17_R1s_signed_fused_s1,site2,site,R1s,ROWMLP,signed,fused,fcrow_signed,20260819,90,OK,OVERFIT,0.6171497584541062,0.6477821695213,0.7154150197628458,0.7221124286341678,0.7169521299956083,0.9,0.0015371102327624842,-0.005160298638559491,0.5491408705711365,0.068125,50,1600,13249,2880,610,153,191,798ed7790c1ddabc,47.7,node05.cognition.gla.alces.network
s17_R1s_signed_fused_s2,lab0,lab,R1s,ROWMLP,signed,fused,fcrow_signed,20260820,90,OK,OVERFIT,0.6602197802197802,0.6852747252747252,0.7318681318681318,0.749010989010989,0.7318681318681318,1.0,0.0,-0.017142857142857126,0.2927398979663849,0.06402439024390244,32,1312,13249,2880,610,153,191,798ed7790c1ddabc,46.9,node06.cognition.gla.alces.network
s17_R1s_signed_fused_s2,lab1,lab,R1s,ROWMLP,signed,fused,fcrow_signed,20260820,90,OK,OVERFIT,0.7538461538461539,0.67,0.794065934065934,0.7860439560439563,0.7943956043956044,0.95,0.0003296703296704617,0.008351648351648144,0.3454285264015198,0.06102941176470588,35,1360,13249,2880,610,153,191,798ed7790c1ddabc,41.5,node06.cognition.gla.alces.network
s17_R1s_signed_fused_s2,lab2,lab,R1s,ROWMLP,signed,fused,fcrow_signed,20260820,90,OK,OVERFIT,0.668021978021978,0.6340659340659341,0.7156043956043956,0.7224175824175824,0.7223076923076922,0.75,0.006703296703296613,-0.00010989010989015391,0.36811912059783936,0.0603448275862069,37,1392,13249,2880,610,153,191,798ed7790c1ddabc,47.4,node06.cognition.gla.alces.network
s17_R1s_signed_fused_s2,loso0,loso,R1s,ROWMLP,signed,fused,fcrow_signed,20260820,90,OK,OVERFIT,0.6927083333333334,0.28125,0.546875,0.5885416666666667,0.546875,0.95,0.0,-0.04166666666666674,0.6348116993904114,0.06000983767830792,57,2033,13249,2880,740,186,28,798ed7790c1ddabc,57.3,node03.cognition.gla.alces.network
s17_R1s_signed_fused_s2,loso1,loso,R1s,ROWMLP,signed,fused,fcrow_signed,20260820,90,OK,OVERFIT,0.8080808080808081,0.6666666666666666,0.8080808080808081,0.8181818181818181,0.797979797979798,0.9,-0.010101010101010055,-0.02020202020202011,0.48863524198532104,0.05432937181663837,43,1767,13249,2880,747,187,20,798ed7790c1ddabc,58.8,node03.cognition.gla.alces.network
s17_R1s_signed_fused_s2,loso2,loso,R1s,ROWMLP,signed,fused,fcrow_signed,20260820,90,OK,OVERFIT,0.5582706766917294,0.618421052631579,0.6541353383458647,0.6936090225563909,0.6541353383458647,1.0,0.0,-0.039473684210526216,0.46542271971702576,0.06508205998868138,43,1767,13249,2880,725,182,47,798ed7790c1ddabc,53.5,node03.cognition.gla.alces.network
s17_R1s_signed_fused_s2,site0,site,R1s,ROWMLP,signed,fused,fcrow_signed,20260820,90,OK,OVERFIT,0.7948351648351648,0.6735164835164835,0.8221978021978023,0.8201098901098901,0.8221978021978023,1.0,0.0,0.002087912087912147,0.5728475451469421,0.055424528301886794,56,1696,13249,2880,610,153,191,798ed7790c1ddabc,42.6,node06.cognition.gla.alces.network
s17_R1s_signed_fused_s2,site1,site,R1s,ROWMLP,signed,fused,fcrow_signed,20260820,90,OK,OVERFIT,0.6853315766359245,0.5884936319718929,0.708498023715415,0.6982872200263504,0.7138779095300833,0.8,0.005379885814668306,0.01559068950373299,0.5324578285217285,0.06553398058252427,53,1648,13249,2880,610,153,191,798ed7790c1ddabc,47.6,node06.cognition.gla.alces.network
s17_R1s_signed_fused_s2,site2,site,R1s,ROWMLP,signed,fused,fcrow_signed,20260820,90,OK,OVERFIT,0.6631532718489239,0.6424022837066315,0.7154150197628458,0.7221124286341678,0.7154150197628458,1.0,0.0,-0.006697408871321975,0.5346574783325195,0.061887254901960786,52,1632,13249,2880,610,153,191,798ed7790c1ddabc,45.2,node06.cognition.gla.alces.network
