host,time,slurm_job,slurm_array,git_head,git_dirty,python,torch,cuda_available,device_name,base_seed,unit,seed,path,branch,device,secs,h_dim,z_dim
node10.cognition.gla.alces.network,2026-08-19T02:56:26,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,14,O,C,cpu,0.85,32,32
node11.cognition.gla.alces.network,2026-08-19T02:56:42,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,14,O,D,cpu,1.99,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:27,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,14,P,B,cpu,0.76,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:27,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,14,P,C,cpu,0.82,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:25,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,14,P,D,cpu,0.71,32,32
node11.cognition.gla.alces.network,2026-08-19T02:56:44,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,15,C,B,cpu,1.94,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:27,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,15,C,C,cpu,0.88,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:27,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,15,C,D,cpu,0.88,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:26,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,15,O,B,cpu,0.84,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:26,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,15,O,C,cpu,0.84,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:27,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,15,O,D,cpu,0.82,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:26,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,15,P,B,cpu,0.69,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:28,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,15,P,C,cpu,0.78,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:28,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,15,P,D,cpu,0.82,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:29,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,16,C,B,cpu,1.64,32,32
node11.cognition.gla.alces.network,2026-08-19T02:56:46,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,16,C,C,cpu,1.81,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:28,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,16,C,D,cpu,0.87,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:29,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,16,O,B,cpu,0.97,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:27,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,16,O,C,cpu,0.85,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:27,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,16,O,D,cpu,0.84,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:27,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,16,P,B,cpu,0.69,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:27,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,16,P,C,cpu,0.67,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:29,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,16,P,D,cpu,0.78,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:28,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,17,C,B,cpu,0.84,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:30,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,17,C,C,cpu,1.22,32,32
node11.cognition.gla.alces.network,2026-08-19T02:56:48,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,17,C,D,cpu,2.06,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:30,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,17,O,B,cpu,0.91,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:30,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,17,O,C,cpu,0.93,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:28,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,17,O,D,cpu,0.87,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:28,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,17,P,B,cpu,0.7,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:28,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,17,P,C,cpu,0.7,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:28,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,17,P,D,cpu,0.67,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:29,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,18,C,B,cpu,0.85,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:29,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,18,C,C,cpu,0.84,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:31,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,18,C,D,cpu,0.92,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:29,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,18,O,B,cpu,0.83,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:31,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,18,O,C,cpu,0.94,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:31,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,18,O,D,cpu,1.01,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:29,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,18,P,B,cpu,0.69,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:29,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,18,P,C,cpu,0.69,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:29,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,18,P,D,cpu,0.72,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:32,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,19,C,B,cpu,0.95,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:29,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,19,C,C,cpu,0.82,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:29,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,19,C,D,cpu,0.84,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:29,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,19,O,B,cpu,0.86,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:30,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,19,O,C,cpu,0.83,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:32,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,19,O,D,cpu,0.89,32,32
node11.cognition.gla.alces.network,2026-08-19T02:56:50,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,19,P,B,cpu,1.43,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:30,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,19,P,C,cpu,0.69,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:30,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,19,P,D,cpu,0.7,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:33,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,20,C,B,cpu,0.96,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:33,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,20,C,C,cpu,1.01,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:30,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,20,C,D,cpu,0.83,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:30,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,20,O,B,cpu,0.86,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:30,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,20,O,C,cpu,0.88,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:30,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,20,O,D,cpu,0.83,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:32,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,20,P,B,cpu,0.63,32,32
node11.cognition.gla.alces.network,2026-08-19T02:56:51,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,20,P,C,cpu,1.52,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:30,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,20,P,D,cpu,0.68,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:31,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,21,C,B,cpu,0.84,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:34,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,21,C,C,cpu,0.94,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:34,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,21,C,D,cpu,1.02,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:31,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,21,O,B,cpu,0.87,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:31,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,21,O,C,cpu,0.83,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:31,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,21,O,D,cpu,0.93,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:30,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,21,P,B,cpu,0.67,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:32,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,21,P,C,cpu,0.63,32,32
node11.cognition.gla.alces.network,2026-08-19T02:56:53,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,21,P,D,cpu,1.53,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:32,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,22,C,B,cpu,0.89,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:32,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,22,C,C,cpu,0.84,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:35,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,22,C,D,cpu,0.92,32,32
node11.cognition.gla.alces.network,2026-08-19T02:56:55,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,22,O,B,cpu,2.02,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:32,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,22,O,C,cpu,0.86,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:32,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,22,O,D,cpu,0.88,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:31,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,22,P,B,cpu,0.65,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:31,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,22,P,C,cpu,0.67,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:33,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,22,P,D,cpu,0.64,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:33,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,23,C,B,cpu,0.88,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:33,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,23,C,C,cpu,0.88,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:33,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,23,C,D,cpu,0.82,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:34,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,23,O,B,cpu,1.24,32,32
node11.cognition.gla.alces.network,2026-08-19T02:56:57,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,23,O,C,cpu,2.01,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:33,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,23,O,D,cpu,0.89,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:35,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,23,P,B,cpu,0.82,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:32,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,23,P,C,cpu,0.69,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:32,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,23,P,D,cpu,0.67,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:34,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,24,C,B,cpu,0.91,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:34,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,24,C,C,cpu,0.87,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:34,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,24,C,D,cpu,0.89,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:32,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,24,O,B,cpu,0.84,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:35,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,24,O,C,cpu,0.8,32,32
node11.cognition.gla.alces.network,2026-08-19T02:56:59,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,24,O,D,cpu,2.2,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:36,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,24,P,B,cpu,0.77,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:36,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,24,P,C,cpu,0.82,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:32,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,24,P,D,cpu,0.69,32,32
node11.cognition.gla.alces.network,2026-08-19T02:57:01,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,25,C,B,cpu,2.17,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:35,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,25,C,C,cpu,0.91,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:35,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,25,C,D,cpu,0.89,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:33,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,25,O,B,cpu,0.86,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:33,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,25,O,C,cpu,0.84,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:36,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,25,O,D,cpu,0.79,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:34,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,25,P,B,cpu,0.67,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:36,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,25,P,C,cpu,0.78,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:37,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,25,P,D,cpu,0.8,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:37,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,26,C,B,cpu,0.79,32,32
node11.cognition.gla.alces.network,2026-08-19T02:57:04,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,26,C,C,cpu,2.2,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:36,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,26,C,D,cpu,0.9,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:38,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,26,O,B,cpu,0.97,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:34,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,26,O,C,cpu,0.85,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:34,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,26,O,D,cpu,0.84,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:35,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,26,P,B,cpu,0.71,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:35,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,26,P,C,cpu,0.67,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:37,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,26,P,D,cpu,0.77,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:35,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,27,C,B,cpu,0.84,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:38,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,27,C,C,cpu,0.82,32,32
node11.cognition.gla.alces.network,2026-08-19T02:57:06,1869345,1,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,27,C,D,cpu,2.09,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:38,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,27,O,B,cpu,0.97,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:39,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,27,O,C,cpu,1.0,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:35,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,27,O,D,cpu,0.84,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:36,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,27,P,B,cpu,0.71,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:36,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,27,P,C,cpu,0.7,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:35,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,27,P,D,cpu,0.67,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:36,1869352,8,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,28,C,B,cpu,0.84,32,32
node14.cognition.gla.alces.network,2026-08-19T02:56:36,1869340,9,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,28,C,C,cpu,0.84,32,32
node10.cognition.gla.alces.network,2026-08-19T02:56:39,1869344,0,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,28,C,D,cpu,0.81,32,32
node16.cognition.gla.alces.network,2026-08-19T02:56:36,1869349,5,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,28,O,B,cpu,0.83,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:39,1869350,6,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,28,O,C,cpu,0.97,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:40,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,28,O,D,cpu,0.96,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:37,1869346,2,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,28,P,B,cpu,0.69,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:36,1869347,3,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,28,P,C,cpu,0.73,32,32
node09.cognition.gla.alces.network,2026-08-19T02:56:36,1869348,4,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,28,P,D,cpu,0.69,32,32
node15.cognition.gla.alces.network,2026-08-19T02:56:41,1869351,7,72accecb86b496557734031a1ba1a9e0825f79c6,,3.12.13,2.5.0+cu121,False,,20260818,J3a,29,C,B,cpu,0.88,32,32
