file_id,T,tr,min_valid_vox,OLD_max_abs,OLD_max_rel,OLD_mean_abs,M1_max_abs,M1_max_rel,M1_mean_abs,M2_max_abs,M2_max_rel,M2_mean_abs
CMU_b_0050661,316,1.5,28,2.6645352591003757e-15,7.400615481573539e-16,2.426042905662379e-16,3.552713678800501e-15,4.903099922920746e-16,2.7878933729476153e-16,3.552713678800501e-15,4.969080078251792e-16,5.197488530097029e-16
KKI_0050774,152,2.5,62,2.6645352591003757e-15,4.269915637377424e-16,2.590520390792032e-16,2.6645352591003757e-15,4.0871377203547906e-16,2.680983007613341e-16,7.105427357601002e-15,3.852539680940525e-16,7.335695836782516e-16
KKI_0050812,152,2.5,62,3.552713678800501e-15,4.788605290630064e-16,3.692519541160706e-16,5.329070518200751e-15,3.8202912705787317e-16,4.5395785895784175e-16,7.105427357601002e-15,4.3067522743501083e-16,9.737067119675447e-16
Leuven_1_0050702,246,1.6664999723434448,62,3.552713678800501e-15,5.613023818710981e-16,3.499258496133364e-16,3.552713678800501e-15,5.89818238866692e-16,3.3388929481319524e-16,7.105427357601002e-15,4.409336483507568e-16,5.78960747656378e-16
Leuven_2_0050748,246,1.6661800146102903,62,1.7763568394002505e-15,5.124028449116981e-16,2.7632217501781674e-16,2.6645352591003757e-15,4.45533894444669e-16,2.886579864025407e-16,3.552713678800501e-15,4.431484574228051e-16,4.736951571734001e-16
MaxMun_c_0051334,116,3.0,62,3.552713678800501e-15,5.835633612605976e-16,3.297773576849539e-16,3.552713678800501e-15,4.180214255857164e-16,3.026385726385612e-16,7.105427357601002e-15,4.41179152352605e-16,8.487038232690086e-16
NYU_0050958,176,2.0,56,3.552713678800501e-15,5.46782229843484e-16,4.366877230192282e-16,3.552713678800501e-15,4.3397418080908845e-16,4.2270713678320774e-16,7.105427357601002e-15,4.391692628968345e-16,8.914679694027183e-16
NYU_0050994,176,2.0,18,1.7763568394002505e-15,4.223920753115276e-16,3.0315256477959136e-16,2.6645352591003757e-15,4.0367953304543935e-16,3.503370433261605e-16,7.105427357601002e-15,4.714905314181337e-16,8.733754460384564e-16
NYU_0051030,176,2.0,62,5.329070518200751e-15,4.4398576098069405e-16,5.954084961693432e-16,3.552713678800501e-15,4.251471270471311e-16,5.740264231024883e-16,1.0658141036401503e-14,6.190075971782738e-16,1.0723932030453365e-15
NYU_0051065,176,2.0,62,3.552713678800501e-15,5.247041743468302e-16,3.4170197535685375e-16,1.7763568394002505e-15,3.553968896107463e-16,2.6645352591003756e-16,8.881784197001252e-15,5.773706760512193e-16,9.539694137519865e-16
NYU_0051098,176,2.0,62,2.6645352591003757e-15,3.9314211540179553e-16,4.2270713678320774e-16,3.552713678800501e-15,3.8667071653742206e-16,5.131697536045168e-16,7.105427357601002e-15,4.745088092872195e-16,1.0658141036401502e-15
NYU_0051150,176,2.0,25,1.7763568394002505e-15,4.409118907356009e-16,3.5300980245951736e-16,3.552713678800501e-15,3.813080437714129e-16,4.161280373780216e-16,7.105427357601002e-15,4.3746763676595947e-16,1.0691036533427433e-15
Olin_0050128,206,1.5,62,3.552713678800501e-15,4.3472232490984594e-16,3.100400594693956e-16,2.6645352591003757e-15,3.8242152938074353e-16,3.20731096002823e-16,5.329070518200751e-15,4.0009061275999504e-16,8.552829226741946e-16
Pitt_0050028,196,1.5,62,3.552713678800501e-15,3.7595568151752925e-16,3.659624044134775e-16,3.552713678800501e-15,4.3386824311069195e-16,4.424444349987661e-16,7.105427357601002e-15,4.652030171440827e-16,8.552829226741946e-16
SBL_0051556,196,2.200000047683716,62,3.552713678800501e-15,4.2748272110061494e-16,5.320846643944269e-16,7.105427357601002e-15,4.77174541214299e-16,7.056084112062106e-16,1.0658141036401503e-14,4.758126683487721e-16,1.1250259982868252e-15
SDSU_0050186,176,2.0,62,3.552713678800501e-15,4.568444675863715e-16,4.2270713678320774e-16,3.552713678800501e-15,4.330020352842043e-16,4.144832625267251e-16,7.105427357601002e-15,4.547193772676248e-16,7.960710280275196e-16
