file_id,T,tr,min_valid_vox,OLD_max_abs,OLD_max_rel,OLD_mean_abs,M1_max_abs,M1_max_rel,M1_mean_abs,M2_max_abs,M2_max_rel,M2_mean_abs
Caltech_0051458,146,2.0,47,1.3322676295501878e-15,6.779363708604858e-16,1.6992580182457256e-16,1.7763568394002505e-15,4.459335921861287e-16,1.8914910789910075e-16,5.329070518200751e-15,4.89858890355937e-16,4.736951571734001e-16
KKI_0050777,152,2.5,62,2.6645352591003757e-15,4.508766798589517e-16,3.462251061979192e-16,3.552713678800501e-15,5.274394716937612e-16,3.4046839421838136e-16,5.329070518200751e-15,3.821102456299547e-16,6.743576890315766e-16
KKI_0050816,124,2.5,62,3.552713678800501e-15,4.073450080465554e-16,3.2155348342847127e-16,3.552713678800501e-15,4.4207460723530197e-16,3.7007434154171886e-16,7.105427357601002e-15,4.064079541480249e-16,8.947575191053113e-16
Leuven_1_0050705,246,1.666790008544922,4,3.552713678800501e-15,4.461050072391195e-16,2.937336587952136e-16,3.552713678800501e-15,5.377795825575008e-16,3.848773152033876e-16,3.552713678800501e-15,4.2455524221432626e-16,5.41953313502206e-16
Leuven_2_0050751,246,1.651039958000183,62,1.7763568394002505e-15,4.84306550054353e-16,3.1415199659763687e-16,3.552713678800501e-15,5.905901391135767e-16,3.618504672852362e-16,7.105427357601002e-15,4.049409345485489e-16,7.00674086652321e-16
MaxMun_c_0051338,116,3.0,62,2.6645352591003757e-15,4.941984152275291e-16,3.3471168223884347e-16,3.552713678800501e-15,4.559616560346852e-16,3.305997451106022e-16,7.105427357601002e-15,4.472018787004649e-16,1.0592350042349642e-15
NYU_0050961,176,2.0,62,3.552713678800501e-15,4.4052717556914894e-16,2.5740726422790665e-16,1.7763568394002505e-15,3.7038787825524353e-16,3.322445199618987e-16,7.105427357601002e-15,4.2510700533305467e-16,8.355456244586364e-16
NYU_0050997,176,2.0,62,3.552713678800501e-15,3.9417262389410036e-16,3.8569970262903584e-16,3.552713678800501e-15,4.948734098472618e-16,4.556026338091383e-16,1.0658141036401503e-14,4.965481651809722e-16,1.342136278657967e-15
NYU_0051034,176,2.0,62,2.6645352591003757e-15,5.545424686350778e-16,4.350429481679317e-16,3.552713678800501e-15,4.431620757492593e-16,3.273101954080091e-16,7.105427357601002e-15,4.617928933240281e-16,1.0723932030453365e-15
NYU_0051068,176,2.0,62,2.6645352591003757e-15,5.092592107482441e-16,3.0757289719245075e-16,3.552713678800501e-15,2.9354091132556974e-16,2.5987442650485144e-16,8.881784197001252e-15,5.826152495813632e-16,1.0723932030453365e-15
NYU_0051101,176,2.0,62,2.6645352591003757e-15,4.2517701562003006e-16,3.0592812234115424e-16,3.552713678800501e-15,4.347351821424803e-16,3.9063402718292546e-16,7.105427357601002e-15,4.6017820529889165e-16,9.86864910777917e-16
NYU_0051153,176,2.0,62,3.552713678800501e-15,6.07450750637643e-16,4.473787595526556e-16,2.6645352591003757e-15,4.926125487853595e-16,2.977042480846716e-16,7.105427357601002e-15,4.401370573940578e-16,8.618620220793807e-16
Olin_0050131,206,1.5,61,1.7763568394002505e-15,4.3591402254964586e-16,2.4918338997142403e-16,2.6645352591003757e-15,4.666082144055007e-16,2.61519201356148e-16,5.329070518200751e-15,3.8871201700433226e-16,7.368591333808446e-16
Pitt_0050031,196,1.5,62,1.7763568394002505e-15,4.092466399609348e-16,3.1497438402328515e-16,3.552713678800501e-15,4.753428305081337e-16,3.322445199618987e-16,7.105427357601002e-15,5.205952419994961e-16,7.697546304067752e-16
SBL_0051560,196,2.200000047683716,62,3.552713678800501e-15,4.432798034712623e-16,2.3643638487387594e-16,3.552713678800501e-15,4.3620207079253087e-16,2.4836100254577575e-16,5.329070518200751e-15,5.287105497335604e-16,6.940949872471349e-16
SDSU_0050189,176,2.0,62,1.7763568394002505e-15,4.240450416631249e-16,2.7796694986911325e-16,3.552713678800501e-15,4.1834778667216625e-16,2.3931474086364484e-16,3.552713678800501e-15,5.385320003634777e-16,5.954084961693432e-16
Stanford_0051167,177,2.0,62,3.552713678800501e-15,4.466258942771441e-16,4.2270713678320774e-16,3.552713678800501e-15,4.3881872006379896e-16,4.852085811324758e-16,5.329070518200751e-15,3.8937743303255304e-16,8.190978759456711e-16
Trinity_0050232,146,2.0,62,3.552713678800501e-15,4.706294361518038e-16,4.3956607900899716e-16,3.552713678800501e-15,3.9277773199061093e-16,3.8323254035209106e-16,7.105427357601002e-15,5.076193012608823e-16,9.210739167260557e-16
Trinity_0050270,146,2.0,57,3.552713678800501e-15,4.2929472483058054e-16,4.0954893797283555e-16,3.552713678800501e-15,3.2737341643793217e-16,4.2106236193191124e-16,7.105427357601002e-15,4.354185822944293e-16,6.315935428978669e-16
UCLA_1_0051222,116,3.0,62,1.7763568394002505e-15,4.0494841723803945e-16,2.590520390792032e-16,2.6645352591003757e-15,4.475884459383277e-16,3.116848343206921e-16,5.329070518200751e-15,5.221426682896604e-16,5.986980458719362e-16
UCLA_1_0051267,116,3.0,62,2.6645352591003757e-15,5.242186289860511e-16,3.018161852129129e-16,3.552713678800501e-15,4.0466824017675345e-16,3.4540271877227093e-16,5.329070518200751e-15,3.6999067155411633e-16,6.052771452771224e-16
UCLA_2_0051312,116,3.0,62,3.552713678800501e-15,5.259208283405617e-16,2.4671622769447924e-16,3.552713678800501e-15,4.919033687560659e-16,2.7385501274087196e-16,5.329070518200751e-15,5.433042604295444e-16,5.526443500356335e-16
UM_1_0050302,296,2.0,62,5.329070518200751e-15,7.314557066642588e-16,4.490235344039522e-16,3.552713678800501e-15,4.2270350230220625e-16,4.506683092552487e-16,7.105427357601002e-15,4.189425923867421e-16,7.500173321912169e-16
UM_1_0050341,296,2.0,62,2.6645352591003757e-15,4.783113191509805e-16,2.224557986378554e-16,1.7763568394002505e-15,4.1337710496479344e-16,1.9572820730428687e-16,5.329070518200751e-15,4.2924230078575706e-16,4.934324553889585e-16
UM_1_0050373,296,2.0,62,3.552713678800501e-15,5.768625501183268e-16,3.988579014394081e-16,1.7763568394002505e-15,3.741930472259003e-16,4.194175870806147e-16,5.329070518200751e-15,4.871429034384112e-16,6.447517417082391e-16
UM_2_0050418,296,2.0,62,3.552713678800501e-15,6.303999260425853e-16,4.0050267629070464e-16,3.552713678800501e-15,5.227224673296709e-16,3.0757289719245075e-16,5.329070518200751e-15,3.619085398496082e-16,6.579099405186112e-16
USM_0050469,236,2.0,62,1.7763568394002505e-15,4.426441979418128e-16,2.4671622769447924e-16,1.7763568394002505e-15,4.390777433158794e-16,2.5740726422790665e-16,5.329070518200751e-15,4.2029820090646476e-16,7.697546304067752e-16
USM_0050516,236,2.0,62,2.6645352591003757e-15,5.571290415591383e-16,2.9605947323337506e-16,1.7763568394002505e-15,4.254269021485401e-16,2.92769923530782e-16,7.105427357601002e-15,4.585109187706658e-16,9.013366185104975e-16
Yale_0050569,196,2.0,62,1.7763568394002505e-15,4.398866195115005e-16,2.224557986378554e-16,1.7763568394002505e-15,3.665856718332561e-16,2.080640186890108e-16,3.552713678800501e-15,7.567824045381094e-16,4.0132506371635287e-16
Yale_0050624,196,2.0,62,3.552713678800501e-15,4.603932860983396e-16,3.6349524213653274e-16,1.7763568394002505e-15,4.194928004104136e-16,3.4704749362356744e-16,5.329070518200751e-15,4.104174531610802e-16,6.052771452771224e-16
