file_id,T,tr,min_valid_vox,OLD_max_abs,OLD_max_rel,OLD_mean_abs,M1_max_abs,M1_max_rel,M1_mean_abs,M2_max_abs,M2_max_rel,M2_mean_abs
CMU_b_0050655,316,1.5,33,1.7763568394002505e-15,4.260125694678862e-16,2.8660201783842004e-16,3.552713678800501e-15,5.680352071453573e-16,3.20731096002823e-16,3.552713678800501e-15,3.898828507424806e-16,5.329070518200751e-16
KKI_0050772,152,2.5,62,3.552713678800501e-15,7.387591983966818e-16,3.9310118945987024e-16,3.552713678800501e-15,5.921546929156226e-16,3.8158776550079455e-16,7.105427357601002e-15,4.578451050243382e-16,8.289665250534502e-16
KKI_0050804,152,2.5,62,7.105427357601002e-15,4.399044663344698e-16,5.312622769687786e-16,3.552713678800501e-15,4.275840457862815e-16,4.0461461341894593e-16,7.105427357601002e-15,4.36530866296507e-16,9.671276125623585e-16
Leuven_1_0050700,246,1.6661800146102903,62,1.0658141036401503e-14,4.578121896392851e-16,7.524844944681616e-16,1.0658141036401503e-14,5.626069198281827e-16,7.829128292171475e-16,7.105427357601002e-15,3.5854579099670282e-16,1.4210854715202005e-15
Leuven_2_0050746,246,1.6516300439834597,54,2.6645352591003757e-15,6.150431122191417e-16,3.400572005055572e-16,3.552713678800501e-15,5.135597640768907e-16,3.018161852129129e-16,7.105427357601002e-15,4.2062132941058046e-16,5.444204757791508e-16
MaxMun_c_0051332,116,3.0,62,1.7763568394002505e-15,5.685588437749847e-16,2.693318818998065e-16,3.552713678800501e-15,4.843709178019446e-16,3.462251061979192e-16,1.0658141036401503e-14,6.425076470294808e-16,1.0658141036401502e-15
NYU_0050956,176,2.0,62,3.552713678800501e-15,4.347957620160291e-16,2.310908666071622e-16,1.7763568394002505e-15,4.855240302134e-16,3.108624468950438e-16,5.329070518200751e-15,4.650950661724453e-16,8.75020220889753e-16
NYU_0050992,176,2.0,62,3.552713678800501e-15,5.282994937632773e-16,4.2928623618839387e-16,2.6645352591003757e-15,4.0152819640092134e-16,4.259966864858008e-16,7.105427357601002e-15,5.042262073864795e-16,1.1250259982868252e-15
NYU_0051028,176,2.0,62,3.552713678800501e-15,4.4098210105787143e-16,2.9523708580772683e-16,2.6645352591003757e-15,4.2482559338034446e-16,2.8701321155124416e-16,7.105427357601002e-15,4.2578427605499823e-16,1.0723932030453365e-15
NYU_0051063,176,2.0,62,2.6645352591003757e-15,4.1386060290735867e-16,3.885780586188048e-16,3.552713678800501e-15,3.9179922295236885e-16,3.865220900546841e-16,7.105427357601002e-15,4.811583782738058e-16,9.605485131571725e-16
