file_id,T,tr,min_valid_vox,OLD_max_abs,OLD_max_rel,OLD_mean_abs,M1_max_abs,M1_max_rel,M1_mean_abs,M2_max_abs,M2_max_rel,M2_mean_abs
CMU_a_0050646,236,2.0,62,2.6645352591003757e-15,5.254335912487568e-16,3.1579677144893343e-16,2.6645352591003757e-15,4.599482436869876e-16,2.8783559897689243e-16,3.552713678800501e-15,4.096439678060667e-16,6.677785896263905e-16
Caltech_0051477,146,2.0,53,3.552713678800501e-15,4.441562945322651e-16,3.096288657565714e-16,3.552713678800501e-15,4.3280866287438956e-16,3.322445199618987e-16,7.105427357601002e-15,4.1798019084601714e-16,7.59885981298996e-16
KKI_0050789,152,2.5,62,3.552713678800501e-15,4.010719479584218e-16,3.980355140137598e-16,3.552713678800501e-15,3.2272684216371693e-16,3.305997451106022e-16,1.0658141036401503e-14,4.685649735880212e-16,9.605485131571725e-16
Leuven_1_0050685,246,1.6657400131225586,43,2.6645352591003757e-15,3.8905548895575186e-16,3.4334675020815026e-16,3.552713678800501e-15,4.0394580901071843e-16,3.79942990649498e-16,5.329070518200751e-15,5.223526353751874e-16,7.368591333808446e-16
Leuven_2_0050730,246,1.650990009307861,62,5.329070518200751e-15,4.974819281850521e-16,4.543690526706659e-16,3.552713678800501e-15,5.215093152051064e-16,4.3915488529617305e-16,5.329070518200751e-15,4.792328273469292e-16,7.894919286223335e-16
MaxMun_a_0051363,116,3.0,62,1.7763568394002505e-15,4.1684953743258197e-16,2.39725934576469e-16,3.552713678800501e-15,4.3117429193368655e-16,2.220446049250313e-16,5.329070518200751e-15,5.577431781615715e-16,6.315935428978669e-16
MaxMun_d_0051330,196,3.0,61,3.552713678800501e-15,4.998114908203953e-16,4.449115972757108e-16,2.6645352591003757e-15,6.035136232064167e-16,2.89480373828189e-16,7.105427357601002e-15,4.2420058334232947e-16,9.34232115536428e-16
NYU_0050976,176,2.0,62,2.6645352591003757e-15,4.309061636761451e-16,3.4170197535685375e-16,3.552713678800501e-15,4.158883116831261e-16,3.8816686490598067e-16,7.105427357601002e-15,4.533469934791105e-16,1.052655904829778e-15
NYU_0051011,176,2.0,62,3.552713678800501e-15,4.348852657513246e-16,3.388236193670848e-16,3.552713678800501e-15,5.770177227506916e-16,3.3388929481319524e-16,7.105427357601002e-15,4.498969259995808e-16,1.2368706881749892e-15
NYU_0051048,176,2.0,62,2.6645352591003757e-15,4.553223075176881e-16,3.067505097668025e-16,3.552713678800501e-15,4.549242077232231e-16,2.722102378895754e-16,3.552713678800501e-15,3.213961889516633e-16,1.0658141036401502e-15
NYU_0051080,176,2.0,62,2.6645352591003757e-15,4.802668638623812e-16,3.3800123194143653e-16,1.7763568394002505e-15,3.982305436520111e-16,3.8158776550079455e-16,7.105427357601002e-15,4.568942814481188e-16,1.1316050976920115e-15
NYU_0051114,176,2.0,62,5.329070518200751e-15,5.619868213632474e-16,3.0387215377703358e-16,1.7763568394002505e-15,4.008061589208631e-16,3.1579677144893343e-16,8.881784197001252e-15,6.269331309305406e-16,9.802858113727307e-16
Olin_0050110,206,1.5,62,3.552713678800501e-15,5.170641000457048e-16,3.7171911639301537e-16,2.6645352591003757e-15,4.791835796923702e-16,3.6349524213653274e-16,7.105427357601002e-15,4.325081081308692e-16,7.7633372981196135e-16
Pitt_0050009,196,1.5,62,2.6645352591003757e-15,4.30354002073378e-16,2.6234158878179627e-16,2.6645352591003757e-15,5.38608890283331e-16,3.2402064570541606e-16,7.105427357601002e-15,4.016413431010273e-16,7.434382327860307e-16
Pitt_0050044,196,1.5,62,3.552713678800501e-15,4.2897438716233903e-16,2.907139549666614e-16,1.7763568394002505e-15,3.8033361977987906e-16,2.886579864025407e-16,5.329070518200751e-15,5.045928128348527e-16,6.250144434926807e-16
SBL_0051572,196,2.200000047683716,62,2.220446049250313e-15,5.798292666685318e-16,2.456882434124189e-16,1.7763568394002505e-15,4.644166822146952e-16,2.541177145253136e-16,7.105427357601002e-15,4.941621177819557e-16,7.434382327860307e-16
SDSU_0050203,176,2.0,62,1.7763568394002505e-15,4.803816033895572e-16,2.8536843669994765e-16,3.552713678800501e-15,4.2964992622937706e-16,3.733638912443119e-16,5.329070518200751e-15,4.667419480022609e-16,6.41462192005646e-16
Stanford_0051180,236,2.0,62,3.552713678800501e-15,4.66346876206609e-16,3.667847918391258e-16,1.7763568394002505e-15,4.255676239706217e-16,3.116848343206921e-16,5.329070518200751e-15,5.892302174589887e-16,4.67116057768214e-16
Trinity_0050247,146,2.0,62,4.440892098500626e-15,7.472527829643622e-16,4.605369583630279e-16,3.552713678800501e-15,4.3707453741627976e-16,4.3257578589098693e-16,7.105427357601002e-15,4.74901131316634e-16,1.111867799476453e-15
Trinity_0051142,146,2.0,62,3.552713678800501e-15,4.06901277953686e-16,3.20731096002823e-16,3.552713678800501e-15,4.209675914945705e-16,3.1661915887458166e-16,7.105427357601002e-15,5.359702009301966e-16,6.743576890315766e-16
UCLA_1_0051237,116,3.0,62,8.881784197001252e-16,4.2167410858706325e-16,1.3651631265761184e-16,1.7763568394002505e-15,4.458344842666086e-16,1.5378644859622538e-16,3.552713678800501e-15,4.594674733348436e-16,4.2106236193191124e-16
UCLA_1_0051280,116,3.0,62,3.552713678800501e-15,4.767211774113306e-16,2.3931474086364484e-16,1.7763568394002505e-15,4.296045603565683e-16,2.606968139304997e-16,5.329070518200751e-15,4.3844114251312923e-16,4.802742565785862e-16
UM_1_0050278,296,2.0,62,7.105427357601002e-15,4.668050667053428e-16,6.373502548774047e-16,7.105427357601002e-15,3.7232570491424807e-16,6.348830926004599e-16,1.4210854715202004e-14,4.0217420134659096e-16,1.2434497875801752e-15
UM_1_0050319,296,2.0,62,3.552713678800501e-15,4.744171406475944e-16,2.6521994477156517e-16,1.7763568394002505e-15,4.1417204483922533e-16,2.4918338997142403e-16,5.329070518200751e-15,4.3691514179237017e-16,6.480412914108321e-16
UM_1_0050353,296,2.0,59,3.552713678800501e-15,4.875158331234175e-16,3.593833050082914e-16,3.552713678800501e-15,4.338938290546503e-16,2.713878504639272e-16,7.105427357601002e-15,4.2415003364825626e-16,7.401486830834377e-16
UM_2_0050388,296,2.0,62,2.6645352591003757e-15,6.271798525634527e-16,3.2402064570541606e-16,1.7763568394002505e-15,4.038253471327119e-16,3.4375794392097437e-16,7.105427357601002e-15,4.4164034542594456e-16,8.421247238638225e-16
USM_0050436,236,2.0,62,3.552713678800501e-15,4.339107128197349e-16,4.070817756958907e-16,3.552713678800501e-15,4.643819195482074e-16,4.3093101103969037e-16,7.105427357601002e-15,4.1220265314669445e-16,1.0197604078038475e-15
USM_0050491,236,2.0,62,1.7763568394002505e-15,5.209384593845867e-16,2.5576248937661015e-16,1.7763568394002505e-15,3.559202086584104e-16,2.606968139304997e-16,5.329070518200751e-15,4.273904667354812e-16,8.289665250534502e-16
USM_0050530,236,2.0,62,5.329070518200751e-15,4.932248523289057e-16,3.865220900546841e-16,3.552713678800501e-15,4.2536142069976445e-16,3.684295666904223e-16,1.0658141036401503e-14,3.9527496579144946e-16,1.105288700071267e-15
Yale_0050603,196,2.0,62,1.7763568394002505e-15,4.570421745651654e-16,2.61519201356148e-16,3.552713678800501e-15,3.969184967438843e-16,2.89480373828189e-16,7.105427357601002e-15,5.816063019258194e-16,5.82250297358971e-16
