file_id,T,tr,min_valid_vox,OLD_max_abs,OLD_max_rel,OLD_mean_abs,M1_max_abs,M1_max_rel,M1_mean_abs,M2_max_abs,M2_max_rel,M2_mean_abs
CMU_b_0050644,316,1.5,22,2.6645352591003757e-15,5.605729211625206e-16,2.591034382933062e-16,2.6645352591003757e-15,4.329660718010618e-16,2.319132540328105e-16,5.329070518200751e-15,5.19646637468578e-16,5.85539847061564e-16
Caltech_0051491,146,2.0,56,1.7763568394002505e-15,4.390922628331345e-16,1.990177570068799e-16,1.3322676295501878e-15,3.8679316748852655e-16,2.0312969413512124e-16,3.552713678800501e-15,3.950675449363153e-16,5.197488530097029e-16
KKI_0050801,152,2.5,62,5.329070518200751e-15,4.374900051563511e-16,3.9968028886505636e-16,3.552713678800501e-15,3.788889563432404e-16,3.9474596431116675e-16,7.105427357601002e-15,4.4386240962061375e-16,9.210739167260557e-16
Leuven_1_0050697,246,1.6664899587631226,62,3.552713678800501e-15,5.744916552950308e-16,3.4046839421838136e-16,3.552713678800501e-15,3.907561424429902e-16,4.786294817272897e-16,3.552713678800501e-15,4.269009535490733e-16,7.00674086652321e-16
Leuven_2_0050743,246,1.6516300439834597,62,3.552713678800501e-15,4.528574149134838e-16,2.1711028037114172e-16,2.6645352591003757e-15,4.3096857581211144e-16,2.977042480846716e-16,3.552713678800501e-15,4.374902507944042e-16,4.901429056863654e-16
MaxMun_b_0051326,116,3.0,57,2.220446049250313e-15,5.598961707444402e-16,2.236893797763278e-16,3.552713678800501e-15,4.0566545550139513e-16,3.018161852129129e-16,7.105427357601002e-15,4.475067766121842e-16,8.15808326243078e-16
NYU_0050952,176,2.0,62,3.552713678800501e-15,4.2692656752528516e-16,6.052771452771224e-16,3.552713678800501e-15,3.4024486328860674e-16,5.641577739947092e-16,1.0658141036401503e-14,5.318343022341754e-16,1.3487153780631532e-15
NYU_0050989,176,2.0,62,1.7763568394002505e-15,4.441020548965322e-16,3.2648780798236084e-16,1.7763568394002505e-15,3.868300207877531e-16,2.6892068818698234e-16,7.105427357601002e-15,4.3220700077953935e-16,9.93444010183103e-16
NYU_0051025,176,2.0,51,3.552713678800501e-15,4.7649350066646385e-16,2.993490229359681e-16,5.329070518200751e-15,4.056476599723223e-16,3.4375794392097437e-16,7.105427357601002e-15,4.116124916458456e-16,9.802858113727307e-16
NYU_0051060,176,2.0,62,3.552713678800501e-15,4.432913991778292e-16,4.185951996549664e-16,3.552713678800501e-15,4.11685503929957e-16,4.457339847013592e-16,7.105427357601002e-15,4.527539707366695e-16,8.947575191053113e-16
NYU_0051093,176,2.0,62,3.552713678800501e-15,3.7378295436619803e-16,3.7418627866996015e-16,3.552713678800501e-15,3.9248794495024617e-16,3.9310118945987024e-16,7.105427357601002e-15,4.72105549617306e-16,1.0658141036401502e-15
NYU_0051131,176,2.0,62,3.552713678800501e-15,5.206771109573127e-16,5.337294392457234e-16,3.552713678800501e-15,4.475480991310765e-16,3.8816686490598067e-16,7.105427357601002e-15,4.464986813943961e-16,1.164500594717942e-15
Olin_0050122,206,1.5,62,2.6645352591003757e-15,4.887675209132985e-16,2.746774001665202e-16,3.552713678800501e-15,4.0047565617361627e-16,2.977042480846716e-16,5.329070518200751e-15,4.485145202510318e-16,6.776472387341696e-16
Pitt_0050023,196,1.5,62,3.552713678800501e-15,4.564855661283125e-16,3.733638912443119e-16,3.552713678800501e-15,5.162756776960574e-16,4.194175870806147e-16,3.552713678800501e-15,4.008317628172543e-16,7.631755310015891e-16
Pitt_0050056,196,1.5,62,3.552713678800501e-15,4.484263603799744e-16,3.9145641460857374e-16,3.552713678800501e-15,4.223492267568092e-16,3.8816686490598067e-16,7.105427357601002e-15,4.539494150106777e-16,7.171218351652863e-16
SBL_0051584,196,2.200000047683716,62,3.552713678800501e-15,5.0248179098469e-16,3.939235768855185e-16,5.329070518200751e-15,4.090428646708132e-16,5.38663763799613e-16,1.0658141036401503e-14,4.3514794362422866e-16,9.737067119675447e-16
SDSU_0050217,176,2.0,41,1.7763568394002505e-15,3.924056955527674e-16,2.9667626380261126e-16,2.6645352591003757e-15,3.7198761633416297e-16,3.100400594693956e-16,3.552713678800501e-15,4.3510018438903613e-16,5.098802039019237e-16
Stanford_0051192,236,2.0,62,3.552713678800501e-15,5.803479649335406e-16,3.708967289673671e-16,3.552713678800501e-15,4.673505675907383e-16,3.569161427313466e-16,7.105427357601002e-15,4.949606252234622e-16,7.138322854626932e-16
Trinity_0050262,146,2.0,62,5.329070518200751e-15,4.335055890978728e-16,7.056084112062106e-16,5.329070518200751e-15,4.1841116369274666e-16,7.467277824886238e-16,1.0658141036401503e-14,6.365397968626687e-16,1.0592350042349642e-15
UCLA_1_0051214,116,3.0,62,1.7763568394002505e-15,4.531892966894773e-16,2.24100573489152e-16,1.7763568394002505e-15,4.630359291293142e-16,2.524729396740171e-16,5.329070518200751e-15,4.538334314768225e-16,6.315935428978669e-16
UCLA_1_0051256,116,3.0,62,2.6645352591003757e-15,4.182952546331529e-16,2.319132540328105e-16,2.6645352591003757e-15,4.3661291745516704e-16,2.3438041630975528e-16,5.329070518200751e-15,5.436446789416576e-16,5.625129991434126e-16
