file_id,T,tr,min_valid_vox,OLD_max_abs,OLD_max_rel,OLD_mean_abs,M1_max_abs,M1_max_rel,M1_mean_abs,M2_max_abs,M2_max_rel,M2_mean_abs
Caltech_0051465,146,2.0,47,1.7763568394002505e-15,4.333357258936088e-16,2.6079961235870573e-16,1.7763568394002505e-15,4.0865345979132057e-16,2.541177145253136e-16,3.552713678800501e-15,3.9770197459321187e-16,5.131697536045168e-16
KKI_0050782,152,2.5,62,1.7763568394002505e-15,4.4248814180129644e-16,3.0839528461809903e-16,1.7763568394002505e-15,5.5503642764717945e-16,2.9441469838207856e-16,7.105427357601002e-15,4.3800337625596734e-16,7.368591333808446e-16
KKI_0050821,152,2.5,62,3.552713678800501e-15,4.099026363663317e-16,4.2928623618839387e-16,3.552713678800501e-15,3.5376950372774014e-16,3.5362659302875356e-16,7.105427357601002e-15,4.358082269752099e-16,1.0131813083986615e-15
Leuven_1_0050711,246,1.666759967803955,29,1.7763568394002505e-15,4.378764951088758e-16,3.0387215377703358e-16,5.329070518200751e-15,5.502244360445415e-16,3.092176720437473e-16,3.552713678800501e-15,5.452453476813091e-16,4.506683092552487e-16
Leuven_2_0050756,246,1.6667699813842771,60,3.552713678800501e-15,4.1548016259570684e-16,3.178527400130541e-16,3.552713678800501e-15,3.7947535568245156e-16,3.503370433261605e-16,7.105427357601002e-15,4.0029624218765763e-16,6.019875955745294e-16
MaxMun_c_0051343,116,3.0,62,3.552713678800501e-15,4.324132335144976e-16,3.116848343206921e-16,5.329070518200751e-15,4.586607747085971e-16,3.552713678800501e-16,5.329070518200751e-15,3.935018618847726e-16,7.56596431596403e-16
NYU_0050967,176,2.0,62,3.552713678800501e-15,4.222127674034483e-16,2.705654630382789e-16,1.7763568394002505e-15,3.887297053490579e-16,2.796117247204098e-16,5.329070518200751e-15,4.317945951680718e-16,8.289665250534502e-16
NYU_0051002,176,2.0,62,3.552713678800501e-15,4.441796054323132e-16,5.625129991434126e-16,3.552713678800501e-15,4.203871453046002e-16,6.480412914108321e-16,1.0658141036401503e-14,4.731204482620845e-16,1.2039751911490587e-15
NYU_0051040,176,2.0,62,2.6645352591003757e-15,4.0153177590751364e-16,2.8701321155124416e-16,5.329070518200751e-15,5.548922303402285e-16,3.569161427313466e-16,7.105427357601002e-15,4.735802534751431e-16,1.0394977060194058e-15
NYU_0051073,176,2.0,62,3.552713678800501e-15,5.053625876214026e-16,3.474586873363916e-16,3.552713678800501e-15,3.875280501152432e-16,4.646488954912692e-16,7.105427357601002e-15,4.824144229285765e-16,9.144948173208697e-16
NYU_0051106,176,2.0,62,2.6645352591003757e-15,4.521674194879399e-16,3.1250722174634037e-16,3.552713678800501e-15,4.22665187791863e-16,2.5576248937661015e-16,7.105427357601002e-15,3.98485199321078e-16,8.092292268378919e-16
Olin_0050102,206,1.5,62,3.552713678800501e-15,5.396361467901279e-16,3.018161852129129e-16,3.552713678800501e-15,4.248220702802509e-16,3.8816686490598067e-16,7.105427357601002e-15,5.279468731021635e-16,8.783097705923461e-16
Olin_0050136,206,1.5,62,2.6645352591003757e-15,4.817501271891238e-16,3.3142213253625046e-16,3.552713678800501e-15,4.3637223343330333e-16,3.848773152033876e-16,7.105427357601002e-15,6.382971478124133e-16,9.144948173208697e-16
Pitt_0050036,196,1.5,62,1.7763568394002505e-15,6.351689217493302e-16,2.0312969413512124e-16,1.7763568394002505e-15,3.8531780515180136e-16,2.5082816482272053e-16,5.329070518200751e-15,4.643693752905979e-16,5.559338997382265e-16
SBL_0051565,196,2.200000047683716,62,1.7763568394002505e-15,5.178446780155169e-16,1.9737298215558337e-16,3.552713678800501e-15,4.47872734661736e-16,2.590520390792032e-16,3.552713678800501e-15,4.032840871154821e-16,6.842263381393557e-16
SDSU_0050196,176,2.0,62,1.7763568394002505e-15,4.3735192938785996e-16,3.408795879312055e-16,2.6645352591003757e-15,4.203620886992476e-16,2.3766996601234834e-16,5.329070518200751e-15,4.145430292361042e-16,6.546203908160182e-16
Stanford_0051172,176,2.0,62,1.7763568394002505e-15,4.2664003753847473e-16,4.054370008445942e-16,3.552713678800501e-15,4.790096463626534e-16,3.898116397572772e-16,5.329070518200751e-15,4.3355600097662057e-16,7.434382327860307e-16
Trinity_0050237,146,2.0,62,2.6645352591003757e-15,4.3994005386353537e-16,2.796117247204098e-16,1.7763568394002505e-15,3.884452138348757e-16,3.116848343206921e-16,5.329070518200751e-15,4.548316279997482e-16,7.927814783249266e-16
Trinity_0051135,146,2.0,62,1.7763568394002505e-15,5.213961577081002e-16,2.993490229359681e-16,1.7763568394002505e-15,4.4038980198095785e-16,2.812564995717063e-16,5.329070518200751e-15,4.745931549968436e-16,6.283039931952737e-16
UCLA_1_0051227,116,3.0,62,3.552713678800501e-15,4.845978701088141e-16,4.51490696680897e-16,3.552713678800501e-15,4.394898521809628e-16,5.592234494408196e-16,7.105427357601002e-15,4.25818578222989e-16,7.56596431596403e-16
UCLA_1_0051273,116,3.0,62,1.3322676295501878e-15,4.4366531966702775e-16,1.513192863192806e-16,1.7763568394002505e-15,3.9543892297684455e-16,1.784580713656733e-16,3.552713678800501e-15,3.9840947881908257e-16,4.3422056074228343e-16
UCLA_2_0051317,116,3.0,62,2.6645352591003757e-15,4.52415815618982e-16,2.680983007613341e-16,3.552713678800501e-15,4.2339144092792826e-16,2.8536843669994765e-16,7.105427357601002e-15,4.249881782473221e-16,6.41462192005646e-16
UM_1_0050310,296,2.0,62,1.7763568394002505e-15,4.440603472625758e-16,2.4589384026883096e-16,1.7763568394002505e-15,4.653176455254594e-16,2.796117247204098e-16,7.105427357601002e-15,4.404965500425255e-16,6.875158878419487e-16
UM_1_0050346,296,2.0,62,3.552713678800501e-15,4.872448579492309e-16,2.5987442650485144e-16,1.7763568394002505e-15,4.4026998612648623e-16,2.8290127442300287e-16,5.329070518200751e-15,5.025250430315944e-16,7.894919286223335e-16
UM_1_0050379,296,2.0,62,1.7763568394002505e-15,6.300396626123592e-16,2.730326253152237e-16,1.7763568394002505e-15,3.980311349611391e-16,2.5494010195096187e-16,7.105427357601002e-15,4.837893906300852e-16,8.355456244586364e-16
UM_2_0050425,296,2.0,62,1.7763568394002505e-15,3.8529075186704025e-16,2.7426620645369607e-16,3.552713678800501e-15,3.6480386918719566e-16,3.79942990649498e-16,7.105427357601002e-15,6.221420797686399e-16,6.908054375445419e-16
USM_0050482,236,2.0,62,1.7763568394002505e-15,5.033722962182603e-16,2.6604233219721345e-16,1.7763568394002505e-15,3.5323779397160636e-16,2.804341121460581e-16,7.105427357601002e-15,4.54988076611115e-16,8.684411214845669e-16
USM_0050523,236,2.0,62,5.329070518200751e-15,4.434564746492596e-16,6.299487680465703e-16,3.552713678800501e-15,4.0398638963663503e-16,4.868533559837724e-16,7.105427357601002e-15,4.116320731231901e-16,1.052655904829778e-15
Yale_0050574,196,2.0,62,3.552713678800501e-15,4.490676519185155e-16,2.783781435819374e-16,1.7763568394002505e-15,3.938762620185548e-16,2.3026847918151394e-16,3.552713678800501e-15,4.958913043699544e-16,4.506683092552487e-16
