file_id,T,tr,min_valid_vox,OLD_max_abs,OLD_max_rel,OLD_mean_abs,M1_max_abs,M1_max_rel,M1_mean_abs,M2_max_abs,M2_max_rel,M2_mean_abs
Caltech_0051470,146,2.0,53,1.7763568394002505e-15,3.596052614803033e-16,1.749629248066682e-16,1.7763568394002505e-15,3.7970417036171824e-16,2.705654630382789e-16,3.552713678800501e-15,4.318137464753276e-16,4.736951571734001e-16
KKI_0050784,152,2.5,62,5.329070518200751e-15,5.648620048337962e-16,5.764935853794331e-16,3.552713678800501e-15,4.3601122968180357e-16,4.3257578589098693e-16,7.105427357601002e-15,4.527172573201544e-16,1.0362081563168128e-15
KKI_0050823,152,2.5,62,3.552713678800501e-15,4.256023496876027e-16,3.64317629562181e-16,3.552713678800501e-15,4.278713054831367e-16,3.7500866609560843e-16,5.329070518200751e-15,4.458690315187756e-16,7.302800339756585e-16
Leuven_2_0050723,246,1.651520013809204,62,1.7763568394002505e-15,4.628698692577676e-16,2.886579864025407e-16,3.552713678800501e-15,5.046637025853458e-16,2.812564995717063e-16,5.329070518200751e-15,4.2793611188715237e-16,4.506683092552487e-16
MaxMun_a_0051318,116,3.0,62,2.6645352591003757e-15,5.477524225861621e-16,2.524729396740171e-16,3.552713678800501e-15,5.198708661594344e-16,2.5740726422790665e-16,7.105427357601002e-15,5.202196649015211e-16,6.644890399237974e-16
MaxMun_c_0051345,116,3.0,56,2.6645352591003757e-15,4.1618904869499824e-16,2.1053118096595562e-16,1.7763568394002505e-15,3.9465665337596974e-16,2.7385501274087196e-16,7.105427357601002e-15,4.525606257952673e-16,6.513308411134251e-16
NYU_0050969,176,2.0,62,3.552713678800501e-15,4.922785556821596e-16,3.898116397572772e-16,3.552713678800501e-15,3.9626161632516307e-16,3.8816686490598067e-16,7.105427357601002e-15,4.764002475682847e-16,9.013366185104975e-16
NYU_0051006,176,2.0,62,2.6645352591003757e-15,4.80300368331241e-16,2.8290127442300287e-16,3.552713678800501e-15,4.422980287957441e-16,3.1250722174634037e-16,5.329070518200751e-15,3.8434365401830247e-16,1.0131813083986615e-15
NYU_0051042,176,2.0,44,3.552713678800501e-15,4.19899108365632e-16,3.811765717879704e-16,3.552713678800501e-15,4.875051093873718e-16,4.375101104448765e-16,7.105427357601002e-15,5.183836176153138e-16,9.079157179156835e-16
NYU_0051075,176,2.0,62,3.552713678800501e-15,4.368646121055661e-16,3.865220900546841e-16,3.552713678800501e-15,4.1602794760538896e-16,5.000115547941446e-16,1.0658141036401503e-14,4.463323565343434e-16,1.1513423959075697e-15
NYU_0051109,176,2.0,62,3.552713678800501e-15,5.970723185482444e-16,2.886579864025407e-16,3.552713678800501e-15,4.112663974520968e-16,4.375101104448765e-16,7.105427357601002e-15,3.804290217791795e-16,8.15808326243078e-16
Olin_0050104,206,1.5,59,1.7763568394002505e-15,4.429876189641635e-16,2.804341121460581e-16,1.7763568394002505e-15,4.430262982064542e-16,2.796117247204098e-16,3.552713678800501e-15,3.774067174349281e-16,6.842263381393557e-16
Pitt_0050004,196,1.5,62,2.6645352591003757e-15,4.676378301796822e-16,2.1587669923266932e-16,1.7763568394002505e-15,3.9088604662394063e-16,2.61519201356148e-16,3.552713678800501e-15,3.714897305946226e-16,6.480412914108321e-16
Pitt_0050038,196,1.5,62,2.6645352591003757e-15,4.741273204159069e-16,2.5740726422790665e-16,2.6645352591003757e-15,4.880530795213389e-16,3.092176720437473e-16,5.329070518200751e-15,4.2785482472214846e-16,6.217248937900876e-16
SBL_0051567,196,2.200000047683716,62,1.7763568394002505e-15,4.585290771631097e-16,2.631639762074445e-16,2.6645352591003757e-15,4.10879573590284e-16,2.8454604927429937e-16,5.329070518200751e-15,4.2709003856678276e-16,5.888293967641571e-16
SDSU_0050198,176,2.0,49,2.6645352591003757e-15,4.95294969955581e-16,2.800229184332339e-16,3.552713678800501e-15,4.353163769786156e-16,3.305997451106022e-16,5.329070518200751e-15,4.4237563741533555e-16,6.891606626932453e-16
Stanford_0051174,236,2.0,62,1.7763568394002505e-15,4.0773831785758937e-16,3.190863211515265e-16,1.7763568394002505e-15,6.190812239043608e-16,3.1415199659763687e-16,5.329070518200751e-15,4.827012530212428e-16,5.954084961693432e-16
Trinity_0050240,146,2.0,38,3.552713678800501e-15,4.494775740681747e-16,3.421388686767294e-16,3.552713678800501e-15,4.148505616221811e-16,3.64317629562181e-16,5.329070518200751e-15,4.797959937829404e-16,6.842263381393557e-16
Trinity_0051137,146,2.0,62,3.552713678800501e-15,4.076302623594223e-16,3.2648780798236084e-16,3.552713678800501e-15,3.6814549033041764e-16,3.462251061979192e-16,7.105427357601002e-15,4.0601339939640105e-16,8.256769753508571e-16
UCLA_1_0051230,116,3.0,62,1.7763568394002505e-15,5.072644479510534e-16,2.319132540328105e-16,1.7763568394002505e-15,4.763607614540366e-16,2.796117247204098e-16,5.329070518200751e-15,5.522977911192856e-16,4.144832625267251e-16
UCLA_1_0051275,116,3.0,62,1.7763568394002505e-15,4.65262920441122e-16,2.977042480846716e-16,3.552713678800501e-15,5.412337059166129e-16,3.2237587085411955e-16,5.329070518200751e-15,5.20335119552304e-16,5.82250297358971e-16
UM_1_0050273,296,2.0,62,1.7763568394002505e-15,3.9978433844661136e-16,2.541177145253136e-16,1.7763568394002505e-15,3.4605162254147547e-16,1.9655059472993512e-16,7.105427357601002e-15,5.314542253102744e-16,8.092292268378919e-16
UM_1_0050312,296,2.0,62,5.329070518200751e-15,6.310858910474278e-16,5.526443500356335e-16,5.329070518200751e-15,4.3424435398539864e-16,4.967220050915515e-16,7.105427357601002e-15,4.02067106720747e-16,1.3223989804424087e-15
UM_1_0050348,296,2.0,62,3.552713678800501e-15,4.4288122197836986e-16,2.993490229359681e-16,1.7763568394002505e-15,4.4196259261628925e-16,2.631639762074445e-16,7.105427357601002e-15,5.260672655802045e-16,8.223874256482641e-16
UM_1_0050381,296,2.0,62,2.6645352591003757e-15,4.770169823762387e-16,4.243519116345043e-16,1.7763568394002505e-15,4.210579394526703e-16,3.4211316906967787e-16,7.105427357601002e-15,4.262124679596917e-16,1.0394977060194058e-15
UM_2_0050427,296,2.0,62,3.552713678800501e-15,4.857274726926531e-16,3.4293555649532615e-16,3.552713678800501e-15,4.418731784639444e-16,2.33558028884107e-16,5.329070518200751e-15,4.3042621617371155e-16,5.921189464667501e-16
USM_0050485,236,2.0,62,3.552713678800501e-15,5.118377305771641e-16,3.7665344094690494e-16,2.6645352591003757e-15,4.789453473366749e-16,3.20731096002823e-16,7.105427357601002e-15,4.994284273101308e-16,8.421247238638225e-16
USM_0050525,236,2.0,62,1.7763568394002505e-15,4.637649723026571e-16,2.306796728943381e-16,1.7763568394002505e-15,4.795634650664026e-16,2.384923534379966e-16,7.105427357601002e-15,5.234475828944812e-16,9.210739167260557e-16
Yale_0050576,196,2.0,62,1.7763568394002505e-15,4.226727517772927e-16,1.990177570068799e-16,1.7763568394002505e-15,4.437660133867494e-16,2.524729396740171e-16,3.552713678800501e-15,4.892917077164701e-16,4.605369583630279e-16
