file_id,T,tr,min_valid_vox,OLD_max_abs,OLD_max_rel,OLD_mean_abs,M1_max_abs,M1_max_rel,M1_mean_abs,M2_max_abs,M2_max_rel,M2_mean_abs
CMU_b_0050667,316,1.5,62,2.6645352591003757e-15,4.2828090368186467e-16,2.606968139304997e-16,3.552713678800501e-15,3.7997997620850317e-16,2.590520390792032e-16,3.552713678800501e-15,4.46429318928596e-16,5.78960747656378e-16
KKI_0050775,152,2.5,62,5.329070518200751e-15,5.557872202316397e-16,3.6102807985958796e-16,5.329070518200751e-15,5.469054987733372e-16,4.3915488529617305e-16,7.105427357601002e-15,4.751411893344096e-16,9.93444010183103e-16
KKI_0050814,152,2.5,62,1.7763568394002505e-15,4.932258327055722e-16,2.639863636330928e-16,2.6645352591003757e-15,4.12084424624543e-16,2.92769923530782e-16,7.105427357601002e-15,3.8187229188482384e-16,6.743576890315766e-16
Leuven_1_0050703,246,1.666509985923767,62,3.552713678800501e-15,6.095460186443152e-16,2.7673336873064086e-16,3.552713678800501e-15,4.3393260235323017e-16,2.796117247204098e-16,5.329070518200751e-15,4.546874852819892e-16,5.296175021174821e-16
Leuven_2_0050749,246,1.650760054588318,60,1.7763568394002505e-15,3.9538236364599677e-16,1.803084430733819e-16,1.7763568394002505e-15,4.1744593833807375e-16,2.0312969413512124e-16,3.552713678800501e-15,4.590940824639005e-16,4.243519116345043e-16
MaxMun_c_0051335,116,3.0,62,2.6645352591003757e-15,4.099605685609137e-16,2.11764762104428e-16,2.6645352591003757e-15,4.379896777770372e-16,2.9194753610513377e-16,7.105427357601002e-15,4.075496117409948e-16,9.013366185104975e-16
NYU_0050959,176,2.0,51,3.552713678800501e-15,4.753616956267871e-16,3.630840484237086e-16,3.552713678800501e-15,4.591477552439089e-16,5.213936278609994e-16,7.105427357601002e-15,4.3890545863329754e-16,9.309425658338349e-16
NYU_0050995,176,2.0,62,2.6645352591003757e-15,4.93435528871884e-16,3.231982582797678e-16,3.552713678800501e-15,3.9879195991890935e-16,3.5856091758264317e-16,7.105427357601002e-15,4.2023382556635325e-16,1.0131813083986615e-15
NYU_0051032,176,2.0,62,1.7763568394002505e-15,4.245913895033096e-16,3.3388929481319524e-16,3.552713678800501e-15,3.5537154087916557e-16,3.5362659302875356e-16,7.105427357601002e-15,4.2402489038892715e-16,7.368591333808446e-16
NYU_0051066,176,2.0,55,2.6645352591003757e-15,4.597255382523449e-16,4.0996013168565966e-16,1.7763568394002505e-15,3.7530652873739865e-16,3.273101954080091e-16,1.0658141036401503e-14,6.419851591883281e-16,1.0263395072090335e-15
NYU_0051099,176,2.0,62,3.552713678800501e-15,4.133537818884346e-16,2.903027612538372e-16,3.552713678800501e-15,4.1148978671334593e-16,3.848773152033876e-16,7.105427357601002e-15,4.674070602913518e-16,1.0000231095882892e-15
NYU_0051151,176,2.0,62,2.6645352591003757e-15,5.330832418742301e-16,3.64317629562181e-16,1.7763568394002505e-15,3.825326102473079e-16,3.6349524213653274e-16,8.881784197001252e-15,6.19728904082464e-16,9.27653016131242e-16
Olin_0050129,206,1.5,62,3.552713678800501e-15,3.60823457235139e-16,4.0296983856764943e-16,3.552713678800501e-15,4.796057314991661e-16,3.4211316906967787e-16,5.329070518200751e-15,4.273254056823491e-16,6.97384536949728e-16
Pitt_0050029,196,1.5,62,1.7763568394002505e-15,6.415882987471055e-16,3.026385726385612e-16,1.7763568394002505e-15,5.106211022799033e-16,2.8290127442300287e-16,7.105427357601002e-15,4.0579814979983724e-16,6.842263381393557e-16
SBL_0051557,196,2.200000047683716,62,3.552713678800501e-15,5.100421512453631e-16,2.310908666071622e-16,1.7763568394002505e-15,6.476788173282644e-16,2.228669923506796e-16,8.881784197001252e-15,6.480062656013085e-16,7.7633372981196135e-16
SDSU_0050187,176,2.0,17,2.6645352591003757e-15,3.886026907781108e-16,2.4897779311501194e-16,1.7763568394002505e-15,3.938040609757851e-16,2.6727591333568584e-16,5.329070518200751e-15,5.144819194499905e-16,4.753399320246967e-16
Stanford_0051165,176,2.0,62,7.105427357601002e-15,5.393208414652928e-16,4.490235344039522e-16,3.552713678800501e-15,3.710961423810706e-16,3.5198181817745705e-16,5.329070518200751e-15,4.264753651953084e-16,7.368591333808446e-16
Stanford_0051198,236,2.0,62,1.7763568394002505e-15,5.113617595939075e-16,2.606968139304997e-16,1.7763568394002505e-15,3.9963101425035673e-16,2.705654630382789e-16,5.329070518200751e-15,5.754896837578949e-16,6.250144434926807e-16
Trinity_0050268,146,2.0,62,3.552713678800501e-15,4.1390319346310854e-16,4.3915488529617305e-16,3.552713678800501e-15,4.011961074824871e-16,4.654712829169174e-16,7.105427357601002e-15,5.536744383929532e-16,8.947575191053113e-16
UCLA_1_0051220,116,3.0,62,3.552713678800501e-15,4.673956491311349e-16,2.6604233219721345e-16,3.552713678800501e-15,4.243683288749769e-16,3.092176720437473e-16,3.552713678800501e-15,4.0560635939686867e-16,5.592234494408196e-16
UCLA_1_0051265,116,3.0,62,1.7763568394002505e-15,3.8610106676920375e-16,1.652998725553011e-16,1.7763568394002505e-15,4.2066866679556736e-16,2.0970879354030734e-16,3.552713678800501e-15,4.520402033566154e-16,4.2106236193191124e-16
UCLA_2_0051309,116,3.0,62,1.7763568394002505e-15,5.265308732441405e-16,3.3306690738754696e-16,3.552713678800501e-15,4.093412887691818e-16,3.2402064570541606e-16,5.329070518200751e-15,4.484317784820996e-16,6.579099405186112e-16
