file_id,T,tr,min_valid_vox,OLD_max_abs,OLD_max_rel,OLD_mean_abs,M1_max_abs,M1_max_rel,M1_mean_abs,M2_max_abs,M2_max_rel,M2_mean_abs
Caltech_0051462,146,2.0,62,1.7763568394002505e-15,4.4203071785401896e-16,3.014049915000888e-16,3.552713678800501e-15,4.4339964216274025e-16,3.667847918391258e-16,5.329070518200751e-15,4.756472256879197e-16,7.631755310015891e-16
KKI_0050780,152,2.5,62,3.552713678800501e-15,6.125506771871178e-16,4.580697960860831e-16,3.552713678800501e-15,4.717483418399759e-16,4.259966864858008e-16,7.105427357601002e-15,4.1151418260890224e-16,7.105427357601002e-16
KKI_0050819,152,2.5,62,2.6645352591003757e-15,5.067597345015183e-16,2.9482589209490267e-16,4.440892098500626e-15,5.575199906271462e-16,3.092176720437473e-16,7.105427357601002e-15,4.076334050093901e-16,7.138322854626932e-16
Leuven_1_0050709,246,1.6660900115966797,26,3.552713678800501e-15,4.874103424732089e-16,3.4519712191585885e-16,5.329070518200751e-15,4.0864326594053364e-16,4.0132506371635287e-16,5.329070518200751e-15,4.766407445351274e-16,8.059396771352989e-16
Leuven_2_0050754,246,1.651360034942627,54,2.6645352591003757e-15,5.796351445865101e-16,2.142319243813728e-16,1.7763568394002505e-15,5.889598052211216e-16,2.8619082412559593e-16,3.552713678800501e-15,4.064142940431179e-16,5.016563296454411e-16
MaxMun_c_0051341,116,3.0,62,5.329070518200751e-15,5.616144631601064e-16,4.761623194503449e-16,3.552713678800501e-15,3.9942944627424265e-16,4.753399320246967e-16,7.105427357601002e-15,4.549918391987377e-16,1.171079694123128e-15
NYU_0050965,176,2.0,62,3.552713678800501e-15,3.452883222630875e-16,3.5609375530569834e-16,3.552713678800501e-15,4.647293166015914e-16,3.9145641460857374e-16,7.105427357601002e-15,4.874047050797911e-16,8.815993202949391e-16
NYU_0051000,176,2.0,62,3.552713678800501e-15,5.382631738437571e-16,3.182639337258782e-16,3.552713678800501e-15,3.9023873513717984e-16,4.580697960860831e-16,1.0658141036401503e-14,5.984694883803019e-16,1.3487153780631532e-15
NYU_0051038,176,2.0,62,1.7763568394002505e-15,4.578261709023859e-16,3.2484303313106433e-16,2.6645352591003757e-15,4.3341086607082875e-16,2.639863636330928e-16,5.329070518200751e-15,4.104832207856706e-16,7.7633372981196135e-16
NYU_0051071,176,2.0,62,1.7763568394002505e-15,4.974550001555326e-16,2.993490229359681e-16,1.7763568394002505e-15,3.99357634396512e-16,3.3800123194143653e-16,7.105427357601002e-15,4.720998392618783e-16,1.0197604078038475e-15
NYU_0051104,176,2.0,62,2.6645352591003757e-15,4.2061662861708905e-16,3.1456319031046104e-16,3.552713678800501e-15,4.1005217448437924e-16,3.1415199659763687e-16,7.105427357601002e-15,3.5044722578847955e-16,1.0066022089934752e-15
NYU_0051156,176,2.0,62,3.552713678800501e-15,4.4074555486834644e-16,3.602056924339397e-16,3.552713678800501e-15,4.2619314173930247e-16,4.490235344039522e-16,7.105427357601002e-15,4.197803788810139e-16,1.0658141036401502e-15
