file_id,T,tr,min_valid_vox,OLD_max_abs,OLD_max_rel,OLD_mean_abs,M1_max_abs,M1_max_rel,M1_mean_abs,M2_max_abs,M2_max_rel,M2_mean_abs
CMU_a_0050665,236,2.0,56,3.552713678800501e-15,4.246158392808953e-16,3.593833050082914e-16,3.552713678800501e-15,4.338554020557015e-16,3.4046839421838136e-16,5.329070518200751e-15,4.3957360043768656e-16,7.56596431596403e-16
Caltech_0051488,146,2.0,62,1.7763568394002505e-15,4.133085596195757e-16,2.697430756126306e-16,1.7763568394002505e-15,3.2458454194903875e-16,2.77144562443465e-16,7.105427357601002e-15,4.791199750880335e-16,6.875158878419487e-16
KKI_0050798,152,2.5,62,3.552713678800501e-15,7.034491019438561e-16,4.917876805376619e-16,3.552713678800501e-15,5.109608937271155e-16,4.67116057768214e-16,7.105427357601002e-15,6.326101376493213e-16,8.15808326243078e-16
Leuven_1_0050694,246,1.6672300100326538,29,2.6645352591003757e-15,4.838504019441728e-16,2.70976656751103e-16,3.552713678800501e-15,5.601692318488894e-16,3.289549702593056e-16,3.552713678800501e-15,4.113642593004601e-16,5.296175021174821e-16
Leuven_2_0050740,246,1.650130033493042,56,1.7763568394002505e-15,4.463826934520605e-16,2.1340953695572454e-16,1.7763568394002505e-15,4.469846305697725e-16,2.977042480846716e-16,3.552713678800501e-15,4.318193451105498e-16,4.63826508065621e-16
MaxMun_b_0051323,116,3.0,59,1.3322676295501878e-15,4.234710914061653e-16,1.385722812217325e-16,1.7763568394002505e-15,4.287027396922034e-16,2.0477446898641777e-16,7.105427357601002e-15,4.3572723246128787e-16,7.829128292171475e-16
MaxMun_d_0051357,196,3.0,62,3.552713678800501e-15,5.064732891872174e-16,2.8783559897689243e-16,1.7763568394002505e-15,4.405830850173331e-16,3.273101954080091e-16,5.329070518200751e-15,4.509658003000508e-16,7.59885981298996e-16
NYU_0050986,176,2.0,62,1.7763568394002505e-15,4.1011436108521034e-16,2.8660201783842004e-16,1.7763568394002505e-15,4.309140673728518e-16,3.4211316906967787e-16,7.105427357601002e-15,4.681507334136267e-16,1.0592350042349642e-15
NYU_0051021,176,2.0,62,3.552713678800501e-15,5.732216949016087e-16,3.980355140137598e-16,3.552713678800501e-15,4.3859532152645795e-16,3.865220900546841e-16,7.105427357601002e-15,5.299610669684022e-16,1.0197604078038475e-15
NYU_0051057,176,2.0,62,2.6645352591003757e-15,6.024287566344265e-16,3.3388929481319524e-16,1.7763568394002505e-15,4.078586848991308e-16,3.3471168223884347e-16,7.105427357601002e-15,4.339998277179805e-16,8.388351741612294e-16
NYU_0051089,176,2.0,48,5.329070518200751e-15,5.016754106433264e-16,3.528042056031053e-16,3.552713678800501e-15,4.1632909438530693e-16,4.0050267629070464e-16,7.105427357601002e-15,4.858109408496383e-16,1.0723932030453365e-15
NYU_0051128,176,2.0,62,3.552713678800501e-15,4.767716154400406e-16,3.972131265881116e-16,3.552713678800501e-15,4.017774667703895e-16,3.733638912443119e-16,7.105427357601002e-15,4.3012707725182617e-16,1.1447632965023837e-15
Olin_0050119,206,1.5,62,2.6645352591003757e-15,5.031515277720773e-16,2.619303950689721e-16,3.552713678800501e-15,4.724686838769225e-16,3.4704749362356744e-16,5.329070518200751e-15,5.426596510517505e-16,7.00674086652321e-16
Pitt_0050019,196,1.5,62,1.7763568394002505e-15,4.606829332827788e-16,2.384923534379966e-16,2.6645352591003757e-15,4.755914643972279e-16,3.289549702593056e-16,7.105427357601002e-15,4.2435924188437916e-16,9.34232115536428e-16
Pitt_0050053,196,1.5,61,3.552713678800501e-15,4.861437107389707e-16,4.884981308350689e-16,5.329070518200751e-15,3.9234348586247193e-16,5.658025488460057e-16,7.105427357601002e-15,4.3631482748131297e-16,8.026501274327057e-16
SBL_0051581,196,2.200000047683716,26,2.6645352591003757e-15,6.463022471239176e-16,2.3808115972517245e-16,1.7763568394002505e-15,4.519649015933538e-16,2.220446049250313e-16,7.105427357601002e-15,5.457068302444297e-16,6.217248937900876e-16
SDSU_0050213,176,2.0,42,3.552713678800501e-15,4.580666149294275e-16,3.64317629562181e-16,3.552713678800501e-15,4.2723196033654565e-16,3.733638912443119e-16,5.329070518200751e-15,4.506384045217169e-16,6.908054375445419e-16
