file_id,T,tr,min_valid_vox,OLD_max_abs,OLD_max_rel,OLD_mean_abs,M1_max_abs,M1_max_rel,M1_mean_abs,M2_max_abs,M2_max_rel,M2_mean_abs
CMU_a_0050660,236,2.0,62,3.552713678800501e-15,4.770960318922268e-16,3.7171911639301537e-16,3.552713678800501e-15,4.076146503237899e-16,3.848773152033876e-16,7.105427357601002e-15,4.733517385733077e-16,6.908054375445419e-16
Caltech_0051485,146,2.0,30,1.7763568394002505e-15,4.4226901611743066e-16,2.717990441767513e-16,2.6645352591003757e-15,3.449584089315565e-16,2.475386151201275e-16,7.105427357601002e-15,5.903707227597012e-16,6.283039931952737e-16
KKI_0050795,152,2.5,62,2.6645352591003757e-15,4.386063153941321e-16,3.388236193670848e-16,3.552713678800501e-15,4.3852971685673595e-16,3.462251061979192e-16,7.105427357601002e-15,4.1139275462768246e-16,9.243634664286489e-16
Leuven_1_0050691,246,1.66552996635437,38,1.7763568394002505e-15,4.16912439336538e-16,1.89971495324749e-16,1.7763568394002505e-15,3.950861172979152e-16,2.6727591333568584e-16,3.552713678800501e-15,4.0077606919211e-16,4.5395785895784175e-16
Leuven_2_0050737,246,1.6510299444198608,62,2.6645352591003757e-15,4.430167609386882e-16,2.8413485556147526e-16,1.7763568394002505e-15,3.640534886827844e-16,2.8619082412559593e-16,3.552713678800501e-15,4.2189401731287416e-16,7.072531860575071e-16
MaxMun_a_0051606,116,3.0,62,1.7763568394002505e-15,5.25514352134778e-16,1.8709313933498008e-16,1.7763568394002505e-15,4.727635592696577e-16,1.5954316057576324e-16,3.552713678800501e-15,4.055719335506836e-16,5.26327952414889e-16
MaxMun_d_0051354,196,3.0,62,3.552713678800501e-15,4.0481784466238595e-16,4.588921835117314e-16,5.329070518200751e-15,4.985629081236713e-16,4.1119371282413205e-16,5.329070518200751e-15,4.187811934385549e-16,8.092292268378919e-16
NYU_0050983,176,2.0,62,5.329070518200751e-15,5.251668030417819e-16,4.613593457886762e-16,3.552713678800501e-15,4.380576677031224e-16,3.9310118945987024e-16,7.105427357601002e-15,4.702785990669637e-16,1.1381841970971975e-15
NYU_0051017,176,2.0,49,3.552713678800501e-15,4.4991848733744525e-16,3.61233676716e-16,2.6645352591003757e-15,4.841945641285437e-16,3.1415199659763687e-16,7.105427357601002e-15,4.4125850268969755e-16,1.1283155479894184e-15
NYU_0051054,176,2.0,62,3.552713678800501e-15,4.620224631872538e-16,3.3553406966449175e-16,2.6645352591003757e-15,4.897815289335746e-16,4.3915488529617305e-16,7.105427357601002e-15,4.627002548420731e-16,9.737067119675447e-16
