file_id,T,tr,min_valid_vox,OLD_max_abs,OLD_max_rel,OLD_mean_abs,M1_max_abs,M1_max_rel,M1_mean_abs,M2_max_abs,M2_max_rel,M2_mean_abs
Caltech_0051468,146,2.0,29,1.7763568394002505e-15,4.801323175330986e-16,2.354084005918156e-16,3.552713678800501e-15,3.291744557776289e-16,2.804341121460581e-16,5.329070518200751e-15,4.119713637659181e-16,5.394861512252612e-16
KKI_0050783,152,2.5,57,1.7763568394002505e-15,5.070808784465046e-16,2.6892068818698234e-16,3.552713678800501e-15,5.947930225284369e-16,3.0428334748985774e-16,5.329070518200751e-15,4.703453257173057e-16,6.677785896263905e-16
KKI_0050822,152,2.5,62,3.552713678800501e-15,4.504333487206774e-16,3.684295666904223e-16,3.552713678800501e-15,4.2608694213240284e-16,4.1283848767542856e-16,7.105427357601002e-15,3.5195255868610795e-16,9.046261682130906e-16
Leuven_2_0050722,246,1.6519099473953247,62,2.6645352591003757e-15,4.180738525904445e-16,2.800229184332339e-16,1.7763568394002505e-15,4.1430110580399954e-16,2.9194753610513377e-16,5.329070518200751e-15,5.609746035737861e-16,6.102114698310119e-16
Leuven_2_0050757,246,1.6664899587631226,42,2.6645352591003757e-15,4.652915669097435e-16,2.619303950689721e-16,2.6645352591003757e-15,4.947276405704933e-16,3.3800123194143653e-16,3.552713678800501e-15,4.618098215105102e-16,6.102114698310119e-16
MaxMun_c_0051344,116,3.0,62,3.552713678800501e-15,4.3745682230670536e-16,3.129184154591645e-16,7.105427357601002e-15,4.71460851405019e-16,4.531354715321935e-16,7.105427357601002e-15,4.0876727055436784e-16,7.697546304067752e-16
NYU_0050968,176,2.0,62,3.552713678800501e-15,4.662721006704384e-16,3.322445199618987e-16,3.552713678800501e-15,4.2277057625278873e-16,3.3635645709014e-16,1.0658141036401503e-14,4.565369370758717e-16,1.276345284606106e-15
NYU_0051003,176,2.0,62,2.6645352591003757e-15,6.839412342373582e-16,3.1579677144893343e-16,2.6645352591003757e-15,4.637639620552794e-16,3.3553406966449175e-16,5.329070518200751e-15,5.409883607806747e-16,8.881784197001252e-16
NYU_0051041,176,2.0,62,3.552713678800501e-15,4.378912344643551e-16,3.499258496133364e-16,1.7763568394002505e-15,4.570774927645687e-16,3.5856091758264317e-16,7.105427357601002e-15,5.553294604209162e-16,9.539694137519865e-16
NYU_0051074,176,2.0,62,2.6645352591003757e-15,4.3027203702489034e-16,3.199087085771747e-16,1.7763568394002505e-15,4.562883372276459e-16,3.1661915887458166e-16,7.105427357601002e-15,4.39477780475912e-16,1.0394977060194058e-15
NYU_0051107,176,2.0,62,2.6645352591003757e-15,4.197311840215648e-16,3.6760717926477403e-16,3.552713678800501e-15,3.9713319913189345e-16,3.371788445157883e-16,7.105427357601002e-15,4.28677611257877e-16,1.046076805424592e-15
Olin_0050103,206,1.5,62,5.329070518200751e-15,5.632646716411609e-16,4.704056074708071e-16,5.329070518200751e-15,4.62555178972073e-16,5.477100254817439e-16,1.4210854715202004e-14,4.1512178167231058e-16,1.0197604078038475e-15
Pitt_0050003,196,1.5,62,7.105427357601002e-15,4.014858417449482e-16,5.139921410301651e-16,1.0658141036401503e-14,5.448173895862666e-16,6.085666949797155e-16,1.0658141036401503e-14,4.158515886472481e-16,9.473903143468002e-16
Pitt_0050037,196,1.5,62,3.552713678800501e-15,5.69604192965088e-16,3.273101954080091e-16,1.7763568394002505e-15,4.422857103711161e-16,2.606968139304997e-16,7.105427357601002e-15,4.0492487613938315e-16,6.348830926004599e-16
SBL_0051566,196,2.200000047683716,62,1.7763568394002505e-15,4.805988119578793e-16,2.722102378895754e-16,1.7763568394002505e-15,4.4306420125049095e-16,2.4918338997142403e-16,7.105427357601002e-15,6.624070161675755e-16,7.237009345704724e-16
SDSU_0050197,176,2.0,62,3.552713678800501e-15,4.688049744483511e-16,4.2928623618839387e-16,3.552713678800501e-15,4.493181191636233e-16,4.0132506371635287e-16,7.105427357601002e-15,4.971952994372308e-16,6.38172642303053e-16
