file_id,T,tr,min_valid_vox,OLD_max_abs,OLD_max_rel,OLD_mean_abs,M1_max_abs,M1_max_rel,M1_mean_abs,M2_max_abs,M2_max_rel,M2_mean_abs
CMU_a_0050663,236,2.0,62,2.6645352591003757e-15,4.2210079142700136e-16,2.907139549666614e-16,1.7763568394002505e-15,4.1463026310002155e-16,2.697430756126306e-16,5.329070518200751e-15,5.672984977794894e-16,7.269904842730655e-16
Caltech_0051486,146,2.0,59,2.6645352591003757e-15,4.902055223161493e-16,2.08680809258247e-16,3.552713678800501e-15,3.695800101568851e-16,2.9441469838207856e-16,3.552713678800501e-15,4.302308819886149e-16,4.868533559837724e-16
KKI_0050796,152,2.5,61,3.552713678800501e-15,4.541859680026114e-16,4.852085811324758e-16,5.329070518200751e-15,3.832569655565745e-16,5.85539847061564e-16,1.4210854715202004e-14,3.6991177953783953e-16,1.223712489364617e-15
Leuven_1_0050692,246,1.6667799949645996,23,1.7763568394002505e-15,5.291973129914531e-16,2.2862370433021743e-16,2.6645352591003757e-15,4.747619373841324e-16,2.6892068818698234e-16,3.552713678800501e-15,3.9267405145802567e-16,4.6876083261951055e-16
Leuven_2_0050738,246,1.651239991188049,47,3.552713678800501e-15,4.3779976249869865e-16,3.4170197535685375e-16,2.6645352591003757e-15,4.2664823082170396e-16,3.190863211515265e-16,3.552713678800501e-15,4.584872852976189e-16,5.164593033071099e-16
MaxMun_a_0051607,116,3.0,44,1.7763568394002505e-15,4.467574560088732e-16,2.697430756126306e-16,1.7763568394002505e-15,3.7495667806737316e-16,2.993490229359681e-16,3.552713678800501e-15,4.2672212713339876e-16,5.592234494408196e-16
MaxMun_d_0051355,196,3.0,62,3.552713678800501e-15,4.695854733873066e-16,5.641577739947092e-16,3.552713678800501e-15,4.39507034604854e-16,5.871846219128606e-16,8.881784197001252e-15,5.719711089252631e-16,1.171079694123128e-15
NYU_0050984,176,2.0,62,5.329070518200751e-15,4.625984407206447e-16,6.59965909082732e-16,7.105427357601002e-15,4.988623585489304e-16,7.664650807041821e-16,1.0658141036401503e-14,5.407610136630723e-16,1.1250259982868252e-15
NYU_0051018,176,2.0,61,1.7763568394002505e-15,4.3185393083350805e-16,3.3512287595166763e-16,2.6645352591003757e-15,4.2729308648913423e-16,3.273101954080091e-16,7.105427357601002e-15,4.88050487129205e-16,1.0066022089934752e-15
NYU_0051055,176,2.0,62,1.7763568394002505e-15,4.3392240155722653e-16,2.8701321155124416e-16,1.7763568394002505e-15,4.598407468447555e-16,4.0954893797283555e-16,1.0658141036401503e-14,5.390288043357742e-16,8.75020220889753e-16
NYU_0051087,176,2.0,62,3.552713678800501e-15,5.160583380517294e-16,3.708967289673671e-16,2.6645352591003757e-15,5.676849559589131e-16,3.684295666904223e-16,1.0658141036401503e-14,4.347050637858313e-16,1.0263395072090335e-15
NYU_0051126,176,2.0,62,2.6645352591003757e-15,5.13667001470252e-16,3.7007434154171886e-16,3.552713678800501e-15,4.2834188465097557e-16,3.602056924339397e-16,1.0658141036401503e-14,6.990857790017059e-16,1.1250259982868252e-15
Olin_0050117,206,1.5,62,3.552713678800501e-15,4.007236771910858e-16,2.70976656751103e-16,3.552713678800501e-15,4.616698176793784e-16,3.5856091758264317e-16,5.329070518200751e-15,4.833790493549976e-16,6.710681393289835e-16
