file_id,T,tr,min_valid_vox,OLD_max_abs,OLD_max_rel,OLD_mean_abs,M1_max_abs,M1_max_rel,M1_mean_abs,M2_max_abs,M2_max_rel,M2_mean_abs
Caltech_0051456,146,2.0,36,1.7763568394002505e-15,4.650384157136862e-16,2.2111941907117701e-16,1.7763568394002505e-15,4.48228989309774e-16,2.3766996601234834e-16,5.329070518200751e-15,5.659890789927217e-16,5.329070518200751e-16
KKI_0050776,152,2.5,62,3.552713678800501e-15,4.337227726781895e-16,3.774758283725532e-16,3.552713678800501e-15,5.770107549378725e-16,3.692519541160706e-16,8.881784197001252e-15,5.956789988476594e-16,9.93444010183103e-16
KKI_0050815,152,2.5,62,3.552713678800501e-15,6.228002944054276e-16,4.745175445990483e-16,3.552713678800501e-15,4.242548285052601e-16,4.967220050915515e-16,1.4210854715202004e-14,5.533723531241559e-16,9.013366185104975e-16
Leuven_1_0050704,246,1.6663199663162231,62,1.7763568394002505e-15,5.437511705201992e-16,2.6295837935103247e-16,2.6645352591003757e-15,3.838001143516073e-16,2.89480373828189e-16,3.552713678800501e-15,4.1372569143751885e-16,3.733638912443119e-16
Leuven_2_0050750,246,1.6512600183486938,50,2.6645352591003757e-15,4.549228419159781e-16,3.0428334748985774e-16,3.552713678800501e-15,4.324189625611042e-16,4.07904163121539e-16,7.105427357601002e-15,4.163318084280352e-16,7.269904842730655e-16
MaxMun_c_0051336,116,3.0,62,7.105427357601002e-15,5.041933795820011e-16,6.036323704258258e-16,7.105427357601002e-15,6.29337397538414e-16,6.480412914108321e-16,1.0658141036401503e-14,5.551975609439989e-16,1.4474018691409447e-15
NYU_0050960,176,2.0,62,3.552713678800501e-15,6.267685112166081e-16,3.1332960917198864e-16,3.552713678800501e-15,4.529523427203199e-16,3.5362659302875356e-16,7.105427357601002e-15,5.112363141231648e-16,7.7633372981196135e-16
NYU_0050996,176,2.0,58,3.552713678800501e-15,5.723941928615787e-16,3.1415199659763687e-16,3.552713678800501e-15,4.1944299133850795e-16,3.782982157982015e-16,7.105427357601002e-15,4.647652237569975e-16,1.0559454545323711e-15
NYU_0051033,176,2.0,62,3.552713678800501e-15,4.3642387137735e-16,3.9063402718292546e-16,3.552713678800501e-15,3.3981980825753145e-16,3.865220900546841e-16,1.0658141036401503e-14,5.20700358372646e-16,1.0066022089934752e-15
NYU_0051067,176,2.0,60,2.6645352591003757e-15,4.3815197450391596e-16,2.970874575154354e-16,3.552713678800501e-15,4.120421851385229e-16,2.9441469838207856e-16,7.105427357601002e-15,4.3733385250230327e-16,9.671276125623585e-16
NYU_0051100,176,2.0,62,5.329070518200751e-15,5.285592482262244e-16,4.679384451938623e-16,1.7763568394002505e-15,4.510130571759423e-16,4.144832625267251e-16,7.105427357601002e-15,4.015876451066953e-16,1.1316050976920115e-15
NYU_0051152,176,2.0,62,5.329070518200751e-15,4.923996516353297e-16,3.30188551397778e-16,3.552713678800501e-15,3.6801315785134643e-16,4.07904163121539e-16,1.0658141036401503e-14,4.571384860939941e-16,1.1842378929335002e-15
Olin_0050130,206,1.5,62,3.552713678800501e-15,3.955776241595279e-16,2.33558028884107e-16,3.552713678800501e-15,4.907239679494005e-16,3.3142213253625046e-16,5.329070518200751e-15,5.205534274306296e-16,5.78960747656378e-16
