cond,seed,perm_auc,perm_bacc,perm_acc,featperm_auc,featperm_bacc
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060818,0.5031073135281552,0.49106564777907463,0.4947589098532495,0.4874892642427713,0.4813362989715695
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060819,0.5088374551300403,0.5155982294258847,0.519916142557652,0.48905283093659846,0.49413552379484244
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060820,0.49715254685194565,0.49617476711665087,0.5031446540880503,0.5469620559800921,0.5349908608425642
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060821,0.4778127683939307,0.48120857098813014,0.4863731656184486,0.47358453170076414,0.4697659054372481
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060822,0.529978638595873,0.5213878306062675,0.5314465408805031,0.4991081063225352,0.4962694620009249
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060823,0.46870444185073445,0.4795921513356383,0.48427672955974843,0.5105463674601951,0.5238388865643375
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060824,0.4740646127419675,0.47196370763505036,0.4758909853249476,0.49205223634081346,0.4966900834636306
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060825,0.48279415974806755,0.4933955823735383,0.5010482180293501,0.4694443832720385,0.46310643264551077
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060826,0.5006144156444756,0.4906163976304257,0.4989517819706499,0.5062608733951419,0.5129467726662116
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060827,0.5370741482965932,0.5197031425488339,0.5241090146750524,0.5260058578695853,0.524162610936158
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060828,0.49527186240613097,0.488643220506948,0.4947589098532495,0.4906119932172037,0.4962694620009249
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060829,0.46709683102468674,0.4793653240547028,0.4832285115303983,0.45721773216763195,0.45360391111894116
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060830,0.5326829483142108,0.5247792287872448,0.5314465408805031,0.5191305688299677,0.5264264793322909
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060831,0.46525578629787046,0.47868484221189633,0.480083857442348,0.5031249311810434,0.5051575678830188
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060832,0.5124182430795657,0.5114602832037702,0.5146750524109015,0.5436895769561101,0.5367041775859411
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060833,0.5610077297452047,0.5531216278711268,0.5545073375262054,0.44167455790702276,0.4546059151269572
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060834,0.49295954546455545,0.4940386267039574,0.4968553459119497,0.47583959127045294,0.49174392741527007
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060835,0.5489308286903477,0.5368319055693805,0.5387840670859538,0.564209738157634,0.5303045651743046
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060836,0.5143341628311568,0.5053513620647889,0.5083857442348009,0.45650421722566015,0.4699266665198529
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060837,0.5227333788456033,0.5328282939505384,0.5408805031446541,0.5002092096280473,0.5165341672355701
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060838,0.4857935651522826,0.49236054526635686,0.4989517819706499,0.48576273425972827,0.4947499394393182
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060839,0.4956286198771168,0.4873152899205003,0.48951781970649894,0.45349600299500104,0.4537338413089916
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060840,0.5006892906692506,0.499729128586844,0.5052410901467506,0.5169239578057213,0.5255522033077143
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060841,0.47655310621242486,0.4943006892906693,0.5020964360587002,0.519443282168733,0.5237419894734524
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060842,0.4788257834350019,0.4862494219207646,0.48951781970649894,0.4606355568279416,0.48127243497984984
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060843,0.46182474839789467,0.474841991675659,0.4811320754716981,0.5296571164306636,0.5117509744764254
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060844,0.46677971327269924,0.4736461934858728,0.480083857442348,0.49438657534849917,0.4958796714307736
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060845,0.5096566759893413,0.508907925741593,0.5136268343815513,0.47199013411438256,0.4766830364024753
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060846,0.4983020987029003,0.4951749653152459,0.5052410901467506,0.48270166707040457,0.49849809509128146
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060847,0.47166861194917303,0.47196370763505036,0.4758909853249476,0.4987821797441036,0.5107489704684094
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060848,0.4737166640974256,0.47648924222070516,0.4811320754716981,0.5279570129269529,0.5315003633640908
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060849,0.5152987293267854,0.4971767711246669,0.5041928721174004,0.4993723711158581,0.5031865929661521
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060850,0.49973353300006607,0.49976436389262047,0.5094339622641509,0.5411702525930983,0.5326322975621572
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060851,0.4652689995375366,0.48033649717016447,0.4863731656184486,0.4516285317888524,0.4645620912153978
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060852,0.5166200532934,0.49523442489374353,0.4979035639412998,0.5126076328481137,0.5157589905084895
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060853,0.48148604902111913,0.48909687506881894,0.4968553459119497,0.5231517981016979,0.5216410843665353
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060854,0.44667797132726994,0.44960029950009905,0.4580712788259958,0.4873923671518862,0.4895130921183025
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060855,0.47413067894029826,0.4863176903257064,0.4947589098532495,0.5343610297518113,0.517342377061816
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060856,0.4567552687793168,0.4588737915391222,0.46331236897274636,0.48207624039287367,0.4871214957387302
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060857,0.5039177255610121,0.5035741813296923,0.5073375262054507,0.5013939967847784,0.4954942852738444
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060858,0.5176154506815829,0.5060957078993151,0.510482180293501,0.5264595124314564,0.5068378515272303
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060859,0.4580325486137109,0.462397322116761,0.46750524109014674,0.4883349115814045,0.4988878856614328
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060860,0.48758616133365634,0.49940540421502344,0.5041928721174004,0.48175031381444205,0.4883503270276818
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060861,0.5177784139707988,0.5052544649739039,0.5083857442348009,0.4538747825320971,0.4603933141007289
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060862,0.49569028166222556,0.5054482591556739,0.5083857442348009,0.4938051928031888,0.493457244158647
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060863,0.487462837763439,0.4975313263890418,0.5031446540880503,0.5383470237177652,0.5289458036953028
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,22060864,0.5385628399656456,0.5242617102336541,0.5303983228511531,0.46097910105926143,0.47193067453588494
