cond,seed,perm_auc,perm_bacc,perm_acc,featperm_auc,featperm_bacc
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160818,0.4938492369354093,0.48825563214340767,0.4947589098532495,0.42816181814177806,0.46530423484331296
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160819,0.4826620273514061,0.4845713404831641,0.4916142557651992,0.4890748530027087,0.5127529784844415
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160820,0.5104010218238675,0.5044132220484926,0.5062893081761006,0.49152811116738976,0.48944922812658287
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160821,0.5054064172300645,0.5003413420247087,0.5031446540880503,0.4694267656191504,0.47745821312955583
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160822,0.4637935211081504,0.48550727829284945,0.49056603773584906,0.49070008148164457,0.49155013323349994
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160823,0.517981016979013,0.5048052148252549,0.5125786163522013,0.5153119425664516,0.511169591931115
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160824,0.4838732409874694,0.4803695302693298,0.48742138364779874,0.48599616816049684,0.49339338016692724
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160825,0.5146292585170341,0.51016979012971,0.5167714884696016,0.5227025479530489,0.5060626748001498
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160826,0.4974432381246009,0.4947521416459292,0.5010482180293501,0.4979145103393601,0.4898368164901231
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160827,0.4995837829505164,0.49158536853927637,0.4989517819706499,0.4642691977361316,0.47231826289942525
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160828,0.5082472637582858,0.502541346429122,0.5083857442348009,0.5095950142042327,0.5156620934176045
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160829,0.5264198727124578,0.5271399942742628,0.5356394129979035,0.5452707613028255,0.543782069633773
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160830,0.5029399458257173,0.511074897046841,0.5178197064989518,0.49576075227377836,0.4894822612257482
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160831,0.49703803210817243,0.5022176220573014,0.5073375262054507,0.5320839481160122,0.5201545949040939
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160832,0.4803761368891629,0.49064943072959105,0.5,0.44792882468233164,0.4734501970974917
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160833,0.5118104340549231,0.5008302318923561,0.5094339622641509,0.5096434627496752,0.5082935100971173
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160834,0.49929749609108326,0.5076504657666983,0.5167714884696016,0.5211654077385541,0.5235481952916823
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160835,0.47284459027946,0.48712590015195223,0.49580712788259956,0.4922548393490277,0.5131405668479817
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160836,0.5072562707833248,0.49678698055451564,0.5010482180293501,0.5009227245700192,0.4998238234711181
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160837,0.49027285339910587,0.4938778656213526,0.4979035639412998,0.47674249598097296,0.4809156775088639
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160838,0.4802528133189456,0.47206500913915744,0.48218029350104824,0.5193375762514039,0.5235481952916823
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160839,0.5353828536193266,0.53124050298399,0.5335429769392034,0.4841595278469025,0.4926160012332357
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160840,0.4769539078156313,0.48996674668017354,0.4937106918238994,0.5066925058909026,0.5006980994956947
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160841,0.5050364465194124,0.4824726375828581,0.49266247379454925,0.5038516593626814,0.4912264088616794
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160842,0.5379021779823383,0.5124622872117862,0.5157232704402516,0.48511528551608707,0.49824043691779163
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160843,0.500363364090819,0.49627166420753593,0.5031446540880503,0.5317668303640248,0.5000836838512189
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160844,0.5176947301195798,0.5158250567068202,0.5209643605870021,0.4833226893347134,0.492908894712502
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160845,0.5145940232112578,0.5035763835363034,0.510482180293501,0.4896518311347971,0.4869277015569601
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160846,0.4681759122640886,0.4812746371864608,0.48846960167714887,0.506269682221586,0.5068708846263956
M2|slow5|F_TRAINFOLD_BAND_Z|linsvm,21160847,0.5315333964632563,0.5287520095135325,0.5314465408805031,0.537422096941135,0.5352815521152194
