seed,path,branch,n,h_auc,h_bacc,h_fold_sd,h_loso_auc,h_loso_bacc,h_loso_fold_sd,z_auc,z_bacc,z_fold_sd,z_loso_auc,z_loso_bacc,z_loso_fold_sd
0,P,B,954,0.5049703803210817,0.4991191173555903,0.035758826867923,0.47568103239445925,0.4806954568477615,0.0924233500543588,0.5121055297408003,0.498275672223568,0.020640742775490897,0.5175802153758066,0.5189940320200841,0.10340529352342673
2,O,C,954,0.476931885749521,0.47380695456847766,0.06137350556002023,,,,0.4657755070580722,0.462853178885243,0.05969663887110011,,,
4,C,D,954,0.5154132440705588,0.5042590675857209,0.03911510748144513,,,,0.5042832918584421,0.4979233191658041,0.007319210756289772,,,
6,C,B,954,0.47335109779999557,0.4777533088154331,0.024192178019752528,0.47139553832940606,0.4761368891629413,0.09469208515659917,0.4715364795525116,0.47788103679887245,0.02483871494532787,0.4678764121649893,0.48017793829417077,0.08633019308484735
7,P,C,954,0.4461978902860666,0.4571979123081328,0.03738255782193672,,,,0.44626395648439743,0.45506397410205024,0.045099984206026816,,,
9,O,D,954,0.524248496993988,0.5191283666233566,0.024690556941089115,,,,0.5074632782047612,0.4980180140500782,0.01400474317558939,,,
11,O,B,954,0.5219758197714109,0.5186372745490981,0.03515060617475742,0.4921183025391442,0.4993107093307494,0.08332612281952062,0.48356052764870394,0.49342861547270367,0.014006408438103888,0.48526943997885885,0.49666145477768725,0.08107058454036374
13,C,C,954,0.44877006760774296,0.45522253297804405,0.04141703691340437,,,,0.45220550992094083,0.45564315444074965,0.05079504814478494,,,
14,P,D,954,0.5490937919795635,0.5429121980224185,0.021616639790846652,,,,0.4916998832830496,0.4945913805633244,0.056256621144267605,,,
16,P,B,954,0.49606906119932165,0.48712590015195223,0.05685841671404395,0.4820894536325398,0.4850271972516461,0.11242835715487107,0.511713536964038,0.5105926137990267,0.030652471178697294,0.5101323526173226,0.5093968156092404,0.12285920643395051
18,O,C,954,0.4540641723006453,0.4677971327269924,0.03393196389839847,,,,0.47183597965161095,0.47759034552621726,0.038365446603764376,,,
20,C,D,954,0.49771190733114584,0.5016076108260477,0.03207063525623456,,,,0.5021647690986368,0.49391530313374,0.047429978573699925,,,
22,C,B,954,0.5199321720363804,0.5188310687308684,0.04460460996430075,0.5342024708758175,0.5321478121077319,0.09509776051750471,0.5128895152943249,0.5070360501222224,0.032568286133480846,0.5198617014248277,0.5122398643440728,0.09524544756375772
23,P,C,954,0.4639961241163646,0.45790922504349363,0.053220225614957394,,,,0.4817018652689996,0.46796009601620825,0.05425214571646391,,,
25,O,D,954,0.5236274747296791,0.5146666960294215,0.03560497889523469,,,,0.5098284481050013,0.504452861767491,0.02891961669675712,,,
27,O,B,954,0.5072562707833248,0.49397476271223767,0.02451914620534491,0.48836574247395886,0.46262414939769647,0.10412192409152332,0.5195049439538417,0.5033495562553678,0.010351365756824462,0.491823206853267,0.4784624193441829,0.09905538010893801
29,C,C,954,0.4832346010702724,0.4878680437798674,0.04029453234083277,,,,0.45968860798520117,0.46747340835517187,0.042544279411710934,,,
32,P,B,954,0.48184280649210515,0.47148362659384707,0.03066090065928181,0.47683939307185796,0.48938976854808525,0.0804147271839648,0.5015833865533265,0.5133079345504195,0.02489132210125071,0.5074897046840935,0.5134048316413046,0.07362333752730642
38,C,B,954,0.4962100024224273,0.4962055980092053,0.028104194502901813,0.5171485828800458,0.5095553744852341,0.08186887059053172,0.5065119249487987,0.49685304675284636,0.03791113547822325,0.5055253363870599,0.5032856922636482,0.1002317540585975
43,O,B,954,0.506723336783457,0.5081657821136779,0.03898332751615697,0.5164350679380739,0.5022506551564667,0.09344850497994957,0.5162324649298597,0.49937677552908016,0.04208410899057311,0.49894073862009736,0.48935673544891983,0.09977874054826992
48,P,B,954,0.4844986676650003,0.49653372679424784,0.030153643757423826,0.4734612081305468,0.4790482063027153,0.08872606746946313,0.5291109691911295,0.527236891365148,0.021360470419899656,0.5273756303816424,0.5266224757206721,0.1365629857689466
