seed,path,branch,n,h_auc,h_bacc,h_fold_sd,z_auc,z_bacc,z_fold_sd,h_loso_auc,h_loso_bacc,h_loso_fold_sd,z_loso_auc,z_loso_bacc,z_loso_fold_sd
0,P,D,954,0.5504415424255105,0.5418441278160717,0.034206982593416445,0.5244643132418684,0.5198352749454954,0.032111571792857736,,,,,,
2,P,B,954,0.5303838446123015,0.5252989495474465,0.033254459623636726,0.5215353784492062,0.517346781475038,0.05610141092911514,0.5180647008302319,0.5163139465744676,0.11296289329121137,0.5311590213393821,0.5210310731352816,0.12934224755094736
4,O,C,954,0.46380232993459447,0.4703494901891695,0.043893695908516925,0.4622916161994319,0.46158911229051514,0.036836025006073185,,,,,,
6,C,D,954,0.5105551762866393,0.5070690832213879,0.04087717047612934,0.5122905150961263,0.5066792926512366,0.03499503795315357,,,,,,
8,C,B,954,0.5166068400537338,0.5128190446827721,0.03449269052237932,0.4678896254046555,0.4850910612433659,0.03135017547612695,0.5249179678037394,0.5129159417736572,0.07846867791975692,0.44761611134356627,0.4634367636371644,0.09244003027874395
9,P,C,954,0.5001607610826048,0.49494813803431037,0.059322428885266856,0.5110088308485101,0.5113699927327182,0.04081389209127932,,,,,,
11,O,D,954,0.495641833116783,0.502543548635733,0.02544540067871174,0.5046576669823163,0.5179589949129028,0.04106504605679504,,,,,,
13,O,B,954,0.5170604946156048,0.5285934506375388,0.030647688874912035,0.5207293708295712,0.5212887313087714,0.031059502088207958,0.5202096500693695,0.5256204717126561,0.11254582441751529,0.5242573058204321,0.5298222819264904,0.11806164842328451
15,C,C,954,0.4732189654033342,0.47290404985795764,0.049837904843683306,0.4512629654914224,0.47232266731264727,0.020053860718735116,,,,,,
16,P,D,954,0.5297804400008809,0.5281728291748332,0.054245904922460564,0.507172586932106,0.5080358519236274,0.047039806456461324,,,,,,
18,P,B,954,0.506718932370235,0.5188663040366447,0.036644100024191335,0.5089387566341474,0.5103019225263714,0.03288814304814269,0.504362571296439,0.5127573828976635,0.11278419313013005,0.5171089431610474,0.5117245479970931,0.08429938988483335
20,O,C,954,0.46953247153647953,0.4826311964588518,0.028539538319127554,0.4619260499020018,0.4682816181814178,0.028256216461871004,,,,,,
22,C,D,954,0.524076724878328,0.5097844039727807,0.01718631678255421,0.5093703891299082,0.5177343698385782,0.03557356139330924,,,,,,
24,C,B,954,0.532881146909203,0.5177960316236869,0.009031899216111534,0.5073179325684336,0.5058402519324363,0.03086385042241071,0.5295998590587769,0.5138540817899535,0.08842512021249735,0.4848201898302099,0.47998414411240065,0.09680479906953196
25,P,C,954,0.4961439362240966,0.4878372128873131,0.06055238542491386,0.48032328393049833,0.4789491070052192,0.048249193383901386,,,,,,
27,O,D,954,0.47954370279019587,0.49342861547270367,0.022293545810414577,0.5073003149155454,0.5151181483846814,0.025746356043620352,,,,,,
29,O,B,954,0.47767623158404726,0.46863837565240374,0.025360490859163184,0.48124821070712853,0.4794005593604792,0.03689222014228181,0.4953907815631262,0.4783038604681892,0.09793789977382243,0.5036138210486908,0.484379748508005,0.10270988646262166
33,O,B,954,0.5287454028936995,0.51543746834328,0.032145179426038444,0.49585764936466337,0.5022836882556321,0.03308166717661883,0.5406152965271201,0.5362857583298465,0.08657649476079717,0.508163579907067,0.5114316545178269,0.1147439685088248
38,P,B,954,0.5148142438723602,0.5138562839965646,0.0390945798350455,0.4810896518311348,0.4882270034574644,0.042399046407561446,0.5244466955889802,0.511625448699597,0.10238474719407008,0.47053227333788455,0.476654407716532,0.09369749766396798
44,C,B,954,0.5056398511308331,0.48395692483868835,0.03380417453046176,0.529243101587791,0.517441476359312,0.029292876817043543,0.48304080688850226,0.4787861437160034,0.07863798705927084,0.5396551344447136,0.5272677222577022,0.08523315372218809
49,O,B,954,0.5002532537602677,0.503543350437138,0.02969892707465331,0.5066220352793499,0.5231958422339184,0.032512189666225606,0.5070404545354446,0.4995683675042393,0.09420243322340618,0.49957497412407237,0.5168292629214473,0.09906109546626306
