seed,path,branch,n,h_auc,h_bacc,h_fold_sd,z_auc,z_bacc,z_fold_sd,h_loso_auc,h_loso_bacc,h_loso_fold_sd,z_loso_auc,z_loso_bacc,z_loso_fold_sd
0,C,C,954,0.4745799290889471,0.4722874320068709,0.05068492860121547,0.4609967187121496,0.47623378625382634,0.05345355090230511,,,,,,
1,P,D,954,0.5192010394415204,0.5083926093946134,0.06291417084651475,0.5089783963531458,0.5064546675769122,0.04697907519262788,,,,,,
3,P,B,954,0.4658019335374045,0.47568763901429234,0.046466688263644834,0.4762712237662138,0.46634587857032744,0.03898736754838877,0.46813627254509027,0.48373670417758596,0.08133007871185861,0.4731440903785593,0.48894051839943625,0.10014280459054052
5,O,C,954,0.4591732916382215,0.45189279658217535,0.0344991420816995,0.4620890131912176,0.4682485850822524,0.05780325203465093,,,,,,
7,C,D,954,0.512176000352353,0.49892312096720914,0.035788982995120115,0.5083926093946134,0.5009579598757955,0.03484943535816395,,,,,,
9,C,B,954,0.509727146600894,0.5085864035763835,0.028858483840146856,0.5139994274262811,0.5077781937501377,0.035055478317832456,0.5088550727829284,0.4938492369354093,0.08928153589894958,0.5322160805126737,0.5271708251668171,0.11678611807718321
10,P,C,954,0.49434693562950077,0.4866414146975269,0.05149253565599995,0.4989231209672092,0.49834173842189877,0.058581353593652775,,,,,,
12,O,D,954,0.5214472901847651,0.5277213768195732,0.03744681262457862,0.5128278535092162,0.5251998502499504,0.04538860684633288,,,,,,
14,O,B,954,0.5179105463674601,0.5120108348565262,0.014050122979685383,0.5091457640555836,0.5057763879407167,0.025525692562561552,0.49874254002510515,0.4874804554163271,0.11146484759615005,0.4736109581800964,0.4672487832808474,0.09939220905361788
16,C,C,954,0.46317690325706357,0.4723512959985906,0.02668418522577166,0.4544561650774076,0.4573234380849611,0.05139057383482886,,,,,,
17,P,D,954,0.5219273712259684,0.5234865335065736,0.05684053148901389,0.48962980906868686,0.49617476711665087,0.02565536672026253,,,,,,
19,P,B,954,0.4975181131493757,0.4937853729436896,0.042612514712450186,0.49081019181219576,0.4996036028100156,0.04091659398966126,0.47566341474157103,0.48864762492017,0.1017236402308712,0.47732387852628333,0.498180977339294,0.10982204287913894
21,O,C,954,0.4705939351229933,0.48580017177211565,0.035884564934232976,0.46212424849699396,0.4790460040961043,0.04049981715554353,,,,,,
23,C,D,954,0.4944702591997182,0.5152789094672862,0.03545812186100347,0.5093968156092405,0.5040652734039508,0.022261422989325718,,,,,,
25,C,B,954,0.5058600717919355,0.5101675879230989,0.013432019994591723,0.505996608601819,0.513078905062873,0.0259117718178938,0.5099165363694422,0.5057081195357749,0.09826937290111479,0.47871126869122865,0.4993107093307494,0.09082790603855298
26,P,C,954,0.4819749388887666,0.4720958400317118,0.06091221837774102,0.4864718447884781,0.47180514875905655,0.05844888605770996,,,,,,
28,O,D,954,0.511074897046841,0.507262877403158,0.043698349654300084,0.5083573740888371,0.4987623598846044,0.025588056221972386,,,,,,
31,C,B,954,0.524970820762404,0.5061595718910348,0.034329404757227504,0.5312383007773789,0.5198022418463301,0.04481574365027394,0.5176594948138034,0.5124953203109516,0.10416019320272203,0.512805831443106,0.5042876962716643,0.10892508317977137
36,O,B,954,0.5014864894624413,0.49349027725781236,0.019711547030711558,0.4783457023937986,0.48143760047567663,0.0262223256342054,0.5000506507520536,0.49261820343984675,0.09774475498604007,0.47123697945341236,0.4704177585941113,0.11083796886973207
41,P,B,954,0.4922900746548041,0.4911691514897928,0.02410603830031621,0.4974960910832654,0.5005725737188663,0.03106831624358331,0.4881543306393006,0.47478032989055036,0.10872210061731553,0.5077848003699708,0.4932017881917682,0.08534978804096614
47,C,B,954,0.48214671100442646,0.49103701909313135,0.02314880234554015,0.4965050981083045,0.4885815587218393,0.02851526741813354,0.4724261710233654,0.4634345614305534,0.09307869415519333,0.4661674998348345,0.4716774207756172,0.0902876881799631
