seed,path,branch,n,h_auc,h_bacc,h_fold_sd,z_auc,z_bacc,z_fold_sd,h_loso_auc,h_loso_bacc,h_loso_fold_sd,z_loso_auc,z_loso_bacc,z_loso_fold_sd
0,P,C,954,0.4549406505318329,0.4651809112730957,0.06120629438506299,0.489008786804378,0.48647845140831114,0.0665059104040922,,,,,,
2,O,D,954,0.5369332070734877,0.5408112929155013,0.04657013377780571,0.5061859983703672,0.5101389592371557,0.03310920627643472,,,,,,
4,O,B,954,0.5283974542491576,0.5099429628487745,0.04042823036817486,0.5029223281728291,0.49665925257107624,0.04202185059431654,0.5271113655883195,0.5115263494021008,0.11494968025123337,0.5255477988944923,0.5112048272368914,0.08838750695645692
6,C,C,954,0.4587724900350151,0.46934528397454245,0.03830172527002565,0.45010460481402365,0.4685062432557423,0.06001704053174963,,,,,,
7,P,D,954,0.5032834900570372,0.5141778061617741,0.03333894366545808,0.5030544605694905,0.5173445792684269,0.04414693975858192,,,,,,
9,P,B,954,0.4735757228743201,0.47911207029443503,0.020925640956512916,0.47256711224647097,0.46912506331344006,0.036105656289459796,0.4555440551432536,0.4763350877579335,0.10500868286119681,0.46437049924023877,0.4845779471029972,0.08416920300626152
11,O,C,954,0.4914091920103944,0.49546345438129,0.04727648939682909,0.48863881609372595,0.48134070338479157,0.051787482458626494,,,,,,
13,C,D,954,0.528793851439142,0.5223237684159527,0.027829396576030955,0.5035962033958026,0.4982118082318483,0.032014571085146985,,,,,,
15,C,B,954,0.522160805126737,0.5070668810147768,0.02039177053530582,0.5552423528375432,0.5519940980862825,0.026330875221212448,0.5214957387302077,0.5078750908410227,0.08823618109758158,0.5510537558633751,0.5369332070734877,0.09677636187583713
16,P,C,954,0.46902155960272196,0.467572507652668,0.057722146248620466,0.47696712105529737,0.4706423836684358,0.05955607042522721,,,,,,
18,O,D,954,0.5211962386311084,0.5185778149706005,0.03849213853369899,0.5194917307141756,0.511625448699597,0.04568722454330101,,,,,,
20,O,B,954,0.48944482371336084,0.49278336893567354,0.038089643325709056,0.49211389812592216,0.4911999823823471,0.04046001701568785,0.4793587174348697,0.4777224779228787,0.10460040132980966,0.49088506683697064,0.4802440044925015,0.10576127203154989
22,C,C,954,0.4585302473078024,0.4706710123543791,0.05555765964645626,0.45447818714351773,0.4663392719504944,0.04730436650497523,,,,,,
23,P,D,954,0.5202140544825915,0.49918077914069897,0.04177459963284478,0.5210156576890045,0.501184787156731,0.04052718183730412,,,,,,
25,P,B,954,0.5005571582725892,0.4934308176793146,0.03975876180285889,0.5196590984166134,0.5142130414675505,0.03732962385243146,0.49513532559624746,0.48728886344116806,0.10473349767896412,0.5348543240326807,0.5272699244643132,0.07577314215796598
27,O,C,954,0.4813495122112357,0.47687683058424546,0.051255401179679035,0.4751172675020371,0.4715452883789557,0.03508683254293087,,,,,,
29,C,D,954,0.5034244312801427,0.5099143341628312,0.03106854461839199,0.49463322248893393,0.5005703715122553,0.026699294232669195,,,,,,
33,C,B,954,0.5287454028936995,0.51543746834328,0.032145179426038444,0.49585764936466337,0.5022836882556321,0.03308166717661883,0.5406152965271201,0.5362857583298465,0.08657649476079717,0.508163579907067,0.5114316545178269,0.1147439685088248
38,O,B,954,0.4962100024224273,0.4962055980092053,0.028104194502901813,0.5065119249487987,0.49685304675284636,0.03791113547822325,0.5171485828800458,0.5095553744852341,0.08186887059053172,0.5055253363870599,0.5032856922636482,0.1002317540585975
43,P,B,954,0.5089255433944813,0.5041599682882248,0.018884662502833598,0.5044066154286595,0.5047413508335352,0.02452398278078813,0.501904908718536,0.5039661741064547,0.10127890793975046,0.488101477680636,0.49973133079345505,0.0946816319515811
49,C,B,954,0.5002532537602677,0.503543350437138,0.02969892707465331,0.5066220352793499,0.5231958422339184,0.032512189666225606,0.5070404545354446,0.4995683675042393,0.09420243322340618,0.49957497412407237,0.5168292629214473,0.09906109546626306
