seed,path,branch,n,h_auc,h_bacc,h_fold_sd,z_auc,z_bacc,z_fold_sd,h_loso_auc,h_loso_bacc,h_loso_fold_sd,z_loso_auc,z_loso_bacc,z_loso_fold_sd
0,C,D,954,0.4750600101301504,0.47881917681516883,0.04346192444988599,0.4770552093197384,0.4890021801845449,0.025143397195289515,,,,,,
2,C,B,954,0.5039177255610121,0.5015393424211059,0.022372788210827325,0.5245127617873109,0.5219978418375212,0.04628912854106977,0.49674293642229517,0.4845383073839987,0.09715691805210855,0.5223501948952851,0.5206082494659648,0.10728178038582177
3,P,C,954,0.4564381510273294,0.47394128917175005,0.04169541098868024,0.46506199211610033,0.4790812394018807,0.05006137237504654,,,,,,
5,O,D,954,0.47428923781629195,0.49158757074588744,0.03837352763577523,0.5016670704045454,0.48854632341606286,0.02827620954714199,,,,,,
7,O,B,954,0.5254464973903852,0.5060648770067607,0.048055105557775646,0.5176991345328018,0.49517276310863484,0.0468799515964189,0.5327181836199872,0.5219031469532471,0.10562751142776382,0.49863683410777604,0.48134070338479157,0.11931825717862667
9,C,C,954,0.48777555110220444,0.48524962011935957,0.05150012909998293,0.4609570789931512,0.4679248607104319,0.06387099720840488,,,,,,
10,P,D,954,0.5111982206170583,0.5051597700896298,0.039817454026552034,0.5150036336409082,0.5156973287233808,0.06357479304710123,,,,,,
12,P,B,954,0.514439868748486,0.5088462639564844,0.03718285487869821,0.49224603052258364,0.4787553128234491,0.029789761021793284,0.4916558391508292,0.5028342399083883,0.11590280509772934,0.4936113986214187,0.4851549252350856,0.09120442603311656
14,O,C,954,0.4657843158845163,0.46149221519963,0.05472945575435716,0.4470303243850338,0.46052544649739036,0.04847468186588994,,,,,,
16,C,D,954,0.5044066154286596,0.507262877403158,0.032670472041284725,0.5027197251646149,0.5037107181395759,0.04700857218079685,,,,,,
18,C,B,954,0.4993943931819683,0.48505582593758945,0.030600207812871136,0.465938470347288,0.4748772269814354,0.019240725215167277,0.48608425642493774,0.4887753529036094,0.09814577097067312,0.4751657160474796,0.4734237706181594,0.09339585172422551
19,P,C,954,0.4455768680217578,0.46117289524103156,0.042433751060817426,0.46696910304124734,0.4606862075799951,0.06092030129424249,,,,,,
21,O,D,954,0.5133563830958621,0.4965667598934132,0.022098778288912158,0.5220418859697418,0.5058446563456583,0.03942480631535596,,,,,,
23,O,B,954,0.5409852672377722,0.5415204034442511,0.055334349249195426,0.5133123389636416,0.5133035301371974,0.036405124946533966,0.5454689598978176,0.5501178180536898,0.09814222453123585,0.48875333083749917,0.4890308088704882,0.11199542511326471
25,C,C,954,0.45405095906097914,0.45981193155541855,0.042675375479970905,0.4810984606575789,0.4879649408707525,0.05323077013857235,,,,,,
26,P,D,954,0.5436411284106675,0.5458213129555816,0.015008710445740297,0.510268889427206,0.5088440617498733,0.028491532178700932,,,,,,
28,P,B,954,0.5216983417384218,0.5133717985421392,0.017879630931183013,0.5245524015063092,0.5168622960206126,0.035627831352910935,0.5068466603536744,0.507359774494043,0.11857948141139468,0.5235437908784603,0.5209341760443965,0.103255215575462
31,O,B,954,0.524970820762404,0.5061595718910348,0.034329404757227504,0.5312383007773789,0.5198022418463301,0.04481574365027394,0.5176594948138034,0.5124953203109516,0.10416019320272203,0.512805831443106,0.5042876962716643,0.10892508317977137
36,P,B,954,0.5122728974432381,0.506811425047898,0.03143013851434792,0.5325331982646613,0.5213217644079368,0.024205380663603497,0.4946112004228237,0.4839591270452994,0.12066020935403067,0.5320266907441257,0.522614459688608,0.10390526638263863
42,C,B,954,0.5284370939681562,0.5264903433240107,0.04441335629614074,0.47482217181615977,0.47432667532867934,0.028394031762400435,0.5349159858177894,0.5204144552841947,0.06875215406354682,0.4681891255037548,0.4615604836045718,0.11015679486297171
47,O,B,954,0.48214671100442646,0.49103701909313135,0.02314880234554015,0.4965050981083045,0.4885815587218393,0.02851526741813354,0.4724261710233654,0.4634345614305534,0.09307869415519333,0.4661674998348345,0.4716774207756172,0.0902876881799631
