seed,path,branch,n,h_auc,h_bacc,h_fold_sd,z_auc,z_bacc,z_fold_sd,h_loso_auc,h_loso_bacc,h_loso_fold_sd,z_loso_auc,z_loso_bacc,z_loso_fold_sd
1,O,D,954,0.49197736131603864,0.490101081283446,0.04691042468514918,0.4965006936950825,0.49646986280252814,0.026202389069042886,,,,,,
3,O,B,954,0.5275429980840802,0.5237441916800634,0.042250525099113576,0.5165055385496267,0.5129489748728225,0.014248245575632475,0.5381135898169966,0.5282697262657182,0.10483071069335709,0.5351934638507785,0.521255698209606,0.10702041628506383
5,C,C,954,0.4591732916382215,0.45189279658217535,0.0344991420816995,0.4620890131912176,0.4682485850822524,0.05780325203465093,,,,,,
6,P,D,954,0.5143253540047127,0.5218062498623621,0.03024963283835261,0.5136030302362967,0.5065185315686318,0.023351798790280334,,,,,,
8,P,B,954,0.5089960140060341,0.4903917725561012,0.015311711881178953,0.5041863947675571,0.5060010130150411,0.04177477349258138,0.5043889977757713,0.5031909973793741,0.11465599405469964,0.49018476513466497,0.5133717985421392,0.09520928935859363
10,O,C,954,0.4917042876962716,0.4859917637472748,0.048741500889051305,0.4800678279636195,0.48557334449118017,0.030284444011938715,,,,,,
12,C,D,954,0.5214472901847651,0.5277213768195732,0.03744681262457862,0.5128278535092162,0.5251998502499504,0.04538860684633288,,,,,,
14,C,B,954,0.5179105463674601,0.5120108348565262,0.014050122979685383,0.5091457640555836,0.5057763879407167,0.025525692562561552,0.49874254002510515,0.4874804554163271,0.11146484759615005,0.4736109581800964,0.4672487832808474,0.09939220905361788
15,P,C,954,0.4982052016120152,0.4938492369354093,0.04757354917883485,0.5065031161223547,0.4932017881917682,0.058795666861532835,,,,,,
17,O,D,954,0.4982976942896782,0.49175053403510316,0.045914638969800955,0.5216675108458675,0.5249443942830716,0.03948300388649023,,,,,,
19,O,B,954,0.47775551102204405,0.49598097293488075,0.017795568200763022,0.519707546962056,0.530599660860182,0.00851531715421685,0.4796361954678588,0.4824726375828581,0.09837192299690388,0.49754894404193,0.5205796207800215,0.08864740817522401
21,C,C,954,0.4705939351229933,0.48580017177211565,0.035884564934232976,0.46212424849699396,0.4790460040961043,0.04049981715554353,,,,,,
22,P,D,954,0.5299169768107643,0.5175053403510317,0.0249116362403203,0.5064590719901342,0.5027703759166685,0.02808190897779273,,,,,,
24,P,B,954,0.4998612609835054,0.5079103261467991,0.03333453926322478,0.5129952212116541,0.5124997247241736,0.04649520995333194,0.4858420136977251,0.48059855975687643,0.1067351033633742,0.5200202603008215,0.5262679204562972,0.09105298522799156
26,O,C,954,0.48331828492149137,0.4794313902530336,0.05687973581057172,0.4827721376819573,0.47923759607126337,0.04677933138754499,,,,,,
28,C,D,954,0.511074897046841,0.507262877403158,0.043698349654300084,0.5083573740888371,0.4987623598846044,0.025588056221972386,,,,,,
30,C,B,954,0.5394657446761656,0.5328282939505384,0.040048257101733424,0.5280803364971701,0.5101367570305446,0.04644766673843107,0.5171529872932679,0.5054196304697307,0.10891962542402732,0.5216454887797572,0.5173445792684269,0.10780982892514845
35,O,B,954,0.49353652359664385,0.5084256424937788,0.027353286742210003,0.4969014952982889,0.5088792970556497,0.023735597702894753,0.4819705344755445,0.5135017287321897,0.0860533388227865,0.47220595036226304,0.49498117113347573,0.07730697812933081
40,P,B,954,0.5044418507344359,0.5025127177431786,0.03185614363684484,0.5169371710453875,0.5159241560043164,0.04688195344891559,0.49805985597568764,0.5011539562641767,0.11578748612815203,0.5052302407011826,0.5053227333788456,0.09930146843647326
46,C,B,954,0.5167125459710631,0.5066154286595168,0.04628597518613629,0.511440463344271,0.5110132352617323,0.03590494234803476,0.49913893721508956,0.5019951991895879,0.0829042336713072,0.5197207602017222,0.5183179545904997,0.07150328763837561
