seed,path,branch,n,h_auc,h_bacc,h_fold_sd,h_loso_auc,h_loso_bacc,h_loso_fold_sd,z_auc,z_bacc,z_fold_sd,z_loso_auc,z_loso_bacc,z_loso_fold_sd
0,C,B,954,0.5056134246515008,0.4990178158514832,0.032542012763762174,0.49183642009293316,0.5030280340901583,0.09922104806896272,0.5115902133938206,0.5092008192208592,0.022316862286950574,0.47775551102204405,0.4785284855425136,0.11921347055145758
1,P,C,954,0.4823052698804202,0.47736572045189285,0.06494247007307896,,,,0.47311766389922705,0.4737783258825343,0.06530619998288922,,,
3,O,D,954,0.5316875509260279,0.5295954546455548,0.033029439534988964,,,,0.5346473166112444,0.5270430971833777,0.02852850808774624,,,
5,O,B,954,0.4938888766544078,0.5083287454028937,0.027131455738647222,0.5104494703693101,0.5211918342178863,0.0938635426403498,0.4558083199365764,0.482021185227598,0.025221494177810506,0.4481226188641019,0.4759783302869475,0.09945407235847575
7,C,C,954,0.4589839018696734,0.46659913233059525,0.04215227854144029,,,,0.4507256270783325,0.47293488075051204,0.04163988683664125,,,
8,P,D,954,0.5391133916184017,0.5204805214825254,0.03863112126997245,,,,0.4984870840582264,0.5007663679006364,0.026606726148278078,,,
10,P,B,954,0.4640005285295867,0.4733907375189941,0.05010337357714795,0.4586844017705741,0.47513708736153626,0.08764947368048308,0.49198176572926067,0.48728886344116806,0.04554933786332284,0.4953423330176837,0.4974058006122134,0.0927196574312634
12,O,C,954,0.4864850580281442,0.4845052742848334,0.05153523103658882,,,,0.4902772578123279,0.4876412164989319,0.05681477743033992,,,
14,C,D,954,0.5138144420709551,0.5065515646677972,0.03351855987476101,,,,0.5113303530137197,0.5025127177431786,0.029254158449213467,,,
16,C,B,954,0.5233984452421326,0.519800039639719,0.02150076958829973,0.5154616926160013,0.5027351406108921,0.09196786815998872,0.5350128829086744,0.5233896364156885,0.022552715140754832,0.5263141667951288,0.5124975225175626,0.09633404402591995
17,P,C,954,0.4845779471029972,0.4880310070690832,0.07156972208458513,,,,0.4701402805611222,0.4630139399678478,0.06692509787667027,,,
19,O,D,954,0.5360963685612985,0.5058732850316017,0.05234453983530882,,,,0.5409720539981061,0.5162500825827478,0.030229605746673147,,,
21,O,B,954,0.5172675020370411,0.4981149111409633,0.038665276314837835,0.5139730009469489,0.48896914708537953,0.087280232331325,0.49156775088638816,0.4851549252350856,0.01959719400419081,0.48313329956616535,0.4770750291792376,0.0925616603477599
23,C,C,954,0.48290427007861875,0.4779118676914268,0.04339375845988318,,,,0.4685811182805171,0.47235349820520156,0.04528131848780694,,,
24,P,D,954,0.5228478935893766,0.520804245854346,0.0347427854405012,,,,0.5043097183377745,0.5112048272368914,0.04583771155002634,,,
26,P,B,954,0.5119733973441388,0.5104979189147526,0.04212145080134217,0.512532757823339,0.5161223545993086,0.1281943139755304,0.5209099517716752,0.507265079609769,0.05582027019283166,0.5065956088000176,0.505454865775507,0.10578316265568426
28,O,C,954,0.4600101301504107,0.4894183972340285,0.051959656535320205,,,,0.45976788742319813,0.46924838688365744,0.05559555716015047,,,
30,P,B,954,0.5116386619392631,0.5224228677134488,0.04575480298379703,0.4994076064216345,0.5099143341628312,0.09373159247271927,0.52461846770464,0.5273668215551983,0.033783961876370276,0.5164482811777401,0.5122728974432381,0.08866676879278733
36,C,B,954,0.5014864894624413,0.49349027725781236,0.019711547030711558,0.5000506507520536,0.49261820343984675,0.09774475498604007,0.4783457023937986,0.48143760047567663,0.0262223256342054,0.47123697945341236,0.4704177585941113,0.11083796886973207
41,O,B,954,0.5075249399898698,0.5112708934352221,0.04706091731578053,0.49318417053888,0.49704904314122755,0.085325345478665,0.5186152524829879,0.5145697989385364,0.030796363292911827,0.4802792397982779,0.47316611244466955,0.09563532575586502
46,P,B,954,0.48142879164923247,0.48544561650774076,0.0463843713107786,0.4872073817965602,0.4897773569116255,0.10027220310276379,0.47602017221255694,0.4815983615582814,0.04179572570107328,0.4820145786077649,0.48654451760664186,0.09229229160999489
