source,pc1,pc2,pc3,eff_rank,pearson,spearman,subj_eff_rank_mean,subj_eff_rank_sd,subj_eff_rank_min,subj_eff_rank_max
RAW,0.9263044791605476,0.07304464104419513,0.000650879795257313,1.848547960904496,"[[1.0, 0.8067391129212929, 0.9050079191088993], [0.8067391129212929, 1.0, 0.9787079319433265], [0.9050079191088994, 0.9787079319433265, 1.0]]","[[1.0, 0.7933001777031277, 0.896160890927482], [0.7933001777031277, 1.0, 0.9764365175319291], [0.896160890927482, 0.9764365175319291, 1.0]]",1.8694107207527189,0.10009576499716615,1.478965848983641,2.1531511448916936
M1_B,0.8923991770202825,0.10658562033555678,0.0010152026441607011,1.955577688646363,"[[0.9999999999999999, 0.7239985700493866, 0.8580178562098753], [0.7239985700493867, 1.0, 0.9713118469877009], [0.8580178562098754, 0.9713118469877009, 1.0]]","[[1.0, 0.7211514112625281, 0.856645946813019], [0.721151411262528, 1.0, 0.9684701923431764], [0.8566459468130189, 0.9684701923431764, 1.0]]",1.8694107207527189,0.10009576499716615,1.478965848983641,2.1531511448916936
M1_C,0.902693830984648,0.09310084228252352,0.004205326732828481,2.061209789518523,"[[1.0, 0.7323895592491584, 0.8629153303991287], [0.7323895592491584, 1.0, 0.9619172017260657], [0.8629153303991286, 0.9619172017260657, 1.0]]","[[0.9999999999999999, 0.7181195981994105, 0.8547564002497599], [0.7181195981994105, 0.9999999999999999, 0.9597559080900673], [0.8547564002497599, 0.9597559080900673, 0.9999999999999999]]",1.8745618442479433,0.09738294918357443,1.4961729353473328,2.1582408728657594
M1_D,0.9193627799405654,0.07927652008440114,0.001360699975033438,1.9174096601680988,"[[1.0, 0.7715479118557297, 0.8893531441160699], [0.7715479118557297, 1.0, 0.9724094978593835], [0.88935314411607, 0.9724094978593835, 1.0]]","[[1.0, 0.7525433222963823, 0.8778687422788201], [0.7525433222963823, 1.0, 0.9687641034139785], [0.8778687422788201, 0.9687641034139785, 1.0]]",1.8782290392897352,0.09812252895561253,1.4975402863579972,2.150381503683118
