id,site,r_m1_old,r_m2_old,r_m1_m2
Caltech_0051482,CALTECH,0.5868572814449957,0.6173012558555759,0.766851675484124
Caltech_0051484,CALTECH,0.7444869694717944,0.6846646383224401,0.9214078205004248
Caltech_0051485,CALTECH,0.6442871905474791,0.6054484222622034,0.8416589884059456
Caltech_0051486,CALTECH,0.7413116074963897,0.6984179024188767,0.8324785362742186
Caltech_0051487,CALTECH,0.7746360677835572,0.679072226632688,0.8568433917751123
Caltech_0051488,CALTECH,0.7778926206096275,0.6903990047028038,0.8822767098533773
Caltech_0051489,CALTECH,0.9143128251673023,0.8357650758802712,0.9482007521573023
Caltech_0051490,CALTECH,0.785977073219081,0.7048868272064995,0.7827736115466905
Caltech_0051491,CALTECH,0.6573189812113469,0.5646109978620502,0.7004575538418832
Caltech_0051492,CALTECH,0.5832156488332495,0.5128423779303874,0.813476162552831
Caltech_0051493,CALTECH,0.652456397272533,0.6127473540315137,0.7789895901713405
KKI_0050772,KKI,0.7610200401524371,0.6251009821702909,0.8207380837295963
KKI_0050773,KKI,0.8392569576566021,0.7365646612766817,0.8726266732405655
KKI_0050774,KKI,0.8249066884519304,0.679119094809761,0.7826442881167616
KKI_0050775,KKI,0.7918739271490249,0.5877256241795147,0.763238437027276
KKI_0050776,KKI,0.8762351104869381,0.5982257622640087,0.7090647597844806
KKI_0050777,KKI,0.6477332878839182,0.563332214394874,0.8426271666434134
KKI_0050778,KKI,0.8672719729951461,0.7556458019694584,0.8866965050802451
KKI_0050779,KKI,0.8535648744600781,0.6660528850256667,0.7636286527545406
KKI_0050780,KKI,0.7092243617503401,0.5955308990179029,0.8042094754801211
KKI_0050781,KKI,0.725943332409113,0.6387914003852673,0.8124534036914521
KKI_0050782,KKI,0.7424460780304448,0.528446538523416,0.7360691563551836
KKI_0050783,KKI,0.6749188208936987,0.582120346798253,0.7856676195355616
KKI_0050784,KKI,0.7372945252902052,0.6566423636789069,0.8191422278026074
KKI_0050785,KKI,0.8054191539185355,0.6645589469162442,0.8010144045090526
KKI_0050786,KKI,0.7441684803126072,0.555162553870516,0.723751886333702
KKI_0050787,KKI,0.730733373108075,0.6246748287638406,0.8508035802200791
KKI_0050788,KKI,0.8270995494335452,0.6737488546962701,0.7795608949096682
KKI_0050789,KKI,0.8883073088054305,0.6492149852517693,0.7425000341334236
KKI_0050790,KKI,0.816844231622004,0.6300895329142425,0.775025698554061
KKI_0050791,KKI,0.6965077189862434,0.40734542148377384,0.7009517845624099
KKI_0050792,KKI,0.82008623455047,0.6064978371924219,0.7550407099100203
KKI_0050793,KKI,0.7141995434984637,0.6348213034731781,0.7269119146839935
KKI_0050794,KKI,0.6517655543885793,0.43853741775015515,0.7249601367736168
KKI_0050795,KKI,0.8640055654014647,0.72966705546827,0.8412281010651113
KKI_0050796,KKI,0.6881651985522254,0.5684175477419069,0.7537011363756281
KKI_0050797,KKI,0.7655602966807282,0.5724737245327876,0.7833518265753788
KKI_0050798,KKI,0.7635611730520222,0.5487322313890745,0.7590181316712442
KKI_0050799,KKI,0.8117868965289283,0.6109792537215375,0.739143371345382
KKI_0050800,KKI,0.7990283806955502,0.6661475889774339,0.8455097481443417
KKI_0050801,KKI,0.8131553608762997,0.6991237419002695,0.7546321267796067
KKI_0050802,KKI,0.6291572017899956,0.5490241030798189,0.7362148946911045
KKI_0050803,KKI,0.7645111187149997,0.7008699746730341,0.8558047423599547
KKI_0050804,KKI,0.7186477883079324,0.6658482549078394,0.6508769207239428
KKI_0050807,KKI,0.8199446970347596,0.6485667379037224,0.8586147496455965
KKI_0050812,KKI,0.7678664562988796,0.6632003557361533,0.8603067483618303
KKI_0050814,KKI,0.6775436654110542,0.5724208701077148,0.8287414879527386
KKI_0050815,KKI,0.790429238229816,0.6403725427104097,0.7112765816679011
KKI_0050816,KKI,0.7648503387547847,0.201433395808001,0.4289794906345054
KKI_0050817,KKI,0.80480359757459,0.6759954250930015,0.8120960849935076
KKI_0050818,KKI,0.8013647712714751,0.7483974109823978,0.8294946020284717
KKI_0050819,KKI,0.714939482111852,0.5543879492351879,0.7972947375025243
KKI_0050820,KKI,0.7293364342641547,0.5068588546235913,0.7665395940759007
KKI_0050821,KKI,0.8060402007798902,0.5303547847842589,0.6101937467222016
KKI_0050822,KKI,0.8654079537876904,0.7266557885775827,0.8169333807988653
KKI_0050823,KKI,0.7847569216692685,0.5041150958903423,0.6801417840354694
KKI_0050824,KKI,0.8029790711141521,0.6335347385853953,0.8062241108813782
KKI_0050825,KKI,0.8311845885204415,0.7191375925087696,0.7549889347563596
Leuven_1_0050682,LEUVEN_1,0.8467625276213993,0.7533038692140358,0.8547106643816784
Leuven_1_0050683,LEUVEN_1,0.7785252589568403,0.7154437697345081,0.8512751949300819
Leuven_1_0050685,LEUVEN_1,0.4665633087573538,0.5257835391781668,0.8311024520927853
Leuven_1_0050686,LEUVEN_1,0.7891579042821321,0.7024007208978855,0.8735507567601372
Leuven_1_0050687,LEUVEN_1,0.6389837853013365,0.65736819669401,0.8586290888510146
Leuven_1_0050688,LEUVEN_1,0.7448690516282024,0.7031006281201964,0.8208547350562836
Leuven_1_0050689,LEUVEN_1,0.7928415997627073,0.7559290240727029,0.8936337444549942
Leuven_1_0050690,LEUVEN_1,0.785308490124911,0.711411750757654,0.8964093192921712
Leuven_1_0050691,LEUVEN_1,0.7028031887433593,0.6745846107915455,0.8561339032673362
Leuven_1_0050692,LEUVEN_1,0.7512777362327477,0.6936142168740961,0.8244327211929596
Leuven_1_0050693,LEUVEN_1,0.7899026085525243,0.7612019143372452,0.8996438156753856
Leuven_1_0050694,LEUVEN_1,0.7503064251276995,0.6481399218914139,0.7361389858972857
Leuven_1_0050695,LEUVEN_1,0.6923313946552347,0.6127107003034076,0.8336732671892052
Leuven_1_0050696,LEUVEN_1,0.7214117364511967,0.767623031554715,0.8639663842732623
