source,band,norm,clf,grouped_pooled_auc,grouped_auc_mean,grouped_auc_sd,grouped_bacc,loso_pooled_auc,loso_auc_mean,loso_auc_sd,loso_bacc,loso_per_site_auc
M1,slow5,C_SUBJ_BAND_MINMAX,logreg,0.6178422779625184,0.6359333150797378,0.04778785066125532,0.5881279041599683,0.6188332709374793,0.6450141052213553,0.10684814195918388,0.5838930608469687,"{""CALTECH"": 0.5469, ""CMU"": 0.8384, ""KKI"": 0.7838, ""LEUVEN_1"": 0.7296, ""LEUVEN_2"": 0.7, ""MAX_MUN"": 0.5569, ""NYU"": 0.6319, ""OLIN"": 0.6407, ""PITT"": 0.6578, ""SBL"": 0.6619, ""SDSU"": 0.6864, ""STANFORD"": 0.7474, ""TRINITY"": 0.5734, ""UCLA_1"": 0.5564, ""UCLA_2"": 0.5615, ""UM_1"": 0.7409, ""UM_2"": 0.3769, ""USM"": 0.5727, ""YALE"": 0.6918}"
M1,classical,C_SUBJ_BAND_MINMAX,logreg,0.6176220573014161,0.6305255324993816,0.04738164724582016,0.5799841441124006,0.6207579995155146,0.6234572620515216,0.0983209591506701,0.5852518223259706,"{""CALTECH"": 0.4688, ""CMU"": 0.7677, ""KKI"": 0.7293, ""LEUVEN_1"": 0.5306, ""LEUVEN_2"": 0.7296, ""MAX_MUN"": 0.5318, ""NYU"": 0.628, ""OLIN"": 0.6333, ""PITT"": 0.6592, ""SBL"": 0.581, ""SDSU"": 0.6864, ""STANFORD"": 0.6684, ""TRINITY"": 0.5317, ""UCLA_1"": 0.603, ""UCLA_2"": 0.5769, ""UM_1"": 0.7233, ""UM_2"": 0.4115, ""USM"": 0.6418, ""YALE"": 0.7434}"
M2,slow5,C_SUBJ_BAND_MINMAX,logreg,0.6053337444119008,0.6105704013748434,0.03908487124055101,0.566213746173666,0.6036072144288577,0.6249950463831183,0.07961192462248831,0.571029972031976,"{""CALTECH"": 0.6146, ""CMU"": 0.7273, ""KKI"": 0.7256, ""LEUVEN_1"": 0.5204, ""LEUVEN_2"": 0.6222, ""MAX_MUN"": 0.597, ""NYU"": 0.6104, ""OLIN"": 0.5, ""PITT"": 0.7401, ""SBL"": 0.6429, ""SDSU"": 0.6045, ""STANFORD"": 0.7526, ""TRINITY"": 0.6012, ""UCLA_1"": 0.5732, ""UCLA_2"": 0.4769, ""UM_1"": 0.6319, ""UM_2"": 0.6654, ""USM"": 0.5691, ""YALE"": 0.6997}"
M2,classical,C_SUBJ_BAND_MINMAX,logreg,0.5881345107798013,0.6071753453069447,0.058561108710701484,0.5587812988614592,0.5880860622343588,0.5995603963319154,0.08131727969302745,0.5727763218745183,"{""CALTECH"": 0.6406, ""CMU"": 0.6869, ""KKI"": 0.6297, ""LEUVEN_1"": 0.4235, ""LEUVEN_2"": 0.6778, ""MAX_MUN"": 0.5552, ""NYU"": 0.6618, ""OLIN"": 0.4889, ""PITT"": 0.6684, ""SBL"": 0.619, ""SDSU"": 0.4864, ""STANFORD"": 0.6658, ""TRINITY"": 0.5992, ""UCLA_1"": 0.5657, ""UCLA_2"": 0.4846, ""UM_1"": 0.6453, ""UM_2"": 0.6923, ""USM"": 0.5445, ""YALE"": 0.6561}"
OLD,slow5,C_SUBJ_BAND_MINMAX,logreg,0.6209958378295052,0.6199679454631059,0.015676750734602313,0.5875773525072122,0.6149397696491885,0.6288339771116986,0.09741688712927656,0.5929110969191129,"{""CALTECH"": 0.5312, ""CMU"": 0.8384, ""KKI"": 0.7237, ""LEUVEN_1"": 0.7296, ""LEUVEN_2"": 0.6667, ""MAX_MUN"": 0.6271, ""NYU"": 0.6136, ""OLIN"": 0.5889, ""PITT"": 0.6684, ""SBL"": 0.5667, ""SDSU"": 0.5364, ""STANFORD"": 0.8237, ""TRINITY"": 0.5397, ""UCLA_1"": 0.5965, ""UCLA_2"": 0.4923, ""UM_1"": 0.6709, ""UM_2"": 0.5154, ""USM"": 0.6091, ""YALE"": 0.6098}"
OLD,classical,C_SUBJ_BAND_MINMAX,logreg,0.6159659979299259,0.6102209880167856,0.016782106522274024,0.5911977801757361,0.6125569820960602,0.6149839390095794,0.08990039096003288,0.5921028870928671,"{""CALTECH"": 0.599, ""CMU"": 0.7374, ""KKI"": 0.718, ""LEUVEN_1"": 0.5867, ""LEUVEN_2"": 0.637, ""MAX_MUN"": 0.5903, ""NYU"": 0.5904, ""OLIN"": 0.6111, ""PITT"": 0.6592, ""SBL"": 0.5048, ""SDSU"": 0.5682, ""STANFORD"": 0.8105, ""TRINITY"": 0.4563, ""UCLA_1"": 0.6002, ""UCLA_2"": 0.4462, ""UM_1"": 0.67, ""UM_2"": 0.5962, ""USM"": 0.6155, ""YALE"": 0.6878}"
