source,band,norm,site_bacc,site_acc,site_bacc_chance,sex_bacc,r2_TR,r2_T,r2_age,r2_func_mean_fd,r2_func_dvars,r2_func_perc_fd
M1,slow4,A_RAW,0.52730469465102,0.6058700209643606,0.05263157894736842,0.5322342539978392,0.40654924470765985,0.43811690373578704,0.2850653579017912,0.4560004232768703,0.16729586301168908,0.3529758049204309
M1,all3,C_SUBJ_BAND_MINMAX,0.6058890098483651,0.6823899371069182,0.05263157894736842,0.5381763750175254,0.408140031874889,0.4738911409854165,0.3272200186525914,0.2569647864114072,0.23482510127932754,0.21705282248264957
M2,slow4,F_TRAINFOLD_BAND_Z,0.7384080815553433,0.7966457023060797,0.05263157894736842,0.5510544069012726,0.4646102770388141,0.48033658844726623,0.34359744390722724,0.5198297130637516,0.255287232592773,0.414680776065385
OLD,slow5,B_SUBJ_JOINT_MINMAX,0.583474187509978,0.6540880503144654,0.05263157894736842,0.5092822445630212,0.3279824160828124,0.40188861768055395,0.2760232878387556,0.24056483803192286,0.1877868597574569,0.17597538784642341
OLD,classical,D_SUBJ_BAND_Z,0.6454937108236702,0.70020964360587,0.05263157894736842,0.533677517257305,0.4625955440241273,0.508717549197066,0.33849630184971,0.3391452932706748,0.22658549530398564,0.26837242333395694
