source,band,norm,site_bacc,site_acc,site_bacc_chance,sex_bacc,r2_TR,r2_T,r2_age,r2_func_mean_fd,r2_func_dvars,r2_func_perc_fd
M1,slow5,B_SUBJ_JOINT_MINMAX,0.5118668980982621,0.5953878406708596,0.05263157894736842,0.5103296413284619,0.30776366822059475,0.3775841420886168,0.2562316025210022,0.20597606552440983,0.20630169320794478,0.16165670870738635
M1,classical,D_SUBJ_BAND_Z,0.566745740885585,0.6509433962264151,0.05263157894736842,0.5560357269510857,0.4399152703424538,0.47787562527954885,0.31930560310515255,0.2589587359800113,0.23738794659829732,0.2211859173510634
M2,slow4,A_RAW,0.6669394747019936,0.7211740041928721,0.05263157894736842,0.5500070101358316,0.45880535796180366,0.4773992917367842,0.3338106658327955,0.5089346557356244,0.26273940047044575,0.4135824583161357
M2,all3,C_SUBJ_BAND_MINMAX,0.7627868875551101,0.8144654088050315,0.05263157894736842,0.5280735322012652,0.5107614338369643,0.598390451535346,0.44801929442676713,0.37031837588552774,0.30723123674268904,0.3265599185342739
OLD,slow4,F_TRAINFOLD_BAND_Z,0.6291029323196967,0.6844863731656184,0.05263157894736842,0.521875747404188,0.3588744808903399,0.4400988661461034,0.30399604338452446,0.46392986048966345,0.1295939712156401,0.3651254568538993
