source,band,norm,site_bacc,site_acc,site_bacc_chance,sex_bacc,r2_TR,r2_T,r2_age,r2_func_mean_fd,r2_func_dvars,r2_func_perc_fd
M1,classical,B_SUBJ_JOINT_MINMAX,0.6457702914027414,0.7274633123689728,0.05263157894736842,0.53701764080064,0.43511751469067106,0.4636769019018301,0.29796557935662005,0.26835254867818414,0.2288933307495813,0.2186667285770113
M2,slow5,D_SUBJ_BAND_Z,0.6688362769447714,0.7253668763102725,0.05263157894736842,0.5088575128038069,0.47037336333805035,0.5302964104948142,0.40653894837456217,0.33393467728631687,0.2751894391615447,0.28215609527638186
M2,all3,A_RAW,0.7264430045893588,0.7704402515723271,0.05263157894736842,0.5807114050786373,0.4536758570765248,0.5077402518728191,0.3845785766512876,0.5369811005322278,0.30177805158233695,0.4414932815328405
OLD,slow4,C_SUBJ_BAND_MINMAX,0.6979440257305268,0.7557651991614256,0.05263157894736842,0.5237726076880572,0.42807626349707917,0.4742851943841959,0.32736302264224537,0.3123334605902285,0.20547121616624264,0.2598930839326572
OLD,all3,F_TRAINFOLD_BAND_Z,0.6340127520225282,0.689727463312369,0.05263157894736842,0.5341558559375851,0.3570532294860549,0.45837620269930746,0.31331925212754663,0.4844819295427274,0.1312416841485715,0.3747558595508076
