cond,seed,perm_auc,perm_bacc
FC_only|logreg,20460818,0.47511286308881506,0.48712369794534127
FC_only|logreg,20460819,0.5075601752956462,0.5001475478429387
FC_only|logreg,20460820,0.4878019775815367,0.5013455482393359
FC_only|logreg,20460821,0.5023541588671849,0.49843423109956175
FC_only|logreg,20460822,0.47960536457530445,0.4694752141645929
FC_only|logreg,20460823,0.5023453500407408,0.503992600585787
FC_only|logreg,20460824,0.5307450064965096,0.5311105727939396
FC_only|logreg,20460825,0.4818648285582154,0.48557334449118017
FC_only|logreg,20460826,0.5056971085027198,0.5037041115197428
FC_only|logreg,20460827,0.47679975335285957,0.487189764143672
FC_only|logreg,20460828,0.4810984606575789,0.48505362373097843
FC_only|logreg,20460829,0.4972362307031646,0.4889647426721575
FC_only|logreg,20460830,0.4904402211015437,0.497819815455086
FC_only|logreg,20460831,0.521257900416217,0.5116871104847057
FC_only|logreg,20460832,0.5197427822678324,0.5269439978858816
FC_only|logreg,20460833,0.5062608733951419,0.5063863991719704
FC_only|logreg,20460834,0.4624633883150917,0.4760377898654452
FC_only|logreg,20460835,0.4791296879473232,0.4959479398357154
FC_only|logreg,20460836,0.5080006166178511,0.5015063093219406
FC_only|logreg,20460837,0.5164747076570724,0.5180206566980115
FC_only|logreg,20460838,0.46827280935497373,0.47739214693122506
FC_only|logreg,20460839,0.4879517276310864,0.4789447025919972
FC_only|logreg,20460840,0.47239093571758906,0.47018652689995377
FC_only|logreg,20460841,0.4880838600277478,0.49310489110088307
FC_only|logreg,20460842,0.48229205664075403,0.494915104935145
FC_only|logreg,20460843,0.5023321368010747,0.4840516197229624
FC_only|logreg,20460844,0.4763108634852122,0.4845691382765531
FC_only|logreg,20460845,0.5253980488449427,0.5148538835913585
FC_only|logreg,20460846,0.49501640643925215,0.4965579510669691
FC_only|logreg,20460847,0.5244995485476447,0.5194124512761787
FC_only|logreg,20460848,0.4976722676121474,0.4941046929022881
FC_only|logreg,20460849,0.46650663965293226,0.468213349776476
FC_only|logreg,20460850,0.4693739126604858,0.4927811667290625
FC_only|logreg,20460851,0.5656852165870202,0.5465282212777203
FC_only|logreg,20460852,0.4769539078156313,0.47852408112929157
FC_only|logreg,20460853,0.4950692593979167,0.5084542711797221
FC_only|logreg,20460854,0.5110528749807307,0.513627254509018
FC_only|logreg,20460855,0.5202096500693695,0.50227928384241
FC_only|logreg,20460856,0.49679578938095975,0.5097491686670044
FC_only|logreg,20460857,0.502803409015834,0.5090070250390892
