cond,seed,perm_auc,perm_bacc
FC+M1D|linsvm,20660818,0.4905943755643154,0.49820740381862627
FC+M1D|linsvm,20660819,0.5406329141800084,0.5372194939329208
FC+M1D|linsvm,20660820,0.484652822127772,0.4833711378801559
FC+M1D|linsvm,20660821,0.5280539100178379,0.5240635116386619
FC+M1D|linsvm,20660822,0.48861238961439357,0.5003721729172631
FC+M1D|linsvm,20660823,0.48889867647382673,0.4850844546235328
FC+M1D|linsvm,20660824,0.47055429540399485,0.4728027483538505
FC+M1D|linsvm,20660825,0.5171662005329339,0.5024730780241802
FC+M1D|linsvm,20660826,0.5299389988768746,0.5329846506199212
FC+M1D|linsvm,20660827,0.5233544011099123,0.514076504657667
FC+M1D|linsvm,20660828,0.4671849192891277,0.48256292805391
FC+M1D|linsvm,20660829,0.4704485894866656,0.4835649320619261
FC+M1D|linsvm,20660830,0.4896298090686868,0.4953621528771829
FC+M1D|linsvm,20660831,0.5287233808275892,0.5174062410535356
FC+M1D|linsvm,20660832,0.49354973683631,0.49015833865533265
FC+M1D|linsvm,20660833,0.5173732079543703,0.5211543967054989
FC+M1D|linsvm,20660834,0.523517364399128,0.5138188464841771
FC+M1D|linsvm,20660835,0.494276465017948,0.50754696205598
FC+M1D|linsvm,20660836,0.4855425135986258,0.491644828117774
FC+M1D|linsvm,20660837,0.49410028848906606,0.5063511638661939
FC+M1D|linsvm,20660838,0.5355370080820983,0.5321125768019556
FC+M1D|linsvm,20660839,0.47120174414763594,0.466757691206589
FC+M1D|linsvm,20660840,0.4733026492545531,0.48935012882908674
FC+M1D|linsvm,20660841,0.5281375938690568,0.5165649981281244
FC+M1D|linsvm,20660842,0.4759629148406703,0.47855491202184586
FC+M1D|linsvm,20660843,0.4689114492721707,0.485472042987073
FC+M1D|linsvm,20660844,0.43704111519742783,0.4626527780836398
FC+M1D|linsvm,20660845,0.5153559866986721,0.5109405624435684
FC+M1D|linsvm,20660846,0.5107930146006299,0.5049615714946376
FC+M1D|linsvm,20660847,0.4788786363936664,0.48469686625999253
FC+M1D|linsvm,20660848,0.5147657953269176,0.5159505824836486
FC+M1D|linsvm,20660849,0.5005835847519214,0.5085819991631615
FC+M1D|linsvm,20660850,0.5213283710277699,0.518342178863221
FC+M1D|linsvm,20660851,0.49919619458697617,0.4944900790592173
FC+M1D|linsvm,20660852,0.4719548988086062,0.47942918804642254
FC+M1D|linsvm,20660853,0.5300975577528684,0.5315950582483648
FC+M1D|linsvm,20660854,0.5175229580039199,0.5192803188795172
FC+M1D|linsvm,20660855,0.4828558215331762,0.4820784425994846
FC+M1D|linsvm,20660856,0.49444383272038583,0.5007597612808034
FC+M1D|linsvm,20660857,0.4977163117443678,0.5026030082142307
