cond,seed,perm_auc,perm_bacc
FC_only|linsvm,21160818,0.4709154572882028,0.4833711378801559
FC_only|linsvm,21160819,0.48441498381378145,0.48372569314453084
FC_only|linsvm,21160820,0.5250324825475127,0.5205730141601885
FC_only|linsvm,21160821,0.515712744169658,0.5119117355590301
FC_only|linsvm,21160822,0.5045211301724328,0.5124600850051751
FC_only|linsvm,21160823,0.5186681054416525,0.5142702988394371
FC_only|linsvm,21160824,0.481195357748464,0.4862472197141536
FC_only|linsvm,21160825,0.4057521636679954,0.4402541346429122
FC_only|linsvm,21160826,0.5556387500275276,0.5578079235393865
FC_only|linsvm,21160827,0.5259882402166971,0.5202823228875333
FC_only|linsvm,21160828,0.47136911185007374,0.4741593076262415
FC_only|linsvm,21160829,0.5120130370631373,0.49959699619018255
FC_only|linsvm,21160830,0.5153736043515602,0.5137858133850117
FC_only|linsvm,21160831,0.5099473672619965,0.5073862009733753
FC_only|linsvm,21160832,0.48059635755026536,0.4764540069149288
FC_only|linsvm,21160833,0.5014116144376666,0.5160166486819794
FC_only|linsvm,21160834,0.4780946508401419,0.49856195908300116
FC_only|linsvm,21160835,0.5479662621947191,0.5342773459005924
FC_only|linsvm,21160836,0.4905018828866525,0.5041863947675571
FC_only|linsvm,21160837,0.48103239445924817,0.4850514215243674
FC_only|linsvm,21160838,0.5051157259574093,0.4955889801581184
FC_only|linsvm,21160839,0.4997423418265102,0.49235614085313484
FC_only|linsvm,21160840,0.503997004999009,0.5112642868153889
FC_only|linsvm,21160841,0.5201083485652624,0.5077737893369156
FC_only|linsvm,21160842,0.5222136580854015,0.5228038494571561
FC_only|linsvm,21160843,0.5577792948534431,0.5444581470633575
FC_only|linsvm,21160844,0.4892642427712569,0.4937457332246912
FC_only|linsvm,21160845,0.49162060384505274,0.47735911383205976
FC_only|linsvm,21160846,0.5009447466361294,0.4856328040696778
FC_only|linsvm,21160847,0.4818295932524389,0.49167786121693935
FC_only|linsvm,21160848,0.46340593274461017,0.4618776013565593
FC_only|linsvm,21160849,0.5208791208791209,0.5146909203021428
FC_only|linsvm,21160850,0.48150807108722943,0.49313131758021533
FC_only|linsvm,21160851,0.48976194146534824,0.47247902398202996
FC_only|linsvm,21160852,0.5207205620031271,0.5173732079543703
FC_only|linsvm,21160853,0.5703098504701711,0.5420026866920655
FC_only|linsvm,21160854,0.5322160805126737,0.532790856438151
FC_only|linsvm,21160855,0.4893303089695875,0.4880904666475808
FC_only|linsvm,21160856,0.5003501508511529,0.49345504195203593
FC_only|linsvm,21160857,0.4943513400427228,0.48838115792023606
