cond,seed,perm_auc,perm_bacc
M1D_only|linsvm,20660818,0.4951397300094695,0.4937787663238565
M1D_only|linsvm,20660819,0.5227642097381575,0.5132044308397014
M1D_only|linsvm,20660820,0.4971305247858354,0.5097139333612279
M1D_only|linsvm,20660821,0.47974630579841004,0.47745601092294476
M1D_only|linsvm,20660822,0.49397256050562666,0.4978506463476403
M1D_only|linsvm,20660823,0.4929287145720011,0.504994604593803
M1D_only|linsvm,20660824,0.4678059415534365,0.47658393710497915
M1D_only|linsvm,20660825,0.49082340505186195,0.48388865643374657
M1D_only|linsvm,20660826,0.48734391860644366,0.4874121870113854
M1D_only|linsvm,20660827,0.4949503402409214,0.48702459864784514
M1D_only|linsvm,20660828,0.46262635160430754,0.4839855535246317
M1D_only|linsvm,20660829,0.4495540531612676,0.4628157413728556
M1D_only|linsvm,20660830,0.4770023563610738,0.4818846484177145
M1D_only|linsvm,20660831,0.5017771807350966,0.4895769561100222
M1D_only|linsvm,20660832,0.4987733709176595,0.5031205267678214
M1D_only|linsvm,20660833,0.5025787839415095,0.491644828117774
M1D_only|linsvm,20660834,0.5044726816269902,0.501083485652624
M1D_only|linsvm,20660835,0.49232530996058055,0.4911603426633486
M1D_only|linsvm,20660836,0.4308749366865599,0.44752582087251425
M1D_only|linsvm,20660837,0.508260476997952,0.5037019093131317
M1D_only|linsvm,20660838,0.4859124843092779,0.47732828293950536
M1D_only|linsvm,20660839,0.45023233279746305,0.4499834834504173
M1D_only|linsvm,20660840,0.540870752493999,0.5203792199784183
M1D_only|linsvm,20660841,0.5097447642537822,0.5036050122222466
M1D_only|linsvm,20660842,0.5143826113765994,0.5113942170054394
M1D_only|linsvm,20660843,0.4895637428703561,0.5017617652888193
M1D_only|linsvm,20660844,0.4835208879297056,0.4861833557224339
M1D_only|linsvm,20660845,0.5542689775154704,0.5372194939329208
M1D_only|linsvm,20660846,0.49898918716553986,0.49209848267964496
M1D_only|linsvm,20660847,0.5078464621550793,0.5083551718822259
M1D_only|linsvm,20660848,0.5528903961769693,0.5501794798387984
M1D_only|linsvm,20660849,0.5224559008126143,0.510909731551014
M1D_only|linsvm,20660850,0.4880662423748596,0.4943601488691669
M1D_only|linsvm,20660851,0.4715144574864014,0.48379175934286156
M1D_only|linsvm,20660852,0.5252923429276135,0.5176000352353057
M1D_only|linsvm,20660853,0.4461142064348477,0.4604549758858376
M1D_only|linsvm,20660854,0.4927833689356736,0.5071924067916052
M1D_only|linsvm,20660855,0.48733510977999955,0.49028826884538307
M1D_only|linsvm,20660856,0.547050144244533,0.5190534915985818
M1D_only|linsvm,20660857,0.5135061331454117,0.5095201391794578
