cond,seed,perm_auc,perm_bacc
FC_only|linsvm,20660818,0.4759629148406703,0.48628025281331894
FC_only|linsvm,20660819,0.5270497038032108,0.5206060472593539
FC_only|linsvm,20660820,0.47498513510537554,0.4743531018080116
FC_only|linsvm,20660821,0.5143253540047128,0.5053821929573432
FC_only|linsvm,20660822,0.4878856614327556,0.5034750820321963
FC_only|linsvm,20660823,0.4918760598119315,0.4830804466075007
FC_only|linsvm,20660824,0.4646083375542293,0.4787178753110617
FC_only|linsvm,20660825,0.503274681230593,0.5018586623797044
FC_only|linsvm,20660826,0.5370697438833711,0.5396110903124931
FC_only|linsvm,20660827,0.5253760267788324,0.5234821290933516
FC_only|linsvm,20660828,0.4644145433724592,0.47626021273315866
FC_only|linsvm,20660829,0.45862273998546543,0.4703781188751128
FC_only|linsvm,20660830,0.47899315113743973,0.47845801493096085
FC_only|linsvm,20660831,0.5235834305974586,0.5133982250214715
FC_only|linsvm,20660832,0.5094981171133476,0.5058666784117686
FC_only|linsvm,20660833,0.5244731220683125,0.5196679072430574
FC_only|linsvm,20660834,0.5069611750974476,0.5063203329736397
FC_only|linsvm,20660835,0.5010768790327909,0.4952322226871325
FC_only|linsvm,20660836,0.5038076152304609,0.5061573696844237
FC_only|linsvm,20660837,0.48628245501992995,0.4976568521658702
FC_only|linsvm,20660838,0.5342333017683719,0.5229646105397608
FC_only|linsvm,20660839,0.4822215860292013,0.4893831619282521
FC_only|linsvm,20660840,0.47929265123653897,0.48075271421964805
FC_only|linsvm,20660841,0.5177343698385782,0.5242573058204321
FC_only|linsvm,20660842,0.48109405624435686,0.4891563346473166
FC_only|linsvm,20660843,0.45797529124182434,0.4779404963773701
FC_only|linsvm,20660844,0.4307736351824528,0.44827016670704045
FC_only|linsvm,20660845,0.4903036842916603,0.4933581448611508
FC_only|linsvm,20660846,0.5088022198242639,0.5041863947675571
FC_only|linsvm,20660847,0.49507806822436085,0.49898258054570677
FC_only|linsvm,20660848,0.5210817238873351,0.5062542667753088
FC_only|linsvm,20660849,0.5053183289656236,0.5034750820321963
FC_only|linsvm,20660850,0.5130877138893171,0.5175670021361404
FC_only|linsvm,20660851,0.5145808099715915,0.51171794137726
FC_only|linsvm,20660852,0.46429121980224186,0.4866039771851395
FC_only|linsvm,20660853,0.5494461450373274,0.5395141932216081
FC_only|linsvm,20660854,0.5042304388997776,0.49846506199211604
FC_only|linsvm,20660855,0.49299037635710985,0.4876698451848752
FC_only|linsvm,20660856,0.4948622519764804,0.4942632517782818
FC_only|linsvm,20660857,0.5064590719901341,0.5090995177167522
