cond,seed,perm_auc,perm_bacc
FC+M1D|linsvm,20460818,0.47601576779933497,0.48414631460723645
FC+M1D|linsvm,20460819,0.5043053139245524,0.5026030082142307
FC+M1D|linsvm,20460820,0.4850536237309784,0.4972362307031646
FC+M1D|linsvm,20460821,0.4910656477790747,0.4861833557224339
FC+M1D|linsvm,20460822,0.4932854720429871,0.48786363936664534
FC+M1D|linsvm,20460823,0.5087185359730451,0.5110066286418992
FC+M1D|linsvm,20460824,0.5332775440991875,0.5275231782245811
FC+M1D|linsvm,20460825,0.5007553568675813,0.500178378735493
FC+M1D|linsvm,20460826,0.534418287123698,0.5277500055055165
FC+M1D|linsvm,20460827,0.5129731991455438,0.50754696205598
FC+M1D|linsvm,20460828,0.48333590257437953,0.4905459270188729
FC+M1D|linsvm,20460829,0.48618555792904494,0.48608645863154876
FC+M1D|linsvm,20460830,0.5107181395758551,0.5047039133211477
FC+M1D|linsvm,20460831,0.5259133651919223,0.5144640930212072
FC+M1D|linsvm,20460832,0.5097183377744501,0.5134620890131911
FC+M1D|linsvm,20460833,0.5273624171419762,0.5182783148715012
FC+M1D|linsvm,20460834,0.4708802219824264,0.48728225682133497
FC+M1D|linsvm,20460835,0.49044902992798783,0.5016979012970997
FC+M1D|linsvm,20460836,0.5022220264705235,0.4974960910832654
FC+M1D|linsvm,20460837,0.5182100464665595,0.5244841331013675
FC+M1D|linsvm,20460838,0.4796405998810809,0.482109273492039
FC+M1D|linsvm,20460839,0.5075866017749785,0.5180514875905657
FC+M1D|linsvm,20460840,0.4776718271708251,0.4817216851284988
FC+M1D|linsvm,20460841,0.47676892246030517,0.48456693606994206
FC+M1D|linsvm,20460842,0.4831553216322756,0.4826598251447951
FC+M1D|linsvm,20460843,0.5177916272104649,0.5224470919861701
FC+M1D|linsvm,20460844,0.5039837917593428,0.49946706600013213
FC+M1D|linsvm,20460845,0.5051245347838534,0.49755995507498507
FC+M1D|linsvm,20460846,0.5097491686670043,0.5095509700720121
FC+M1D|linsvm,20460847,0.5233323790438019,0.5236120592834019
FC+M1D|linsvm,20460848,0.5054680790151732,0.5061573696844237
FC+M1D|linsvm,20460849,0.47109163381708474,0.4720914356184897
FC+M1D|linsvm,20460850,0.4895769561100222,0.4970754696205598
FC+M1D|linsvm,20460851,0.5683410777599154,0.5545112202426832
FC+M1D|linsvm,20460852,0.4749631130392653,0.4796868462199123
FC+M1D|linsvm,20460853,0.5162192516901936,0.5184721090532713
FC+M1D|linsvm,20460854,0.5358849567266402,0.5177607963179105
FC+M1D|linsvm,20460855,0.5155057367482216,0.5184721090532713
FC+M1D|linsvm,20460856,0.5313616243475963,0.5275231782245811
FC+M1D|linsvm,20460857,0.4815741372855601,0.4917417252086591
