cond,seed,perm_auc,perm_bacc
FC_only|linsvm,20760818,0.49831971635578853,0.5043801889493272
FC_only|linsvm,20760819,0.49317976612565795,0.4953621528771829
FC_only|linsvm,20760820,0.4659076394547337,0.4807857473188134
FC_only|linsvm,20760821,0.45612543768856395,0.488284260829351
FC_only|linsvm,20760822,0.482014578607765,0.48990068048184277
FC_only|linsvm,20760823,0.4814860490211192,0.47929925785637206
FC_only|linsvm,20760824,0.4752493998986985,0.47315730361822544
FC_only|linsvm,20760825,0.5021031073135283,0.49755995507498507
FC_only|linsvm,20760826,0.4938536413486313,0.4936818692329714
FC_only|linsvm,20760827,0.5080798960558479,0.5058666784117686
FC_only|linsvm,20760828,0.4982932898764562,0.5015349380078838
FC_only|linsvm,20760829,0.5211389812592218,0.5238697174568918
FC_only|linsvm,20760830,0.4818472109053271,0.4928406263075602
FC_only|linsvm,20760831,0.5550177277632188,0.5144002290294876
FC_only|linsvm,20760832,0.47083177343698385,0.47574269417956794
FC_only|linsvm,20760833,0.48383800568169305,0.4779404963773701
FC_only|linsvm,20760834,0.4741923407254069,0.48973771719262704
FC_only|linsvm,20760835,0.4972186130502765,0.49998458455372286
FC_only|linsvm,20760836,0.4721442885771544,0.48285361932656523
FC_only|linsvm,20760837,0.45198088484661636,0.45858089805985597
FC_only|linsvm,20760838,0.4800061661785109,0.473481027990046
FC_only|linsvm,20760839,0.5042965050981083,0.49966086018190226
FC_only|linsvm,20760840,0.5126164416745579,0.5107467682617983
FC_only|linsvm,20760841,0.4703296703296703,0.49028826884538307
FC_only|linsvm,20760842,0.4942940826708362,0.5017947983879847
FC_only|linsvm,20760843,0.4691713096522716,0.4748706203616023
FC_only|linsvm,20760844,0.5180382743508997,0.512719945385276
FC_only|linsvm,20760845,0.4797639234512982,0.48818736373846594
FC_only|linsvm,20760846,0.5300491092074258,0.5265520051091193
FC_only|linsvm,20760847,0.4903785593164351,0.4833711378801559
FC_only|linsvm,20760848,0.45895307097711907,0.4682441806690304
FC_only|linsvm,20760849,0.5121892135920192,0.507806822436081
FC_only|linsvm,20760850,0.4948490387368143,0.48825122773018564
FC_only|linsvm,20760851,0.5154528837895571,0.5036688762139664
FC_only|linsvm,20760852,0.4697703098504702,0.4802682287652228
FC_only|linsvm,20760853,0.49488867845581275,0.47377171926270123
FC_only|linsvm,20760854,0.5176683036402475,0.5209936356228941
FC_only|linsvm,20760855,0.49618357594309503,0.48863881609372595
FC_only|linsvm,20760856,0.5083749917417252,0.5078706864278006
FC_only|linsvm,20760857,0.5403642449734634,0.5291065647779074
