file_id,T,max_abs_err,mean_abs_err,corr,n_mismatch_1em8,n_mismatch_1em10,n_dead_roi
CMU_a_0050646,236,0.0,0.0,1.0,0,0,0
CMU_b_0050658,316,0.0,0.0,0.9999999999999999,0,0,0
Caltech_0051477,146,0.0,0.0,1.0,0,0,0
KKI_0050773,152,0.0,0.0,0.9999999999999999,0,0,0
KKI_0050789,152,0.0,0.0,1.0,0,0,0
KKI_0050807,152,0.0,0.0,1.0,0,0,0
Leuven_1_0050685,246,0.0,0.0,1.0,0,0,0
Leuven_1_0050701,246,0.0,0.0,1.0,0,0,0
Leuven_2_0050730,246,0.0,0.0,1.0,0,0,0
Leuven_2_0050747,246,0.0,0.0,1.0,0,0,0
MaxMun_a_0051363,116,0.0,0.0,1.0,0,0,0
MaxMun_c_0051333,116,0.0,0.0,1.0,0,0,0
MaxMun_d_0051330,196,0.0,0.0,1.0,0,0,0
NYU_0050957,176,0.0,0.0,1.0,0,0,0
NYU_0050976,176,0.0,0.0,1.0,0,0,0
NYU_0050993,176,0.0,0.0,1.0,0,0,0
NYU_0051011,176,0.0,0.0,1.0,0,0,0
NYU_0051029,176,0.0,0.0,0.9999999999999999,0,0,0
NYU_0051048,176,0.0,0.0,1.0,0,0,0
NYU_0051064,176,0.0,0.0,1.0,0,0,0
NYU_0051080,176,0.0,0.0,1.0,0,0,0
NYU_0051097,176,0.0,0.0,1.0,0,0,0
NYU_0051114,176,0.0,0.0,1.0,0,0,0
NYU_0051149,176,0.0,0.0,1.0,0,0,0
Olin_0050110,206,0.0,0.0,0.9999999999999999,0,0,0
Olin_0050127,206,0.0,0.0,1.0,0,0,0
Pitt_0050009,196,0.0,0.0,1.0,0,0,0
Pitt_0050027,196,0.0,0.0,1.0,0,0,0
Pitt_0050044,196,0.0,0.0,1.0,0,0,0
Pitt_0050060,196,0.0,0.0,1.0,0,0,0
SBL_0051572,196,0.0,0.0,1.0,0,0,0
SDSU_0050185,176,0.0,0.0,1.0,0,0,0
SDSU_0050203,176,0.0,0.0,1.0,0,0,0
Stanford_0051163,176,0.0,0.0,1.0,0,0,0
Stanford_0051180,236,0.0,0.0,1.0,0,0,0
Stanford_0051196,234,0.0,0.0,1.0,0,0,0
Trinity_0050247,146,0.0,0.0,1.0,0,0,0
Trinity_0050266,146,0.0,0.0,1.0,0,0,0
Trinity_0051142,146,0.0,0.0,1.0,0,0,0
UCLA_1_0051218,116,0.0,0.0,0.9999999999999999,0,0,0
UCLA_1_0051237,116,0.0,0.0,1.0,0,0,0
UCLA_1_0051262,116,0.0,0.0,0.9999999999999999,0,0,0
UCLA_1_0051280,116,0.0,0.0,0.9999999999999998,0,0,0
UCLA_2_0051307,116,0.0,0.0,1.0,0,0,0
UM_1_0050278,296,0.0,0.0,0.9999999999999999,0,0,0
UM_1_0050297,296,0.0,0.0,1.0,0,0,0
UM_1_0050319,296,0.0,0.0,1.0,0,0,0
UM_1_0050337,296,0.0,0.0,1.0,0,0,0
UM_1_0050353,296,0.0,0.0,1.0,0,0,0
UM_1_0050369,296,0.0,0.0,1.0,0,0,0
UM_2_0050388,296,0.0,0.0,1.0,0,0,0
UM_2_0050414,296,0.0,0.0,0.9999999999999999,0,0,0
USM_0050436,236,0.0,0.0,1.0,0,0,0
USM_0050463,236,0.0,0.0,1.0,0,0,0
USM_0050491,236,0.0,0.0,0.9999999999999999,0,0,0
USM_0050510,236,0.0,0.0,1.0,0,0,0
USM_0050530,236,0.0,0.0,1.0,0,0,0
Yale_0050565,196,0.0,0.0,1.0,0,0,0
Yale_0050603,196,0.0,0.0,1.0,0,0,0
Yale_0050620,196,0.0,0.0,1.0,0,0,0
