file_id,T,max_abs_err,mean_abs_err,corr,n_mismatch_1em8,n_mismatch_1em10,n_dead_roi
CMU_b_0050644,316,0.0,0.0,0.9999999999999999,0,0,0
Caltech_0051472,146,0.0,0.0,1.0,0,0,0
Caltech_0051491,146,0.0,0.0,1.0,0,0,0
KKI_0050785,152,0.0,0.0,0.9999999999999998,0,0,0
KKI_0050801,152,0.0,0.0,0.9999999999999998,0,0,0
KKI_0050824,152,0.0,0.0,1.0,0,0,0
Leuven_1_0050697,246,0.0,0.0,1.0,0,0,0
Leuven_2_0050724,246,0.0,0.0,1.0,0,0,0
Leuven_2_0050743,246,0.0,0.0,1.0,0,0,0
MaxMun_a_0051319,116,0.0,0.0,1.0,0,0,0
MaxMun_b_0051326,116,0.0,0.0,1.0,0,0,0
MaxMun_c_0051346,116,0.0,0.0,0.9999999999999999,0,0,0
NYU_0050952,176,0.0,0.0,1.0,0,0,0
NYU_0050970,176,0.0,0.0,1.0,0,0,0
NYU_0050989,176,0.0,0.0,1.0,0,0,0
NYU_0051007,176,0.0,0.0,1.0,0,0,0
NYU_0051025,176,0.0,0.0,1.0,0,0,0
NYU_0051044,176,0.0,0.0,1.0,0,0,0
NYU_0051060,176,0.0,0.0,1.0,0,0,0
NYU_0051076,176,0.0,0.0,1.0,0,0,0
NYU_0051093,176,0.0,0.0,1.0,0,0,0
NYU_0051110,176,0.0,0.0,1.0,0,0,0
NYU_0051131,176,0.0,0.0,1.0,0,0,0
Olin_0050105,206,0.0,0.0,1.0,0,0,0
Olin_0050122,206,0.0,0.0,1.0,0,0,0
Pitt_0050005,196,0.0,0.0,1.0,0,0,0
Pitt_0050023,196,0.0,0.0,1.0,0,0,0
Pitt_0050040,196,0.0,0.0,1.0,0,0,0
Pitt_0050056,196,0.0,0.0,1.0,0,0,0
SBL_0051568,196,0.0,0.0,1.0,0,0,0
SBL_0051584,196,0.0,0.0,1.0,0,0,0
SDSU_0050199,176,0.0,0.0,1.0,0,0,0
SDSU_0050217,176,0.0,0.0,1.0,0,0,0
Stanford_0051175,176,0.0,0.0,1.0,0,0,0
Stanford_0051192,236,0.0,0.0,0.9999999999999999,0,0,0
Trinity_0050241,146,0.0,0.0,1.0,0,0,0
Trinity_0050262,146,0.0,0.0,0.9999999999999999,0,0,0
Trinity_0051138,146,0.0,0.0,1.0,0,0,0
UCLA_1_0051214,116,0.0,0.0,1.0,0,0,0
UCLA_1_0051231,116,0.0,0.0,1.0,0,0,0
UCLA_1_0051256,116,0.0,0.0,1.0,0,0,0
UCLA_1_0051276,116,0.0,0.0,1.0,0,0,0
UCLA_2_0051303,116,0.0,0.0,1.0,0,0,0
UM_1_0050274,296,0.0,0.0,1.0,0,0,0
UM_1_0050293,296,0.0,0.0,1.0,0,0,0
UM_1_0050314,296,0.0,0.0,0.9999999999999999,0,0,0
UM_1_0050333,296,0.0,0.0,1.0,0,0,0
UM_1_0050349,296,0.0,0.0,0.9999999999999999,0,0,0
UM_1_0050365,296,0.0,0.0,1.0,0,0,0
UM_2_0050382,296,0.0,0.0,1.0,0,0,0
UM_2_0050410,296,0.0,0.0,1.0,0,0,0
UM_2_0050428,296,0.0,0.0,1.0,0,0,0
USM_0050448,236,0.0,0.0,1.0,0,0,0
USM_0050486,236,0.0,0.0,0.9999999999999999,0,0,0
USM_0050504,236,0.0,0.0,1.0,0,0,0
USM_0050526,232,0.0,0.0,0.9999999999999999,0,0,0
Yale_0050561,196,0.0,0.0,1.0,0,0,0
Yale_0050577,196,0.0,0.0,1.0,0,0,0
Yale_0050616,196,0.0,0.0,1.0,0,0,0
