file_id,T,max_abs_err,mean_abs_err,corr,n_mismatch_1em8,n_mismatch_1em10,n_dead_roi
CMU_b_0050652,316,0.0,0.0,0.9999999999999999,0,0,0
Caltech_0051474,146,0.0,0.0,1.0,0,0,0
Caltech_0051493,146,0.0,0.0,1.0,0,0,0
KKI_0050787,152,0.0,0.0,1.0,0,0,0
KKI_0050803,152,0.0,0.0,0.9999999999999999,0,0,0
Leuven_1_0050682,246,0.0,0.0,0.9999999999999998,0,0,0
Leuven_1_0050699,246,0.0,0.0,1.0,0,0,0
Leuven_2_0050726,246,0.0,0.0,1.0,0,0,0
Leuven_2_0050745,246,0.0,0.0,1.0,0,0,0
MaxMun_a_0051321,116,0.0,0.0,1.0,0,0,0
MaxMun_c_0051328,116,0.0,0.0,0.9999999999999999,0,0,0
MaxMun_c_0051348,116,0.0,0.0,1.0,0,0,0
NYU_0050955,176,0.0,0.0,1.0,0,0,0
NYU_0050973,176,0.0,0.0,1.0,0,0,0
NYU_0050991,176,0.0,0.0,1.0,0,0,0
NYU_0051009,176,0.0,0.0,1.0,0,0,0
NYU_0051027,176,0.0,0.0,1.0,0,0,0
NYU_0051046,176,0.0,0.0,0.9999999999999999,0,0,0
NYU_0051062,176,0.0,0.0,1.0,0,0,0
NYU_0051078,176,0.0,0.0,1.0,0,0,0
NYU_0051095,176,0.0,0.0,1.0,0,0,0
NYU_0051112,176,0.0,0.0,0.9999999999999999,0,0,0
NYU_0051147,176,0.0,0.0,1.0,0,0,0
Olin_0050107,206,0.0,0.0,1.0,0,0,0
Olin_0050125,206,0.0,0.0,0.9999999999999999,0,0,0
Pitt_0050007,196,0.0,0.0,1.0,0,0,0
Pitt_0050025,196,0.0,0.0,1.0,0,0,0
Pitt_0050042,196,0.0,0.0,1.0,0,0,0
Pitt_0050058,196,0.0,0.0,1.0,0,0,0
SBL_0051570,196,0.0,0.0,1.0,0,0,0
SDSU_0050182,176,0.0,0.0,1.0,0,0,0
SDSU_0050201,176,0.0,0.0,1.0,0,0,0
Stanford_0051161,176,0.0,0.0,0.9999999999999999,0,0,0
Stanford_0051178,176,0.0,0.0,1.0,0,0,0
Stanford_0051194,236,0.0,0.0,0.9999999999999999,0,0,0
Trinity_0050245,146,0.0,0.0,0.9999999999999999,0,0,0
Trinity_0050264,146,0.0,0.0,0.9999999999999999,0,0,0
Trinity_0051140,146,0.0,0.0,0.9999999999999998,0,0,0
UCLA_1_0051216,116,0.0,0.0,1.0,0,0,0
UCLA_1_0051235,116,0.0,0.0,1.0,0,0,0
UCLA_1_0051260,116,0.0,0.0,1.0,0,0,0
UCLA_1_0051278,116,0.0,0.0,1.0,0,0,0
UCLA_2_0051305,116,0.0,0.0,1.0,0,0,0
UM_1_0050276,296,0.0,0.0,1.0,0,0,0
UM_1_0050295,296,0.0,0.0,1.0,0,0,0
UM_1_0050316,296,0.0,0.0,1.0,0,0,0
UM_1_0050335,296,0.0,0.0,0.9999999999999999,0,0,0
UM_1_0050351,296,0.0,0.0,1.0,0,0,0
UM_1_0050367,296,0.0,0.0,0.9999999999999999,0,0,0
UM_2_0050386,296,0.0,0.0,1.0,0,0,0
UM_2_0050412,296,0.0,0.0,1.0,0,0,0
USM_0050434,236,0.0,0.0,0.9999999999999999,0,0,0
USM_0050453,236,0.0,0.0,1.0,0,0,0
USM_0050488,236,0.0,0.0,1.0,0,0,0
USM_0050507,236,0.0,0.0,1.0,0,0,0
USM_0050528,236,0.0,0.0,1.0,0,0,0
Yale_0050563,196,0.0,0.0,1.0,0,0,0
Yale_0050601,196,0.0,0.0,1.0,0,0,0
Yale_0050618,196,0.0,0.0,1.0,0,0,0
