file_id,T,max_abs_err,mean_abs_err,corr,n_mismatch_1em8,n_mismatch_1em10,n_dead_roi
CMU_a_0050663,236,0.0,0.0,0.9999999999999999,0,0,0
Caltech_0051462,146,0.0,0.0,1.0,0,0,0
Caltech_0051486,146,0.0,0.0,1.0,0,0,0
KKI_0050780,152,0.0,0.0,1.0,0,0,0
KKI_0050796,152,0.0,0.0,1.0,0,0,0
KKI_0050819,152,0.0,0.0,1.0,0,0,0
Leuven_1_0050692,246,0.0,0.0,1.0,0,0,0
Leuven_1_0050709,246,0.0,0.0,1.0,0,0,0
Leuven_2_0050738,246,0.0,0.0,0.9999999999999999,0,0,0
Leuven_2_0050754,246,0.0,0.0,1.0,0,0,0
MaxMun_a_0051607,116,0.0,0.0,1.0,0,0,0
MaxMun_c_0051341,116,0.0,0.0,1.0,0,0,0
MaxMun_d_0051355,196,0.0,0.0,1.0,0,0,0
NYU_0050965,176,0.0,0.0,1.0,0,0,0
NYU_0050984,176,0.0,0.0,1.0,0,0,0
NYU_0051000,176,0.0,0.0,1.0,0,0,0
NYU_0051018,176,0.0,0.0,0.9999999999999999,0,0,0
NYU_0051038,176,0.0,0.0,1.0,0,0,0
NYU_0051055,176,0.0,0.0,1.0,0,0,0
NYU_0051071,176,0.0,0.0,1.0,0,0,0
NYU_0051087,176,0.0,0.0,1.0,0,0,0
NYU_0051104,176,0.0,0.0,1.0,0,0,0
NYU_0051126,176,0.0,0.0,0.9999999999999998,0,0,0
NYU_0051156,176,0.0,0.0,1.0,0,0,0
Olin_0050117,206,0.0,0.0,1.0,0,0,0
Olin_0050134,206,0.0,0.0,1.0,0,0,0
Pitt_0050016,196,0.0,0.0,1.0,0,0,0
Pitt_0050034,196,0.0,0.0,1.0,0,0,0
Pitt_0050051,196,0.0,0.0,0.9999999999999999,0,0,0
SBL_0051563,196,0.0,0.0,0.9999999999999999,0,0,0
SBL_0051579,196,0.0,0.0,1.0,0,0,0
SDSU_0050193,176,0.0,0.0,1.0,0,0,0
SDSU_0050211,176,0.0,0.0,1.0,0,0,0
Stanford_0051170,176,0.0,0.0,1.0,0,0,0
Stanford_0051187,236,0.0,0.0,1.0,0,0,0
Trinity_0050235,146,0.0,0.0,1.0,0,0,0
Trinity_0050254,146,0.0,0.0,0.9999999999999999,0,0,0
Trinity_0051133,146,0.0,0.0,1.0,0,0,0
UCLA_1_0051208,116,0.0,0.0,1.0,0,0,0
UCLA_1_0051225,116,0.0,0.0,1.0,0,0,0
UCLA_1_0051251,116,0.0,0.0,1.0,0,0,0
UCLA_1_0051271,116,0.0,0.0,1.0,0,0,0
UCLA_2_0051297,116,0.0,0.0,1.0,0,0,0
UCLA_2_0051315,116,0.0,0.0,1.0,0,0,0
UM_1_0050288,296,0.0,0.0,1.0,0,0,0
UM_1_0050306,296,0.0,0.0,1.0,0,0,0
UM_1_0050327,296,0.0,0.0,1.0,0,0,0
UM_1_0050344,296,0.0,0.0,0.9999999999999999,0,0,0
UM_1_0050360,296,0.0,0.0,0.9999999999999999,0,0,0
UM_1_0050376,296,0.0,0.0,1.0,0,0,0
UM_2_0050404,296,0.0,0.0,0.9999999999999999,0,0,0
UM_2_0050422,296,0.0,0.0,1.0,0,0,0
USM_0050443,236,0.0,0.0,1.0,0,0,0
USM_0050480,236,0.0,0.0,0.9999999999999999,0,0,0
USM_0050499,236,0.0,0.0,0.9999999999999999,0,0,0
USM_0050520,236,0.0,0.0,1.0,0,0,0
Yale_0050556,196,0.0,0.0,1.0,0,0,0
Yale_0050572,196,0.0,0.0,1.0,0,0,0
Yale_0050611,196,0.0,0.0,0.9999999999999999,0,0,0
Yale_0050627,196,0.0,0.0,0.9999999999999999,0,0,0
