file_id,T,max_abs_err,mean_abs_err,corr,n_mismatch_1em8,n_mismatch_1em10,n_dead_roi
CMU_a_0050664,236,0.0,0.0,1.0,0,0,0
Caltech_0051463,146,0.0,0.0,0.9999999999999998,0,0,0
Caltech_0051487,146,0.0,0.0,1.0,0,0,0
KKI_0050781,152,0.0,0.0,1.0,0,0,0
KKI_0050797,152,0.0,0.0,1.0,0,0,0
KKI_0050820,152,0.0,0.0,0.9999999999999998,0,0,0
Leuven_1_0050693,246,0.0,0.0,1.0,0,0,0
Leuven_1_0050710,246,0.0,0.0,1.0,0,0,0
Leuven_2_0050739,246,0.0,0.0,1.0,0,0,0
Leuven_2_0050755,246,0.0,0.0,1.0,0,0,0
MaxMun_b_0051322,116,0.0,0.0,0.9999999999999998,0,0,0
MaxMun_c_0051342,116,0.0,0.0,1.0,0,0,0
MaxMun_d_0051356,196,0.0,0.0,1.0,0,0,0
NYU_0050966,176,0.0,0.0,0.9999999999999999,0,0,0
NYU_0050985,176,0.0,0.0,1.0,0,0,0
NYU_0051001,176,0.0,0.0,1.0,0,0,0
NYU_0051019,176,0.0,0.0,0.9999999999999999,0,0,0
NYU_0051039,176,0.0,0.0,1.0,0,0,0
NYU_0051056,176,0.0,0.0,1.0,0,0,0
NYU_0051072,176,0.0,0.0,1.0,0,0,0
NYU_0051088,176,0.0,0.0,1.0,0,0,0
NYU_0051105,176,0.0,0.0,1.0,0,0,0
NYU_0051127,176,0.0,0.0,1.0,0,0,0
NYU_0051159,176,0.0,0.0,1.0,0,0,0
Olin_0050118,206,0.0,0.0,1.0,0,0,0
Olin_0050135,206,0.0,0.0,0.9999999999999999,0,0,0
Pitt_0050017,196,0.0,0.0,1.0,0,0,0
Pitt_0050035,196,0.0,0.0,1.0,0,0,0
Pitt_0050052,196,0.0,0.0,0.9999999999999999,0,0,0
SBL_0051564,196,0.0,0.0,0.9999999999999999,0,0,0
SBL_0051580,196,0.0,0.0,0.9999999999999999,0,0,0
SDSU_0050194,176,0.0,0.0,0.9999999999999999,0,0,0
SDSU_0050212,176,0.0,0.0,0.9999999999999999,0,0,0
Stanford_0051171,176,0.0,0.0,1.0,0,0,0
Stanford_0051188,236,0.0,0.0,0.9999999999999999,0,0,0
Trinity_0050236,146,0.0,0.0,1.0,0,0,0
Trinity_0050255,146,0.0,0.0,0.9999999999999999,0,0,0
Trinity_0051134,146,0.0,0.0,1.0,0,0,0
UCLA_1_0051209,116,0.0,0.0,1.0,0,0,0
UCLA_1_0051226,116,0.0,0.0,0.9999999999999999,0,0,0
UCLA_1_0051252,116,0.0,0.0,1.0,0,0,0
UCLA_1_0051272,116,0.0,0.0,1.0,0,0,0
UCLA_2_0051298,116,0.0,0.0,1.0,0,0,0
UCLA_2_0051316,116,0.0,0.0,0.9999999999999999,0,0,0
UM_1_0050289,296,0.0,0.0,1.0,0,0,0
UM_1_0050307,296,0.0,0.0,0.9999999999999999,0,0,0
UM_1_0050329,296,0.0,0.0,1.0,0,0,0
UM_1_0050345,296,0.0,0.0,1.0,0,0,0
UM_1_0050361,296,0.0,0.0,1.0,0,0,0
UM_1_0050377,296,0.0,0.0,0.9999999999999999,0,0,0
UM_2_0050405,296,0.0,0.0,0.9999999999999999,0,0,0
UM_2_0050424,296,0.0,0.0,1.0,0,0,0
USM_0050444,236,0.0,0.0,1.0,0,0,0
USM_0050481,236,0.0,0.0,0.9999999999999999,0,0,0
USM_0050500,236,0.0,0.0,0.9999999999999999,0,0,0
USM_0050521,236,0.0,0.0,1.0,0,0,0
Yale_0050557,196,0.0,0.0,1.0,0,0,0
Yale_0050573,196,0.0,0.0,1.0,0,0,0
Yale_0050612,196,0.0,0.0,1.0,0,0,0
Yale_0050628,196,0.0,0.0,0.9999999999999998,0,0,0
