file_id,T,max_abs_err,mean_abs_err,corr,n_mismatch_1em8,n_mismatch_1em10,n_dead_roi
CMU_a_0050665,236,0.0,0.0,1.0,0,0,0
Caltech_0051465,146,0.0,0.0,0.9999999999999998,0,0,0
Caltech_0051488,146,0.0,0.0,1.0,0,0,0
KKI_0050782,152,0.0,0.0,0.9999999999999999,0,0,0
KKI_0050798,152,0.0,0.0,1.0,0,0,0
KKI_0050821,152,0.0,0.0,1.0,0,0,0
Leuven_1_0050694,246,0.0,0.0,1.0,0,0,0
Leuven_1_0050711,246,0.0,0.0,0.9999999999999999,0,0,0
Leuven_2_0050740,246,0.0,0.0,1.0,0,0,0
Leuven_2_0050756,246,0.0,0.0,1.0,0,0,0
MaxMun_b_0051323,116,0.0,0.0,0.9999999999999999,0,0,0
MaxMun_c_0051343,116,0.0,0.0,0.9999999999999999,0,0,0
MaxMun_d_0051357,196,0.0,0.0,1.0,0,0,0
NYU_0050967,176,0.0,0.0,1.0,0,0,0
NYU_0050986,176,0.0,0.0,1.0,0,0,0
NYU_0051002,176,0.0,0.0,1.0,0,0,0
NYU_0051021,176,0.0,0.0,1.0,0,0,0
NYU_0051040,176,0.0,0.0,0.9999999999999998,0,0,0
NYU_0051057,176,0.0,0.0,0.9999999999999999,0,0,0
NYU_0051073,176,0.0,0.0,1.0,0,0,0
NYU_0051089,176,0.0,0.0,1.0,0,0,0
NYU_0051106,176,0.0,0.0,1.0,0,0,0
NYU_0051128,176,0.0,0.0,1.0,0,0,0
Olin_0050102,206,0.0,0.0,1.0,0,0,0
Olin_0050119,206,0.0,0.0,1.0,0,0,0
Olin_0050136,206,0.0,0.0,1.0,0,0,0
Pitt_0050019,196,0.0,0.0,1.0,0,0,0
Pitt_0050036,196,0.0,0.0,1.0,0,0,0
Pitt_0050053,196,0.0,0.0,1.0,0,0,0
SBL_0051565,196,0.0,0.0,0.9999999999999999,0,0,0
SBL_0051581,196,0.0,0.0,1.0,0,0,0
SDSU_0050196,176,0.0,0.0,0.9999999999999999,0,0,0
SDSU_0050213,176,0.0,0.0,1.0,0,0,0
Stanford_0051172,176,0.0,0.0,1.0,0,0,0
Stanford_0051189,236,0.0,0.0,1.0,0,0,0
Trinity_0050237,146,0.0,0.0,1.0,0,0,0
Trinity_0050257,146,0.0,0.0,1.0,0,0,0
Trinity_0051135,146,0.0,0.0,1.0,0,0,0
UCLA_1_0051210,116,0.0,0.0,1.0,0,0,0
UCLA_1_0051227,116,0.0,0.0,1.0,0,0,0
UCLA_1_0051253,116,0.0,0.0,1.0,0,0,0
UCLA_1_0051273,116,0.0,0.0,0.9999999999999999,0,0,0
UCLA_2_0051299,116,0.0,0.0,0.9999999999999999,0,0,0
UCLA_2_0051317,116,0.0,0.0,1.0,0,0,0
UM_1_0050290,296,0.0,0.0,1.0,0,0,0
UM_1_0050310,296,0.0,0.0,1.0,0,0,0
UM_1_0050330,296,0.0,0.0,1.0,0,0,0
UM_1_0050346,296,0.0,0.0,0.9999999999999999,0,0,0
UM_1_0050362,296,0.0,0.0,0.9999999999999999,0,0,0
UM_1_0050379,296,0.0,0.0,1.0,0,0,0
UM_2_0050406,296,0.0,0.0,1.0,0,0,0
UM_2_0050425,296,0.0,0.0,1.0,0,0,0
USM_0050445,236,0.0,0.0,0.9999999999999999,0,0,0
USM_0050482,236,0.0,0.0,0.9999999999999999,0,0,0
USM_0050501,236,0.0,0.0,1.0,0,0,0
USM_0050523,236,0.0,0.0,1.0,0,0,0
Yale_0050558,196,0.0,0.0,1.0,0,0,0
Yale_0050574,196,0.0,0.0,0.9999999999999998,0,0,0
Yale_0050613,196,0.0,0.0,1.0,0,0,0
