source,band,norm,clf,pooled_auc,pooled_bacc,pooled_acc,pooled_sens,pooled_spec,pooled_f1,pooled_prec,pooled_tn,pooled_fp,pooled_fn,pooled_tp,auc_mean,auc_sd,bacc_mean,bacc_sd,acc_mean,sens_mean,spec_mean,f1_mean,prec_mean,per_fold_auc,best_C,secs
M1,slow5,C_SUBJ_BAND_MINMAX,linsvm,0.6333193860247969,0.5928472329273933,0.5974842767295597,0.49230769230769234,0.6933867735470942,0.5384615384615384,0.5941644562334217,346,153,231,224,0.644095682095682,0.029192306537487604,0.5928104118104118,0.029486214113042843,0.5974924221548636,0.49230769230769234,0.6933131313131314,0.5370736094893971,0.6016596002079766,"[0.604176, 0.663407, 0.643187, 0.679451, 0.630259]","[0.1, 0.01, 0.01, 0.01, 0.1]",1.5
M1,classical,C_SUBJ_BAND_MINMAX,linsvm,0.6388204981391354,0.6093946134026295,0.6121593291404612,0.5494505494505495,0.6693386773547094,0.5747126436781609,0.6024096385542169,334,165,205,250,0.6421212121212121,0.015340401376719041,0.6093616383616384,0.009153401782226183,0.6121465968586388,0.5494505494505495,0.6692727272727272,0.5723189523706034,0.605532998884488,"[0.634945, 0.669121, 0.63967, 0.634835, 0.632035]","[0.1, 0.1, 0.01, 0.1, 0.1]",0.5
M2,slow5,C_SUBJ_BAND_MINMAX,linsvm,0.6320112752978485,0.6056134246515008,0.6090146750524109,0.5318681318681319,0.6793587174348698,0.5647607934655776,0.6019900497512438,339,160,213,242,0.6333610833610833,0.033864862643609564,0.6055704295704295,0.037012805581288034,0.608972168641499,0.531868131868132,0.6792727272727273,0.5650348876342159,0.6063131313131314,"[0.623187, 0.678462, 0.655934, 0.616593, 0.59263]","[0.1, 0.1, 0.1, 0.1, 0.1]",0.5
M2,classical,C_SUBJ_BAND_MINMAX,linsvm,0.6134070338479156,0.5920390231011474,0.5964360587002097,0.4967032967032967,0.687374749498998,0.5400238948626045,0.5916230366492147,343,156,229,226,0.6161942501942501,0.02177764107922636,0.59196780996781,0.02997045103160433,0.596379167814825,0.4967032967032967,0.6872323232323232,0.5397744063286263,0.5939515460030166,"[0.61022, 0.632967, 0.626374, 0.630769, 0.580642]","[0.1, 0.1, 0.01, 0.1, 0.1]",0.5
OLD,slow5,C_SUBJ_BAND_MINMAX,linsvm,0.6243828315972605,0.6062917042876963,0.6090146750524109,0.5472527472527473,0.6653306613226453,0.5717566016073479,0.5985576923076923,332,167,206,249,0.6231100011100011,0.03788654180012387,0.6062728382728382,0.02035588401842012,0.608999724441995,0.5472527472527473,0.6652929292929293,0.5714468207113927,0.5991395497493059,"[0.566264, 0.666044, 0.614835, 0.647473, 0.620935]","[0.1, 0.1, 0.1, 0.1, 0.1]",0.4
OLD,classical,C_SUBJ_BAND_MINMAX,linsvm,0.6106498711709132,0.5894844634323593,0.5922431865828093,0.5296703296703297,0.6492985971943888,0.5533869115958668,0.5793269230769231,324,175,214,241,0.6162521922521923,0.03750925500695325,0.5895220335220335,0.03432502978789824,0.5922568200606227,0.5296703296703297,0.6493737373737374,0.5538851007779553,0.5826433508483883,"[0.561758, 0.667033, 0.61044, 0.621429, 0.620602]","[1000, 0.1, 0.1, 1, 0.1]",0.4
