source,band,norm,clf,pooled_auc,pooled_bacc,pooled_acc,pooled_sens,pooled_spec,pooled_f1,pooled_prec,pooled_tn,pooled_fp,pooled_fn,pooled_tp,auc_mean,auc_sd,bacc_mean,bacc_sd,acc_mean,sens_mean,spec_mean,f1_mean,prec_mean,per_fold_auc,best_C,secs
M1,slow4,C_SUBJ_BAND_MINMAX,logreg,0.6127243497984982,0.5855755466977912,0.5911949685534591,0.46373626373626375,0.7074148296593187,0.5197044334975369,0.5910364145658263,353,146,244,211,0.6127570207570207,0.016578475179523447,0.5855651015651017,0.025221872064114415,0.5911656103609809,0.46373626373626375,0.7073939393939395,0.5178793310088102,0.5904313725490196,"[0.627143, 0.613846, 0.607912, 0.627582, 0.587302]","[0.1, 0.1, 0.1, 0.1, 0.1]",1.6
M1,all3,C_SUBJ_BAND_MINMAX,logreg,0.6446211103525733,0.6099121319562202,0.6132075471698113,0.5384615384615384,0.6813627254509018,0.570430733410943,0.6064356435643564,340,159,210,245,0.6451830391830391,0.015225576903507818,0.6098974358974358,0.02111655927611846,0.6131992284375861,0.5384615384615385,0.6813333333333333,0.5699119246788349,0.6090035202035029,"[0.633846, 0.654945, 0.66, 0.652637, 0.624487]","[0.1, 0.1, 0.1, 0.1, 0.1]",2.3
M2,slow4,C_SUBJ_BAND_MINMAX,logreg,0.5994802792397983,0.5839921601444648,0.590146750524109,0.45054945054945056,0.717434869739479,0.5118601747815231,0.5924855491329479,358,141,250,205,0.604857364857365,0.03336918788692102,0.5838908868908869,0.03528720176257575,0.5900799118214384,0.45054945054945056,0.7172323232323233,0.5123285144757538,0.595799036644107,"[0.600769, 0.621978, 0.616154, 0.635824, 0.549562]","[0.1, 0.1, 0.1, 0.1, 1]",0.5
M2,all3,C_SUBJ_BAND_MINMAX,logreg,0.6239688167543879,0.5977273227774229,0.6016771488469602,0.512087912087912,0.6833667334669339,0.5508274231678487,0.5959079283887468,341,158,222,233,0.623036963036963,0.022973431722127475,0.5977308247308247,0.02828922664033753,0.6016368145494626,0.512087912087912,0.6833737373737374,0.5499505234162607,0.5953080352449966,"[0.621648, 0.63978, 0.64044, 0.628901, 0.584416]","[0.1, 1, 0.1, 1, 0.1]",3.1
OLD,slow4,C_SUBJ_BAND_MINMAX,logreg,0.5991895879671432,0.5802726331784448,0.5828092243186582,0.5252747252747253,0.6352705410821643,0.545662100456621,0.5676959619952494,317,182,216,239,0.6013257853257853,0.028841335655595646,0.5802333222333222,0.02879355186197138,0.582772113529898,0.5252747252747253,0.6351919191919192,0.5446154017201781,0.5688678239742555,"[0.583736, 0.646154, 0.588352, 0.613407, 0.574981]","[100, 1, 1, 1, 1]",0.5
OLD,all3,C_SUBJ_BAND_MINMAX,logreg,0.6166442775661213,0.5972428373229977,0.6016771488469602,0.5010989010989011,0.6933867735470942,0.5454545454545454,0.5984251968503937,346,153,227,228,0.6225241425241425,0.026538078216563392,0.5972565212565213,0.027617074132563535,0.6016698815100578,0.5010989010989011,0.6934141414141414,0.5439061214514445,0.5991046378166054,"[0.587912, 0.657473, 0.614835, 0.638681, 0.61372]","[1, 0.1, 0.1, 0.1, 0.1]",2.4
