auc,bacc,fold_sd,ci_lo,ci_hi,n_feat,feature,loso_auc,loso_bacc
0.8666666666666667,0.9,0.0,0.4966666666666667,1.0,90,signed_s,,
0.8666666666666667,0.7333333333333334,0.0,0.4966666666666667,1.0,90,absolute_a,,
0.8666666666666667,0.7333333333333334,0.0,0.4966666666666667,1.0,90,positive_p,,
0.8666666666666667,0.9,0.0,0.4966666666666667,1.0,90,negative_n,,
0.8666666666666667,0.9,0.0,0.4966666666666667,1.0,360,concat_sapn,,
0.8,0.7333333333333334,0.0,0.3933333333333333,1.0,4005,FULL_FC_4005,,
