curve_epoch,source_epoch,acc,f1,sen,spe
71,70,0.48835526315789474,0.34756596800239337,0.31977029505458293,0.6724234219116244
72,70,0.48835526315789474,0.34756596800239337,0.31977029505458293,0.6724234219116244
73,70,0.48835526315789474,0.34756596800239337,0.31977029505458293,0.6724234219116244
74,70,0.48835526315789474,0.34756596800239337,0.31977029505458293,0.6724234219116244
75,75,0.4822039473684211,0.32360171653813696,0.28234197966558255,0.6710564753544837
76,75,0.4822039473684211,0.32360171653813696,0.28234197966558255,0.6710564753544837
77,75,0.4822039473684211,0.32360171653813696,0.28234197966558255,0.6710564753544837
78,75,0.4822039473684211,0.32360171653813696,0.28234197966558255,0.6710564753544837
79,75,0.4822039473684211,0.32360171653813696,0.28234197966558255,0.6710564753544837
80,80,0.5168421052631579,0.37692225616979763,0.33206659260748034,0.6964134676578758
81,80,0.5168421052631579,0.37692225616979763,0.33206659260748034,0.6964134676578758
82,80,0.5168421052631579,0.37692225616979763,0.33206659260748034,0.6964134676578758
83,80,0.5168421052631579,0.37692225616979763,0.33206659260748034,0.6964134676578758
84,80,0.5168421052631579,0.37692225616979763,0.33206659260748034,0.6964134676578758
85,85,0.5199451754385965,0.37801687898993797,0.32176976576641775,0.7067640429266082
86,85,0.5199451754385965,0.37801687898993797,0.32176976576641775,0.7067640429266082
87,85,0.5199451754385965,0.37801687898993797,0.32176976576641775,0.7067640429266082
88,85,0.5199451754385965,0.37801687898993797,0.32176976576641775,0.7067640429266082
89,85,0.5199451754385965,0.37801687898993797,0.32176976576641775,0.7067640429266082
90,90,0.4990021929824562,0.3802985338292843,0.33253778461626804,0.6599945415947838
91,90,0.4990021929824562,0.3802985338292843,0.33253778461626804,0.6599945415947838
92,90,0.4990021929824562,0.3802985338292843,0.33253778461626804,0.6599945415947838
93,90,0.4990021929824562,0.3802985338292843,0.33253778461626804,0.6599945415947838
94,90,0.4990021929824562,0.3802985338292843,0.33253778461626804,0.6599945415947838
95,95,0.5030592105263157,0.38326027863853185,0.337128410108201,0.6591044647245037
96,95,0.5030592105263157,0.38326027863853185,0.337128410108201,0.6591044647245037
97,95,0.5030592105263157,0.38326027863853185,0.337128410108201,0.6591044647245037
98,95,0.5030592105263157,0.38326027863853185,0.337128410108201,0.6591044647245037
99,95,0.5030592105263157,0.38326027863853185,0.337128410108201,0.6591044647245037
100,100,0.49472587719298244,0.3748235123157761,0.3243557939910116,0.6529891176975229
